CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_rvmoreno_WORK,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType,Notes
'128,KARNES COUNTY,'03,'128903,RUNGE ISD,INDEPENDENT,P O BOX 158,RUNGE,TX,78151-0158,600 REIFFERT,RUNGE,TX,78151-0158,(830) 239-4315 ext:100 ,(830) 239-4816,pseipp@rungeisd.org,www.rungeisd.org,MRS PAM SEIPP   ,321,'128903002,FLORESVILLE ALTERNATIVE CENTER CHOICE PROGRAM,JJAEP INSTRUCTIONAL,,P O BOX 158,RUNGE,TX,78151.0,1200 FIFTH ST,FLORESVILLE,TX,78114.0,(830) 780-4801,(830) 583-3866,technology@rungeisd.org,www.rungeisd.org,MS SUE DEPTUCH   ,'05-12,0,Active,35206.0,2015-03-14T05:35:18,300,USCGeocoder,1,47,12b37e51-389f-417c-b631-dcb3213f598b,4.01,,29.15229,-98.156177,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'128,KARNES COUNTY,'03,'128903,RUNGE ISD,INDEPENDENT,P O BOX 158,RUNGE,TX,78151-0158,600 REIFFERT,RUNGE,TX,78151-0158,(830) 239-4315 ext:100 ,(830) 239-4816,pseipp@rungeisd.org,www.rungeisd.org,MRS PAM SEIPP   ,321,'128903003,FLORESVILLE ALTERNATIVE CENTER CHOICE PROGRAM,DAEP INSTRUCTIONAL,,P O BOX 158,RUNGE,TX,78151.0,1200 FIFTH ST,FLORESVILLE,TX,78114.0,(830) 239-4315 ext:100 ,(830) 239-4816,technology@rungeisd.org,www.rungeisd.org,    ,'03-12,0,Active,36463.0,2015-03-14T05:35:18,301,USCGeocoder,1,47,2e10d406-2f6b-4077-ae75-52657b87d7ae,4.01,,29.137318,-98.157479,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,Duplicate of 301?
'128,KARNES COUNTY,'03,'128903,RUNGE ISD,INDEPENDENT,P O BOX 158,RUNGE,TX,78151-0158,600 REIFFERT,RUNGE,TX,78151-0158,(830) 239-4315 ext:100 ,(830) 239-4816,pseipp@rungeisd.org,www.rungeisd.org,MRS PAM SEIPP   ,321,'128903101,RUNGE EL,REGULAR INSTRUCTIONAL,,P O BOX 158,RUNGE,TX,78151-0158,600 REIFFERT,RUNGE,TX,78151-0158,(830) 239-4315 ext:102 ,(830) 239-4816,villarreals@rungeisd.org,www.rungeisd.org,MRS DULCE ANNIS   ,'EE-05,155,Active, ,2015-03-14T05:35:18,302,USCGeocoder,1,16,a5b404a7-a593-4173-9f90-9fbc467d70dc,4.01,,28.8882005368,-97.7117620017,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2641.07308848,Meters,3,StreetSegmentInterpolation,
'128,KARNES COUNTY,'20,'128904,FALLS CITY ISD,INDEPENDENT,P O BOX 399,FALLS CITY,TX,78113-0399,525 N NELSON ST,FALLS CITY,TX,78113-0399,(830) 254-3551,(830) 254-3354,chaplint@fcisd.net,www.fcisd.net/,MR TYLOR CHAPLIN   ,360,'128904001,FALLS CITY H S,REGULAR INSTRUCTIONAL,,P O BOX 399,FALLS CITY,TX,78113-0399,525 N NELSON ST,FALLS CITY,TX,78113-0399,(830) 254-3551 ext:114 ,(830) 254-3354,blockerc@fcisd.net,www.fcisd.net,MRS CHRISTINE BLOCKER   ,'07-12,181,Active,25811.0,2015-03-14T05:35:18,303,USCGeocoder,1,16,912b0a1a-30ed-4241-82a5-0e013e52a149,4.01,,28.9805086493,-98.0231105508,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100.0,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,5360.02275116,Meters,3,StreetSegmentInterpolation,
'128,KARNES COUNTY,'20,'128904,FALLS CITY ISD,INDEPENDENT,P O BOX 399,FALLS CITY,TX,78113-0399,525 N NELSON ST,FALLS CITY,TX,78113-0399,(830) 254-3551,(830) 254-3354,chaplint@fcisd.net,www.fcisd.net/,MR TYLOR CHAPLIN   ,360,'128904002,FLORESVILLE ALTER CTR,DAEP INSTRUCTIONAL,,501 10TH ST,FLORESVILLE,TX,78114.0,335 Alternative Ln,Floresville,TX,78114-1040,(830) 393-5368,(830) 393-5706,bbox@fisd.us,www.fisd.us/Alternative/,MR BUD BOX   ,'KG-12,-1,Active,37483.0,2015-03-14T05:35:18,304,USCGeocoder,1,313,94dcfe2c-c8d4-4794-b44e-fe8eaade02ea,4.01,,29.152301,-98.155961,Exact,LOCATION_TYPE_USPS_ZIP_CODE,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,State,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,695661.333,Kilometers,98,Unknown,
'128,KARNES COUNTY,'20,'128904,FALLS CITY ISD,INDEPENDENT,P O BOX 399,FALLS CITY,TX,78113-0399,525 N NELSON ST,FALLS CITY,TX,78113-0399,(830) 254-3551,(830) 254-3354,chaplint@fcisd.net,www.fcisd.net/,MR TYLOR CHAPLIN   ,360,'128904003,WILSON CO J J A E P,JJAEP INSTRUCTIONAL,,501 10TH ST,FLORESVILLE,TX,78114.0,335 Alternative Ln,FLORESVILLE,TX, ,(830) 393-5368,(830) 393-5706,bbox@fisd.us,www.fisd.us/Alternative/,MR BUD BOX   ,'04-12,0,Active,37483.0,2015-03-14T05:35:18,305,USCGeocoder,1,266,00d77e14-076e-482b-8adb-364d6967f2d2,4.01,,29.152946,-98.156489,Exact,LOCATION_TYPE_USPS_ZIP_CODE,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,State,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,695661.333,Kilometers,98,Unknown,
'128,KARNES COUNTY,'20,'128904,FALLS CITY ISD,INDEPENDENT,P O BOX 399,FALLS CITY,TX,78113-0399,525 N NELSON ST,FALLS CITY,TX,78113-0399,(830) 254-3551,(830) 254-3354,chaplint@fcisd.net,www.fcisd.net/,MR TYLOR CHAPLIN   ,360,'128904004,FLORESVILLE CHOICE PROGRAM,ALTERNATIVE INSTRUCTIONAL,,501 10TH ST,FLORESVILLE,TX,78114.0,501 10th Street,FLORESVILLE,TX,78114.0,(830) 393-5368,(830) 393-5706,bbox@fisd.us,www.fisd.us/Alternative/,BUD BOX   ,'07-12,0,Active,37483.0,2015-03-14T05:35:18,306,USCGeocoder,1,313,46c709a9-6450-4cb7-a694-81a94b0c95e2,4.01,,29.158006,-98.172926,Exact,LOCATION_TYPE_USPS_ZIP_CODE,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,State,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,695661.333,Kilometers,98,Unknown,Duplicate of 301?
'128,KARNES COUNTY,'20,'128904,FALLS CITY ISD,INDEPENDENT,P O BOX 399,FALLS CITY,TX,78113-0399,525 N NELSON ST,FALLS CITY,TX,78113-0399,(830) 254-3551,(830) 254-3354,chaplint@fcisd.net,www.fcisd.net/,MR TYLOR CHAPLIN   ,360,'128904101,FALLS CITY EL,REGULAR INSTRUCTIONAL,,P O BOX 399,FALLS CITY,TX,78113-0399,525 N NELSON ST,FALLS CITY,TX,78113-0399,(830) 254-3551,(830) 254-3354,zwickep@fcisd.net,www.fcisd.net,MR PHILLIP ZWICKE   ,'EE KG-06,-1,Active,25811.0,2015-03-14T05:35:18,307,USCGeocoder,1,16,b4989b87-a851-47cf-b699-77d5a525fdd9,4.01,,28.9805086493,-98.0231105508,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100.0,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,5360.02275116,Meters,3,StreetSegmentInterpolation,
'129,KAUFMAN COUNTY,'10,'129901,CRANDALL ISD,INDEPENDENT,P O BOX 128,CRANDALL,TX,75114-0128,400 W LEWIS ST,CRANDALL,TX,75114-0128,(972) 427-6000 ext:5830,(972) 427-6036,rwood@crandall-isd.net,www.crandall-isd.net,DR ROBERT JOLLY   ,3297,'129901001,CRANDALL H S,REGULAR INSTRUCTIONAL,,P O BOX 520,CRANDALL,TX,75114-0520,13385 FM 3039,CRANDALL,TX,75114.0,(972) 427-6150,(972) 427-6130,dwilliams@crandall-isd.net,,MR DAVID WILLIAMS   ,'09-12,921,Active, ,2015-03-14T05:35:18,308,USCGeocoder,1,94,fadcdd2c-0699-43a4-b731-cf454fa696c3,4.01,,32.616675,-96.461555,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'129,KAUFMAN COUNTY,'10,'129901,CRANDALL ISD,INDEPENDENT,P O BOX 128,CRANDALL,TX,75114-0128,400 W LEWIS ST,CRANDALL,TX,75114-0128,(972) 427-6000 ext:5830,(972) 427-6036,rwood@crandall-isd.net,www.crandall-isd.net,DR ROBERT JOLLY   ,3297,'129901002,CRANDALL ALTER CTR,ALTERNATIVE INSTRUCTIONAL,,P O BOX 128,CRANDALL,TX,75114-0128,400 W LEWIS ST,CRANDALL,TX,75114.0,(972) 427-6100,(972) 427-8239,gbarnes@crandall-isd.net,,MRS GAIL BARNES   ,'09-12,25,Active,33744.0,2015-03-14T05:35:18,309,USCGeocoder,1,31,6b436c90-88e8-4f65-a833-8249ae04df05,4.01,,32.622983,-96.456096,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'129,KAUFMAN COUNTY,'10,'129901,CRANDALL ISD,INDEPENDENT,P O BOX 128,CRANDALL,TX,75114-0128,400 W LEWIS ST,CRANDALL,TX,75114-0128,(972) 427-6000 ext:5830,(972) 427-6036,rwood@crandall-isd.net,www.crandall-isd.net,DR ROBERT JOLLY   ,3297,'129901041,CRANDALL MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 490,CRANDALL,TX,75114-0490,500 W LEWIS ST,CRANDALL,TX,75114.0,(972) 427-6000 ext:5603,(972) 427-6029,ateague@crandall-isd.net,,MS AMY TEAGUE   ,'06-08,746,Active, ,2015-03-14T05:35:18,310,USCGeocoder,1,31,e8bfd1bc-dcd5-4d38-9815-bbcb7e45e6ac,4.01,,32.621393,-96.460448,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'129,KAUFMAN COUNTY,'10,'129901,CRANDALL ISD,INDEPENDENT,P O BOX 128,CRANDALL,TX,75114-0128,400 W LEWIS ST,CRANDALL,TX,75114-0128,(972) 427-6000 ext:5830,(972) 427-6036,rwood@crandall-isd.net,www.crandall-isd.net,DR ROBERT JOLLY   ,3297,'129901101,W A MARTIN EL,REGULAR INSTRUCTIONAL,,P O BOX 460,CRANDALL,TX,75114-0460,11601 W HWY 175,CRANDALL,TX,75114-0460,(972) 427-6020,(972) 427-6039,dchristensen@crandall-isd.net,,MR DAVID CHRISTENSEN   ,'EE-05,481,Active, ,2015-03-14T05:35:18,311,USCGeocoder,1,94,f702c0ff-4b20-459e-af6f-d1d1cebefa43,4.01,,32.632678,-96.466675,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'129,KAUFMAN COUNTY,'10,'129901,CRANDALL ISD,INDEPENDENT,P O BOX 128,CRANDALL,TX,75114-0128,400 W LEWIS ST,CRANDALL,TX,75114-0128,(972) 427-6000 ext:5830,(972) 427-6036,rwood@crandall-isd.net,www.crandall-isd.net,DR ROBERT JOLLY   ,3297,'129901102,NOLA KATHRYN WILSON EL,REGULAR INSTRUCTIONAL,,P O BOX 430,CRANDALL,TX,75114-0430,300 S MEADOWCREEK,CRANDALL,TX,75114.0,(972) 427-6040,(972) 427-6086,gsikes@crandall-isd.net,,GINGER D SIKES   ,'EE KG-05,539,Active,33054.0,2015-03-14T05:35:18,312,USCGeocoder,1,31,3079a9a8-2db9-457c-9eee-fe3b347d2c5f,4.01,,32.624967,-96.458591,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'129,KAUFMAN COUNTY,'10,'129901,CRANDALL ISD,INDEPENDENT,P O BOX 128,CRANDALL,TX,75114-0128,400 W LEWIS ST,CRANDALL,TX,75114-0128,(972) 427-6000 ext:5830,(972) 427-6036,rwood@crandall-isd.net,www.crandall-isd.net,DR ROBERT JOLLY   ,3297,'129901103,BARBARA WALKER EL,REGULAR INSTRUCTIONAL,,P O BOX 128,CRANDALL,TX,75114-0128,4060 ABBEY RD,HEARTLAND,TX,75126.0,(972) 427-6030,(972) 427-6031,jdykman@crandall-isd.net,,JEANNIA G DYKMAN   ,'EE KG-05,585,Active,38562.0,2015-03-14T05:35:18,313,USCGeocoder,1,31,08bcc23a-04fe-402e-b0e3-7f034394589f,4.01,,32.689816,-96.452191,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'129,KAUFMAN COUNTY,'10,'129902,FORNEY ISD,INDEPENDENT,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,(972) 564-4055,(972) 552-3038,judy.sacco@forneyisd.net,www.forneyisd.net,MRS SUZANNE MCWILLIAMS   ,8995,'129902001,FORNEY H S,REGULAR INSTRUCTIONAL,,800 FM 741,FORNEY,TX,75126-9574,800 FM 741 S,FORNEY,TX,75126-9574,(972) 564-3890,(972) 564-5616,stephen.whiffen@forneyisd.net,,MR STEVE WHIFFEN   ,'09-12,1402,Active, ,2015-03-14T05:35:18,314,USCGeocoder,1,31,e6b412c1-658c-4cb0-add3-e87ff8f21915,4.01,,32.6582542387,-96.4601791521,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,89.6449704142,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,12771.8437186,Meters,3,StreetSegmentInterpolation,
'129,KAUFMAN COUNTY,'10,'129902,FORNEY ISD,INDEPENDENT,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,(972) 564-4055,(972) 552-3038,judy.sacco@forneyisd.net,www.forneyisd.net,MRS SUZANNE MCWILLIAMS   ,8995,'129902002,FORNEY ACADEMIC CENTER,DAEP INSTRUCTIONAL,,309 S BOIS D'ARC ST,FORNEY,TX,75126-9682,309 S BOIS D'ARC ST,FORNEY,TX,75126-9682,(972) 564-4055,(972) 552-3038,grace.johnson@forneyisd.net,,GRACE JOHNSON   ,'06-12,0,Active,33816.0,2015-03-14T05:35:18,315,USCGeocoder,1,16,76a85e57-0769-45b2-a01e-eece15077be9,4.01,,32.7492774995,-96.4703463063,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,92.5295857988,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2619.34578892,Meters,3,StreetSegmentInterpolation,
'129,KAUFMAN COUNTY,'10,'129902,FORNEY ISD,INDEPENDENT,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,(972) 564-4055,(972) 552-3038,judy.sacco@forneyisd.net,www.forneyisd.net,MRS SUZANNE MCWILLIAMS   ,8995,'129902003,NORTH FORNEY H S,REGULAR INSTRUCTIONAL,,6170 N MASON BLVD,FORNEY,TX,75126.0,6170 N MASON BLVD,FORNEY,TX,75126.0,(469) 762-4159,(469) 355-0311,jason.johnston@forneyisd.net,,DR JASON JOHNSTON   ,'09-12,1274,Active,38574.0,2015-03-14T05:35:18,316,USCGeocoder,1,31,38363c32-2e85-403f-92cf-08c7b3f38099,4.01,,32.76822,-96.40487,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'129,KAUFMAN COUNTY,'10,'129902,FORNEY ISD,INDEPENDENT,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,(972) 564-4055,(972) 552-3038,judy.sacco@forneyisd.net,www.forneyisd.net,MRS SUZANNE MCWILLIAMS   ,8995,'129902041,WARREN MIDDLE,REGULAR INSTRUCTIONAL,,811 S BOIS D'ARC,FORNEY,TX,75126-9677,811 S BOIS D'ARC,FORNEY,TX,75126-9677,(469) 762-4156,(972) 552-1693,joseph.pouncy@forneyisd.net,,MR JOSEPH POUNCY   ,'07-08,713,Active,38154.0,2015-03-14T05:35:18,317,USCGeocoder,1,16,64dfb1f9-cc4b-4091-afc1-7c315d3f2fac,4.01,,32.7367910446,-96.4812053617,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,93.7130177515,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4577.4928906,Meters,3,StreetSegmentInterpolation,
'129,KAUFMAN COUNTY,'10,'129902,FORNEY ISD,INDEPENDENT,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,(972) 564-4055,(972) 552-3038,judy.sacco@forneyisd.net,www.forneyisd.net,MRS SUZANNE MCWILLIAMS   ,8995,'129902042,BROWN MIDDLE,REGULAR INSTRUCTIONAL,,1050 WINDMILL FARMS BLVD,FORNEY,TX,75126.0,1050 WINDMILL FARMS BLVD,FORNEY,TX,75126.0,(972) 564-3967,(469) 355-1099,jody.fadely@forneyisd.net,,JODY FADELY   ,'07-08,718,Active,37470.0,2015-03-14T05:35:18,318,USCGeocoder,1,47,165767d9-aed3-4a74-8802-ef33db8c33d5,4.01,,32.751472,-96.405308,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'129,KAUFMAN COUNTY,'10,'129902,FORNEY ISD,INDEPENDENT,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,(972) 564-4055,(972) 552-3038,judy.sacco@forneyisd.net,www.forneyisd.net,MRS SUZANNE MCWILLIAMS   ,8995,'129902101,JOHNSON EL,REGULAR INSTRUCTIONAL,,701 S BOIS D' ARC,FORNEY,TX,75126-9680,701 S BOIS D' ARC,FORNEY,TX,75126-9680,(972) 564-3397,(972) 552-3336,nancy.mcelroy@forneyisd.net,,BOBBY MILLIORN   ,'EE-06,513,Active, ,2015-03-14T05:35:18,319,USCGeocoder,1,31,a2226643-a366-42f3-b1c5-7d8f1cc56e3c,4.01,,32.741013,-96.476403,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'129,KAUFMAN COUNTY,'10,'129902,FORNEY ISD,INDEPENDENT,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,(972) 564-4055,(972) 552-3038,judy.sacco@forneyisd.net,www.forneyisd.net,MRS SUZANNE MCWILLIAMS   ,8995,'129902102,KATHRYN WOLFE CRISWELL EL,REGULAR INSTRUCTIONAL,,401 HWY 740 N,FORNEY,TX,75126-9999,401 HWY 740 N,FORNEY,TX,75126-9999,(972) 564-1609,(972) 552-3304,theresa.hale@forneyisd.net,,MS THERESA HALE   ,'EE-06,562,Active, ,2015-03-14T05:35:18,320,USCGeocoder,1,31,9d74af93-137b-44a6-8447-4fd7b0437c26,4.01,,32.7450459164,-96.4744902815,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,94.674556213,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2324.18035285,Meters,3,StreetSegmentInterpolation,
'129,KAUFMAN COUNTY,'10,'129902,FORNEY ISD,INDEPENDENT,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,(972) 564-4055,(972) 552-3038,judy.sacco@forneyisd.net,www.forneyisd.net,MRS SUZANNE MCWILLIAMS   ,8995,'129902103,L E CLAYBON EL,REGULAR INSTRUCTIONAL,,1011 F M 741,FORNEY,TX,75126.0,1011 FM 741,FORNEY,TX,75126.0,(972) 564-7023,(972) 552-3274,kristie.crabtree@forneyisd.net,,MS KRISTIE CRABTREE   ,'EE-06,520,Active,35146.0,2015-03-14T05:35:18,321,USCGeocoder,1,47,23986499-39e3-433a-9c96-7e80f222e9b0,4.01,,32.732443,-96.465534,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'129,KAUFMAN COUNTY,'10,'129902,FORNEY ISD,INDEPENDENT,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,(972) 564-4055,(972) 552-3038,judy.sacco@forneyisd.net,www.forneyisd.net,MRS SUZANNE MCWILLIAMS   ,8995,'129902104,HENDERSON EL,REGULAR INSTRUCTIONAL,,12755 FM 1641,FORNEY,TX,75126.0,12755 FM 1641,FORNEY,TX,75126.0,(972) 564-7100,(972) 552-3335,stephen.chapman@forneyisd.net,,STEPHEN CHAPMAN   ,'EE-06,536,Active,35673.0,2015-03-14T05:35:18,322,USCGeocoder,1,78,7a8a61b8-a821-49c8-a13f-dd81efe1e095,4.01,,32.726026,-96.43737,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'129,KAUFMAN COUNTY,'10,'129902,FORNEY ISD,INDEPENDENT,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,(972) 564-4055,(972) 552-3038,judy.sacco@forneyisd.net,www.forneyisd.net,MRS SUZANNE MCWILLIAMS   ,8995,'129902105,BLACKBURN EL,REGULAR INSTRUCTIONAL,,2401 CONCORD DR,FORNEY,TX,75126-9682,2401 CONCORD DR,FORNEY,TX,75126-9682,(972) 564-7008,(469) 335-0491,jo.hughes@forneyisd.net,,MS JO LYNN HUGHES   ,'EE-06,619,Active,36706.0,2015-03-14T05:35:18,323,USCGeocoder,1,47,22ab3716-8eb7-40df-9807-c30e9b970d53,4.01,,32.745387,-96.411289,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
'129,KAUFMAN COUNTY,'10,'129902,FORNEY ISD,INDEPENDENT,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,(972) 564-4055,(972) 552-3038,judy.sacco@forneyisd.net,www.forneyisd.net,MRS SUZANNE MCWILLIAMS   ,8995,'129902106,CROSBY EL,REGULAR INSTRUCTIONAL,,495 DIAMOND CREEK DR,FORNEY,TX,75126.0,495 DIAMOND CREEK DR,FORNEY,TX,75126.0,(972) 564-7002,(469) 355-0531,jana.garner@forneyisd.net,,MRS JANA GARNER   ,'EE-06,446,Active,37169.0,2015-03-14T05:35:18,324,USCGeocoder,1,31,c196fc99-8f1c-4d5b-a240-d73e42b43b81,4.01,,32.8053161191,-96.3969155763,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,90.3846153846,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2701.41729428,Meters,3,StreetSegmentInterpolation,
'129,KAUFMAN COUNTY,'10,'129902,FORNEY ISD,INDEPENDENT,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,600 S BOIS D'ARC ST,FORNEY,TX,75126-9682,(972) 564-4055,(972) 552-3038,judy.sacco@forneyisd.net,www.forneyisd.net,MRS SUZANNE MCWILLIAMS   ,8995,'129902107,LEWIS EL,REGULAR INSTRUCTIONAL,,1309 LUCKENBACH DR,FORNEY,TX,75126.0,1309 LUCKENBACH DR,FORNEY,TX,75126.0,(972) 564-7102,(469) 355-2128,michelle.baird@forneyisd.net,,MICHELLE BAIRD   ,'EE-06,472,Active,37470.0,2015-03-14T05:35:18,325,USCGeocoder,1,78,c62d62bc-f05f-48b1-baba-350a0dda36f4,4.01,,32.797585,-96.478558,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100.0,Manual,FeatureClassBased,,,0,,ReturnAll,,Meters,9,AddressZIPCentroid,
