CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_decomonteiro_output_11_am,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType,,,,,,,
'108,HIDALGO COUNTY,'01,'108906,MCALLEN ISD,INDEPENDENT,2000 N 23RD ST,MCALLEN,TX,78501-2000,2000 N 23RD ST,MCALLEN,TX,78501-2000,(956) 618-6000,(956) 686-8362,james.ponce@mcallenisd.net,www.mcallenisd.org,DR JAMES PONCE   ,24692,'108906127,BLANCA E SANCHEZ,REGULAR INSTRUCTIONAL,,2901 INCARNATE WORD,MCALLEN,TX,78504,2901 INCARNATE WORD,MCALLEN,TX,78504,(956) 971-1100,(956) 618-9705,cynthia.rodriguez3@mcallenisd.net,,MRS CYNTHIA RODRIGUEZ   ,'EE-05,489,Active,2007-10-08,3/14/2015 5:35:16 AM,212,USCGeocoder,1,63,2a08b8e6-01aa-49ad-948e-99ac93e14e3d,4.01,,26.283392,-98.241679,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108906,MCALLEN ISD,INDEPENDENT,2000 N 23RD ST,MCALLEN,TX,78501-2000,2000 N 23RD ST,MCALLEN,TX,78501-2000,(956) 618-6000,(956) 686-8362,james.ponce@mcallenisd.net,www.mcallenisd.org,DR JAMES PONCE   ,24692,'108906128,DR PABLO PEREZ,REGULAR INSTRUCTIONAL,,7801 N MAIN,MCALLEN,TX,78504,7801 N MAIN,MCALLEN,TX,78504,(956) 971-1125,(956) 632-2880,LAURA.CROUNSE@MCALLENISD.NET,,MRS LAURA CROUNSE   ,'EE-05,565,Active,2007-10-08,3/14/2015 5:35:16 AM,213,USCGeocoder,1,94,e936ac41-cbd9-4905-a958-8fa24ff20890,4.01,,26.273348,-98.223892,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108906,MCALLEN ISD,INDEPENDENT,2000 N 23RD ST,MCALLEN,TX,78501-2000,2000 N 23RD ST,MCALLEN,TX,78501-2000,(956) 618-6000,(956) 686-8362,james.ponce@mcallenisd.net,www.mcallenisd.org,DR JAMES PONCE   ,24692,'108906129,LUCILE HENDRICKS EL,REGULAR INSTRUCTIONAL,,3900 GOLDCREST,MCALLEN,TX,78504,3900 GOLDCREST,MCALLEN,TX,78504,(956) 971-1145,(956) 618-9726,SSALINAS@MCALLENISD.NET,,MRS SANDRA SALINAS   ,'EE-05,446,Active,2008-01-08,3/14/2015 5:35:16 AM,214,USCGeocoder,1,94,9b793ad9-31eb-435e-955b-8c2dda43bf2f,4.01,,26.260437,-98.254555,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108906,MCALLEN ISD,INDEPENDENT,2000 N 23RD ST,MCALLEN,TX,78501-2000,2000 N 23RD ST,MCALLEN,TX,78501-2000,(956) 618-6000,(956) 686-8362,james.ponce@mcallenisd.net,www.mcallenisd.org,DR JAMES PONCE   ,24692,'108906130,THIGPEN-ZAVALA EL,REGULAR INSTRUCTIONAL,,2500 GALVESTON AVE,MCALLEN,TX,78501,2500 GALVESTON AVE,MCALLEN,TX,78501,(956) 971-4353,(956) 618-7372,SONIA.CASAS@mcallenisd.net,,MRS SONIA CASAS   ,'EE-05,646,Active,06/29/2007,3/14/2015 5:35:16 AM,215,USCGeocoder,1,47,2c7e99ab-1e24-4c75-85ee-ae35138fb348,4.01,,26.200556,-98.249084,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108907,MERCEDES ISD,INDEPENDENT,P O BOX 419,MERCEDES,TX,78570-0419,206 W 6TH ST,MERCEDES,TX,78570-3504,(956) 514-2000,(956) 514-2032,daniel.trevino@misdtx.net,www.misdtx.net,DR DANIEL TREVINO JR   ,5769,'108907001,MERCEDES H S,REGULAR INSTRUCTIONAL,,1200 S FLORIDA,MERCEDES,TX,78570-3999,1200 S FLORIDA,MERCEDES,TX,78570-3999,(956) 514-2100,(956) 514-2111,patricia.masso@misdtx.net,www.misdtx.net,MR PATRICIA MASSO   ,'09-12,1115,Active, ,3/14/2015 5:35:16 AM,216,USCGeocoder,1,47,30534906-66f1-49b9-86ea-b1c031dee5ad,4.01,,26.1401168373,-97.9088777918,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,94.9704142012,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4436.11894329,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108907,MERCEDES ISD,INDEPENDENT,P O BOX 419,MERCEDES,TX,78570-0419,206 W 6TH ST,MERCEDES,TX,78570-3504,(956) 514-2000,(956) 514-2032,daniel.trevino@misdtx.net,www.misdtx.net,DR DANIEL TREVINO JR   ,5769,'108907002,MERCEDES ACADEMIC ACADEMY,ALTERNATIVE INSTRUCTIONAL,,P O BOX 419,MERCEDES,TX,78570-3137,719 S MILE 1 E,MERCEDES,TX,78570-3137,(956) 514-5076,(956) 514-2171,heather.garza@misdtx.net,www.misdtx.net,MRS HEATHER GARZA   ,'09-12,92,Active,12/15/1993,3/14/2015 5:35:16 AM,217,USCGeocoder,1,78,ad94ffa2-967f-41a1-97ab-d26ce8c75bb8,4.01,,26.148225,-97.894934,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108907,MERCEDES ISD,INDEPENDENT,P O BOX 419,MERCEDES,TX,78570-0419,206 W 6TH ST,MERCEDES,TX,78570-3504,(956) 514-2000,(956) 514-2032,daniel.trevino@misdtx.net,www.misdtx.net,DR DANIEL TREVINO JR   ,5769,'108907003,JJAEP-SOUTHWEST KEY PROGRAM,JJAEP INSTRUCTIONAL,,1313 S 18TH ST,EDINBURG,TX,78539-3563,1313 S 18TH ST,EDINBURG,TX,78539-3563,(956) 380-3837,(956) 380-3141,sylvia.carlin@misdtx.net,www.misdtx.net,    ,'04-12,-1,Active,1997-01-07,3/14/2015 5:35:16 AM,218,USCGeocoder,1,94,d3dc65d7-0d2f-4974-8252-5952d46f179f,4.01,,26.2884291671,-98.1566416569,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,94.0828402367,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4787.94104899,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108907,MERCEDES ISD,INDEPENDENT,P O BOX 419,MERCEDES,TX,78570-0419,206 W 6TH ST,MERCEDES,TX,78570-3504,(956) 514-2000,(956) 514-2032,daniel.trevino@misdtx.net,www.misdtx.net,DR DANIEL TREVINO JR   ,5769,'108907004,MERCEDES DAEP,DAEP INSTRUCTIONAL,,333 S OHIO ST,MERCEDES,TX,78570,333 S OHIO ST,MERCEDES,TX,78570,(956) 514-5076,(956) 514-2171,sylvia.carlin@misdtx.net,www.misdtx.net,MRS SYLVIA CARLIN   ,'02-12,-1,Active,2000-07-07,3/14/2015 5:35:16 AM,219,USCGeocoder,1,16,d31680c3-d5c1-447b-8d12-44ca07347353,4.01,,26.1482962492,-97.9125248484,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,925.06334722,Meters,2,Parcel,,,,,,,
'108,HIDALGO COUNTY,'01,'108907,MERCEDES ISD,INDEPENDENT,P O BOX 419,MERCEDES,TX,78570-0419,206 W 6TH ST,MERCEDES,TX,78570-3504,(956) 514-2000,(956) 514-2032,daniel.trevino@misdtx.net,www.misdtx.net,DR DANIEL TREVINO JR   ,5769,'108907006,MERCEDES EARLY COLLEGE ACADEMY,ALTERNATIVE INSTRUCTIONAL,,P O BOX 419,MERCEDES,TX,78570,837 S OHIO,MERCEDES,TX,78570,(956) 514-5180,(956) 514-2175,jeanne.venecia@misdtx.net,www.misdtx.net,MRS JEANNE VENECIA   ,'09-12,325,Active,08/24/2009,3/14/2015 5:35:16 AM,220,USCGeocoder,1,31,a1177685-08c3-4049-b4aa-49d3621732be,4.01,,26.1423448068,-97.9121682748,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4695.08504329,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108907,MERCEDES ISD,INDEPENDENT,P O BOX 419,MERCEDES,TX,78570-0419,206 W 6TH ST,MERCEDES,TX,78570-3504,(956) 514-2000,(956) 514-2032,daniel.trevino@misdtx.net,www.misdtx.net,DR DANIEL TREVINO JR   ,5769,'108907041,MERCEDES J H,REGULAR INSTRUCTIONAL,,P O BOX 419,MERCEDES,TX,78570-0419,1/2 MI S OF HWY 83 ON MI ONE E,MERCEDES,TX,78570-3599,(956) 514-2200,(956) 514-2233,orlando.rodriguez@misdtx.net,www.misdtx.net,MRS ORLANDO RODRIGUEZ   ,'07-08,880,Active, ,3/14/2015 5:35:16 AM,221,USCGeocoder,1,78,a73e9aa2-f773-43ec-9d2d-20fab264c308,4.01,,26.145518,-97.895547,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108907,MERCEDES ISD,INDEPENDENT,P O BOX 419,MERCEDES,TX,78570-0419,206 W 6TH ST,MERCEDES,TX,78570-3504,(956) 514-2000,(956) 514-2032,daniel.trevino@misdtx.net,www.misdtx.net,DR DANIEL TREVINO JR   ,5769,'108907102,TAYLOR EL,REGULAR INSTRUCTIONAL,,900 N MISSOURI AVE,MERCEDES,TX,78570-2329,900 N MISSOURI AVE,MERCEDES,TX,78570-2329,(956) 514-2388,(956) 514-2377,lisa.cantu@misdtx.net,www.misdtx.net,MR DAVID AGUIRRE   ,'01-05,558,Active, ,3/14/2015 5:35:16 AM,222,USCGeocoder,1,31,f6763187-a37e-4670-bc3c-236df8e6e132,4.01,,26.1429302497,-97.914258936,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,743.248404533,Meters,2,Parcel,,,,,,,
'108,HIDALGO COUNTY,'01,'108907,MERCEDES ISD,INDEPENDENT,P O BOX 419,MERCEDES,TX,78570-0419,206 W 6TH ST,MERCEDES,TX,78570-3504,(956) 514-2000,(956) 514-2032,daniel.trevino@misdtx.net,www.misdtx.net,DR DANIEL TREVINO JR   ,5769,'108907103,TRAVIS EL,REGULAR INSTRUCTIONAL,,1551 S GEORGIA AVE,MERCEDES,TX,78570-4103,1551 S GEORGIA AVE,MERCEDES,TX,78570-4103,(956) 514-2322,(956) 514-2326,mchacon@misdtx.net,www.misdtx.net,MR MIGUEL CHACON   ,'01-05,628,Active, ,3/14/2015 5:35:16 AM,223,USCGeocoder,1,16,38c05ace-e202-4b52-b58e-0f007ddf32bd,4.01,,26.1350725649,-97.9169156958,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4153.47371939,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108907,MERCEDES ISD,INDEPENDENT,P O BOX 419,MERCEDES,TX,78570-0419,206 W 6TH ST,MERCEDES,TX,78570-3504,(956) 514-2000,(956) 514-2032,daniel.trevino@misdtx.net,www.misdtx.net,DR DANIEL TREVINO JR   ,5769,'108907106,MERCEDES EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,,950 W SIXTH ST,MERCEDES,TX,78570,950 W SIXTH ST,MERCEDES,TX,78570,(956) 514-2344,(956) 514-2341,evangelina.gracia@misdtx.net,www.misdtx.net,MRS EVANGELINA GRACIA   ,'EE-KG,673,Active,05/24/2001,3/14/2015 5:35:16 AM,224,USCGeocoder,1,31,5f8d3d18-42fa-49c9-aaac-c4b7e0091cbf,4.01,,26.1457594779,-97.9199268578,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2648.742621,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108907,MERCEDES ISD,INDEPENDENT,P O BOX 419,MERCEDES,TX,78570-0419,206 W 6TH ST,MERCEDES,TX,78570-3504,(956) 514-2000,(956) 514-2032,daniel.trevino@misdtx.net,www.misdtx.net,DR DANIEL TREVINO JR   ,5769,'108907107,RUBEN HINOJOSA EL,REGULAR INSTRUCTIONAL,,500 S RIO RICO RD,MERCEDES,TX,78570,500 S RIO RICO RD,MERCEDES,TX,78570,(956) 512-2227,(956) 514-2292,michelle.guajardo@misdtx.net,www.misdtx.net,MRS MICHELLE GUAJARDO   ,'01-05,623,Active,2002-01-05,3/14/2015 5:35:16 AM,225,USCGeocoder,1,94,51267540-105c-44f2-b2e6-93be4ab5533a,4.01,,26.146443,-97.899753,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108907,MERCEDES ISD,INDEPENDENT,P O BOX 419,MERCEDES,TX,78570-0419,206 W 6TH ST,MERCEDES,TX,78570-3504,(956) 514-2000,(956) 514-2032,daniel.trevino@misdtx.net,www.misdtx.net,DR DANIEL TREVINO JR   ,5769,'108907108,JOHN F KENNEDY,REGULAR INSTRUCTIONAL,,P O BOX 419,MERCEDES,TX,78570-0419,837 S OHIO,MERCEDES,TX,78570-3504,(956) 514-2300,(956) 514-2311,rene.guajardo@misdtx.net,www.misdtx.net,MR RENE GUAJARDO   ,'06,398,Active,05/20/2004,3/14/2015 5:35:16 AM,226,USCGeocoder,1,16,84a8940b-e1a6-4feb-9161-8e5b86d8f12c,4.01,,26.1423448068,-97.9121682748,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4695.08504329,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108907,MERCEDES ISD,INDEPENDENT,P O BOX 419,MERCEDES,TX,78570-0419,206 W 6TH ST,MERCEDES,TX,78570-3504,(956) 514-2000,(956) 514-2032,daniel.trevino@misdtx.net,www.misdtx.net,DR DANIEL TREVINO JR   ,5769,'108907109,NORTH EL,REGULAR INSTRUCTIONAL,,2528 N FM 491,MERCEDES,TX,78570-0419,2528 N FM 491,MERCEDES,TX,78570-0419,(956) 514-2300,(956) 514-5032,elva.rivera@misdtx.net,www.misdtx.net,MRS ELVA RIVERA   ,'01-05,460,Active,08/24/2009,3/14/2015 5:35:16 AM,227,USCGeocoder,1,78,da956119-9ba6-4cc1-96e1-9347d2e6a921,4.01,,26.179424,-97.91181,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108908,MISSION CISD,INDEPENDENT,1201 BRYCE DR,MISSION,TX,78572-4399,1201 BRYCE DR,MISSION,TX,78572-4399,(956) 323-5500,(956) 323-5634,missioncisd@mcisd.org,www.mcisd.net,MR RICARDO LOPEZ   ,15396,'108908001,MISSION H S,REGULAR INSTRUCTIONAL,,1201 BRYCE DR,MISSION,TX,78572-4399,1802 W 18TH ST,MISSION,TX,78572-2799,(956) 323-5700,(956) 323-5890,Eflores2@mcisd.org,,EDILBERTO FLORES   ,'09-12,1909,Active, ,3/14/2015 5:35:16 AM,228,USCGeocoder,1,94,adfc782d-271d-4ef5-99c0-aa56b211306d,4.01,,26.2261668655,-98.34317062,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2181.38538439,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108908,MISSION CISD,INDEPENDENT,1201 BRYCE DR,MISSION,TX,78572-4399,1201 BRYCE DR,MISSION,TX,78572-4399,(956) 323-5500,(956) 323-5634,missioncisd@mcisd.org,www.mcisd.net,MR RICARDO LOPEZ   ,15396,'108908002,VETERANS MEMORIAL H S,REGULAR INSTRUCTIONAL,,1201 BRYCE DR,MISSION,TX,78572-4399,700 E TWO MILE RD,MISSION,TX,78574,(956) 323-3000,(956) 323-3280,avgarc44@mcisd.org,,ANGELINA GARCIA   ,'09-12,1849,Active,06/29/1990,3/14/2015 5:35:16 AM,229,USCGeocoder,1,78,13e0b4cb-6d30-4acf-8bb1-aefc741e5713,4.01,,26.241058,-98.315366,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
'108,HIDALGO COUNTY,'01,'108908,MISSION CISD,INDEPENDENT,1201 BRYCE DR,MISSION,TX,78572-4399,1201 BRYCE DR,MISSION,TX,78572-4399,(956) 323-5500,(956) 323-5634,missioncisd@mcisd.org,www.mcisd.net,MR RICARDO LOPEZ   ,15396,'108908003,MISSION OPTIONS ACADEMY,ALTERNATIVE INSTRUCTIONAL,,1201 BRYCE DR,MISSION,TX,78572,407 E 3RD,MISSION,TX,78572,(956) 323-3960,(956) 323-8223,jmjimene@mcisd.org,,JUAN JIMENEZ   ,'09-12,146,Active,2011-03-08,3/14/2015 5:35:16 AM,230,USCGeocoder,1,94,d6a49add-d1f8-46d6-8ec9-c11efece82d9,4.01,,26.208183871,-98.3234172067,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2598.80229658,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108908,MISSION CISD,INDEPENDENT,1201 BRYCE DR,MISSION,TX,78572-4399,1201 BRYCE DR,MISSION,TX,78572-4399,(956) 323-5500,(956) 323-5634,missioncisd@mcisd.org,www.mcisd.net,MR RICARDO LOPEZ   ,15396,'108908004,MISSION COLLEGIATE H S,REGULAR INSTRUCTIONAL,,1201 BRYCE DR,MISSION,TX,78572,1201 BRYCE DR,MISSION,TX,78572,(956) 323-6120, ,OFarias@mcisd.org,,ORLANDO FARIAS   ,'09-12,323,Active,2012-08-08,3/14/2015 5:35:16 AM,231,USCGeocoder,1,47,eb6531bd-5d0e-4ecb-b2bf-b0e63e5b83c3,4.01,,26.2176896282,-98.3110861039,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4262.76857777,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108908,MISSION CISD,INDEPENDENT,1201 BRYCE DR,MISSION,TX,78572-4399,1201 BRYCE DR,MISSION,TX,78572-4399,(956) 323-5500,(956) 323-5634,missioncisd@mcisd.org,www.mcisd.net,MR RICARDO LOPEZ   ,15396,'108908038,HIDALGO CO J J A E P,JJAEP INSTRUCTIONAL,,1201 BRYCE DR,MISSION,TX,78572-4399,1201 BRYCE DR,MISSION,TX,78572-4399, , ,,,    ,'05-12,-1,Active,1996-01-08,3/14/2015 5:35:16 AM,232,USCGeocoder,1,0,8c516d20-b1fa-43e6-b009-a392f4136d53,4.01,,26.2176896282,-98.3110861039,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4262.76857777,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108908,MISSION CISD,INDEPENDENT,1201 BRYCE DR,MISSION,TX,78572-4399,1201 BRYCE DR,MISSION,TX,78572-4399,(956) 323-5500,(956) 323-5634,missioncisd@mcisd.org,www.mcisd.net,MR RICARDO LOPEZ   ,15396,'108908039,ROOSEVELT ALTERNATIVE SCHOOL,DAEP INSTRUCTIONAL,,1201 BRYCE DR,MISSION,TX,78572-4399,407 E 3RD ST,MISSION,TX,78572-9999,(956) 323-3900,(956) 323-3925,Ejalan94@mcisd.org,,MR EDUARDO ALANIZ   ,'KG-12,-1,Active,1987-04-08,3/14/2015 5:35:16 AM,233,USCGeocoder,1,47,d5c1cac5-02a0-49cd-898a-865d79a689ec,4.01,,26.208183871,-98.3234172067,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2598.80229658,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108908,MISSION CISD,INDEPENDENT,1201 BRYCE DR,MISSION,TX,78572-4399,1201 BRYCE DR,MISSION,TX,78572-4399,(956) 323-5500,(956) 323-5634,missioncisd@mcisd.org,www.mcisd.net,MR RICARDO LOPEZ   ,15396,'108908041,MISSION J H,REGULAR INSTRUCTIONAL,,1201 BRYCE DR,MISSION,TX,78572-4399,415 E 14TH ST,MISSION,TX,78572-9999,(956) 323-3300,(956) 323-3338,rasanchez@mcisd.org,,ADA CASTILLO   ,'06-08,920,Active, ,3/14/2015 5:35:16 AM,234,USCGeocoder,1,94,1688e27d-5da7-4acb-ae19-2a6bc2405285,4.01,,26.2194557657,-98.3214095606,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2602.18583496,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108908,MISSION CISD,INDEPENDENT,1201 BRYCE DR,MISSION,TX,78572-4399,1201 BRYCE DR,MISSION,TX,78572-4399,(956) 323-5500,(956) 323-5634,missioncisd@mcisd.org,www.mcisd.net,MR RICARDO LOPEZ   ,15396,'108908042,WHITE J H,REGULAR INSTRUCTIONAL,,1201 BRYCE DR,MISSION,TX,78572-4399,1101 W GRIFFIN PKWY,MISSION,TX,78572-2220,(956) 323-3600,(956) 323-3631,Bkbeta12@Mcisd.Org,,MRS BRENDA K BETANCOURT   ,'06-08,877,Active,07/20/1988,3/14/2015 5:35:16 AM,235,USCGeocoder,1,0,c6266b4a-ebea-4f0d-b957-46050ec582dd,4.01,,26.2312809278,-98.3357899481,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4325.48386829,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108908,MISSION CISD,INDEPENDENT,1201 BRYCE DR,MISSION,TX,78572-4399,1201 BRYCE DR,MISSION,TX,78572-4399,(956) 323-5500,(956) 323-5634,missioncisd@mcisd.org,www.mcisd.net,MR RICARDO LOPEZ   ,15396,'108908043,ALTON MEMORIAL JR HIGH,REGULAR INSTRUCTIONAL,,1201 BRYCE DR,MISSION,TX,78572,521 S LOS EBANOS BLVD,ALTON,TX,78573,(956) 323-5000,(956) 323-5045,sgarci21@mcisd.org,,SYLVIA GARCIA   ,'06-08,919,Active,2002-01-11,3/14/2015 5:35:16 AM,236,USCGeocoder,1,47,ebc016ee-bc2a-4365-b25e-c03571198297,4.01,,26.2933897291,-98.3290537273,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.9230769231,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,9278.36233902,Meters,3,StreetSegmentInterpolation,,,,,,,
'108,HIDALGO COUNTY,'01,'108908,MISSION CISD,INDEPENDENT,1201 BRYCE DR,MISSION,TX,78572-4399,1201 BRYCE DR,MISSION,TX,78572-4399,(956) 323-5500,(956) 323-5634,missioncisd@mcisd.org,www.mcisd.net,MR RICARDO LOPEZ   ,15396,'108908044,RAFAEL A CANTU J H,REGULAR INSTRUCTIONAL,,1201 BRYCE DR,MISSION,TX,78572,5101 N STEWART RD,PALMHURST,TX,78573,(956) 323-7800,(956) 323-7880,ALFLOR75@MCISD.ORG,,ANA LISA FLORES   ,'06-08,746,Active,2008-06-08,3/14/2015 5:35:16 AM,237,USCGeocoder,1,31,8d71a9c9-c379-4f8a-a081-a8b3316127b1,4.01,,26.266441,-98.294316,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,ManuallyChangedByAndreM,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid,,,,,,,
