CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_gb9259_output_09_gm,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910042,NORTH SHORE MIDDLE,REGULAR INSTRUCTIONAL,,120 CASTLEGORY,HOUSTON,TX,77015-2998,120 CASTLEGORY,HOUSTON,TX,77015-2998,(832) 386-2600,(832) 386-2643,pdrexler@galenaparkisd.com,www.galenaparkisd.com,MR BRETT LALOR   ,'07-08,1357,Active, ,2015-03-14T05:35:13,242,USCGeocoder,1,31,6e8e3d86-be4c-471a-b1f8-a15fb8dac8f5,4.01,,29.8025733375,-95.1734430284,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.9408284024,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2111.82943074,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910043,WOODLAND ACRES MIDDLE,REGULAR INSTRUCTIONAL,,12947 MYRTLE LN,HOUSTON,TX,77015-6353,12947 MYRTLE LN,HOUSTON,TX,77015-6300,(832) 386-4700,(832) 386-4701,lramirez@galenaparkisd.com,www.galenaparkisd.com,MR LEE RAMIREZ   ,'06-08,463,Active, ,2015-03-14T05:35:13,243,USCGeocoder,1,31,e4d3734b-adb9-45a0-b018-d5cf02898d89,4.01,,29.7630698793,-95.1999817522,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4301.28079586,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910044,CUNNINGHAM MIDDLE,REGULAR INSTRUCTIONAL,,14110 WALLISVILLE RD,HOUSTON,TX,77049-4031,14110 WALLISVILLE RD,HOUSTON,TX,77049-4031,(832) 386-4470,(832) 386-4471,jmay@galenaparkisd.com,www.galenaparkisd.com,DAVID PIERSON   ,'07-08,1014,Active, ,2015-03-14T05:35:13,244,USCGeocoder,1,31,4e945a85-9586-44bf-ba0d-158251610c2f,4.01,,29.8034482751,-95.2001047961,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,199104.171552,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910045,COBB 6TH GRADE CAMPUS,REGULAR INSTRUCTIONAL,,6722 UVALDE,HOUSTON,TX,77049,6722 UVALDE,HOUSTON,TX,77049,(832) 386-2100,(832) 386-2101,avancourt@galenaparkisd.com,www.galenaparkisd.com,MS ANEKA VANCOURT   ,'06,1110,Active,1997-07-01,2015-03-14T05:35:13,245,USCGeocoder,1,31,93da3786-8aee-4a5a-9572-fa6f996e2a3a,4.01,,29.8213979162,-95.1804027518,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,135166.866391,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910101,CIMARRON EL,REGULAR INSTRUCTIONAL,,816 CIMARRON,HOUSTON,TX,77015-4308,816 CIMARRON,HOUSTON,TX,77015-4308,(713) 450-8100,(713) 450-8104,gvasquez@galenaparkisd.com,www.galenaparkisd.com,MS CYNTHIA GALAVIZ   ,'EE-05,835,Active, ,2015-03-14T05:35:13,246,USCGeocoder,1,0,9471bbd7-a52a-4528-b814-d3181a5616c2,4.01,,29.7813030784,-95.1912597619,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2378.33076801,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910102,CLOVERLEAF EL,REGULAR INSTRUCTIONAL,,1035 FRANKIE,HOUSTON,TX,77015-5180,1035 FRANKIE,HOUSTON,TX,77015-5180,(832) 386-3200,(832) 386-3201,lbrown@galenaparkisd.com,www.galenaparkisd.com,LEE BROWN   ,'EE-05,893,Active, ,2015-03-14T05:35:13,247,USCGeocoder,1,31,311c156c-c2d9-4074-966a-744c137306b5,4.01,,29.7766328361,-95.1758677869,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.9408284024,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2069.84785793,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910104,GALENA PARK EL,REGULAR INSTRUCTIONAL,,401 N MAIN,GALENA PARK,TX,77547-3258,401 N MAIN,GALENA PARK,TX,77547-3258,(832) 386-1670,(832) 386-1692,llyles@galenaparkisd.com,www.galenaparkisd.com,MR LANCE LYLES   ,'EE-05,677,Active, ,2015-03-14T05:35:13,248,USCGeocoder,1,0,c84e1dd9-3326-456f-a287-359bfe26f65f,4.01,,29.7350134149,-95.2395984052,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,93.0769230769,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,8316.66892982,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910105,GREEN VALLEY EL,REGULAR INSTRUCTIONAL,,13350 WOODFOREST BLVD,HOUSTON,TX,77015-4944,13350 WOODFOREST BLVD,HOUSTON,TX,77015-4944,(832) 386-4390,(832) 386-1692,gdevost@galenaparkisd.com,www.galenaparkisd.com,MS GRACE DEVOST   ,'EE-05,774,Active, ,2015-03-14T05:35:13,249,USCGeocoder,1,31,63c000b2-c9a8-4058-9d86-69fef9cd71bb,4.01,,29.7920096857,-95.1880059424,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,99.899408284,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,913.147691805,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910106,JACINTO CITY EL,REGULAR INSTRUCTIONAL,,10910 WIGGINS,HOUSTON,TX,77029-2893,10910 WIGGINS,HOUSTON,TX,77029-2893,(832) 386-4600,(832) 386-4601,rgardea@galenaparkisd.com,www.galenaparkisd.com,MS REBECCA GARDEA   ,'EE-05,832,Active, ,2015-03-14T05:35:13,250,USCGeocoder,1,16,c22675f7-0e66-4648-bfdc-c3e9cb2e649d,4.01,,29.7653076453,-95.236545593,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,28453.1239427,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910107,MACARTHUR EL,REGULAR INSTRUCTIONAL,,1801 N MAIN,GALENA PARK,TX,77547-2339,1801 N MAIN,GALENA PARK,TX,77547-2339,(832) 386-4630,(832) 386-4631,leubanks@galenaparkisd.com,www.galenaparkisd.com,MS LECIA EUBANKS   ,'EE-05,717,Active, ,2015-03-14T05:35:13,251,USCGeocoder,1,16,3b4ab464-2953-4967-8434-915e86d40b7b,4.01,,29.7445367649,-95.2396983166,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,4786.90251344,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910108,NORTH SHORE EL,REGULAR INSTRUCTIONAL,,14310 DUNCANNON,HOUSTON,TX,77015-2514,14310 DUNCANNON,HOUSTON,TX,77015-2514,(832) 386-4660,(832) 386-4661,eperez@galenaparkisd.com,www.galenaparkisd.com,MS ESMERALDA PEREZ   ,'EE-05,938,Active, ,2015-03-14T05:35:13,252,USCGeocoder,1,16,c77554bf-ea79-4b62-b235-0e32298c0138,4.01,,29.7928307033,-95.1697058008,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.9408284024,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2329.98059292,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910109,PYBURN EL,REGULAR INSTRUCTIONAL,,12302 COULSON,HOUSTON,TX,77015-6104,12302 COULSON,HOUSTON,TX,77015-6104,(832) 386-3150,(832) 386-3168,crivera@galenaparkisd.com,www.galenaparkisd.com,MS CONRAD RIVERA   ,'EE-05,698,Active, ,2015-03-14T05:35:13,253,USCGeocoder,1,0,2aac4b61-4118-4dc4-8d51-fba538a89383,4.01,,29.7623569744,-95.219690435,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,831.863496528,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910110,WOODLAND ACRES EL,REGULAR INSTRUCTIONAL,,12936 SARAH LN,HOUSTON,TX,77015-6360,12936 SARAH LN,HOUSTON,TX,77015-6360,(832) 386-2220,(832) 386-2221,bbenavides@galenaparkisd.com,www.galenaparkisd.com,MS BIANCA BENAVIDES   ,'EE-05,432,Active, ,2015-03-14T05:35:13,254,USCGeocoder,1,63,bb52a5e3-66c2-4973-99d8-0a01dbc3b69a,4.01,,29.765104,-95.20038,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910111,TICE EL,REGULAR INSTRUCTIONAL,,14120 WALLISVILLE,HOUSTON,TX,77049-4031,14120 WALLISVILLE,HOUSTON,TX,77049-4031,(832) 386-4050,(832) 386-4053,acole@galenaparkisd.com,www.galenaparkisd.com,MS AMY COLE   ,'EE-05,739,Active,1979-07-25,2015-03-14T05:35:13,255,USCGeocoder,1,31,70e92e8c-9f80-427c-8b32-d3e0060e6b62,4.01,,29.8059897042,-95.2019445592,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,1039.28419948,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910112,PURPLE SAGE EL,REGULAR INSTRUCTIONAL,,6500 PURPLE SAGE BLVD,HOUSTON,TX,77049-3800,6500 PURPLE SAGE BLVD,HOUSTON,TX,77049-3800,(832) 386-3100,(832) 386-3106,rblount@galenaparkisd.com,www.galenaparkisd.com,MS ROBIN BLOUNT   ,'EE-05,515,Active,1990-07-01,2015-03-14T05:35:13,256,USCGeocoder,1,0,a6cb0a7b-6270-4fb6-a29b-0f7ab797849c,4.01,,29.818581504,-95.193116487,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,42179.9398593,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910113,JAMES B HAVARD EL,REGULAR INSTRUCTIONAL,,15150 WALLISVILLE RD,HOUSTON,TX,77049-4620,15150 WALLISVILLE RD,HOUSTON,TX,77049-4620,(832) 386-3710,(832) 386-3711,tgouard@galenaparkisd.com,www.galenaparkisd.com,MS TOSHIA GOUARD   ,'EE-05,690,Active,1996-07-01,2015-03-14T05:35:13,257,USCGeocoder,1,31,e04a20f5-8352-4f7e-b948-f73022e596fc,4.01,,29.8081266634,-95.1654487209,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,99.899408284,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,5641.55510005,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910114,NORMANDY CROSSING EL,REGULAR INSTRUCTIONAL,,12500 NORMANDY CROSSING DR,HOUSTON,TX,77015,12500 NORMANDY CROSSING DR,HOUSTON,TX,77015,(832) 386-1600,(832) 386-1642,dpierson@galenaparkisd.com,www.galenaparkisd.com,MR DAVID PIERSON   ,'EE-05,668,Active,2003-02-20,2015-03-14T05:35:13,258,USCGeocoder,1,0,91f1db07-a3fd-452b-afb3-62146ce57da9,4.01,,29.7810759593,-95.2098235444,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,115801.461011,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910115,DR SHIRLEY J WILLIAMSON EL,REGULAR INSTRUCTIONAL,,6720 NEW FOREST PKWY,HOUSTON,TX,77049,6720 NEW FOREST PKWY,HOUSTON,TX,77049,(832) 386-4000,(832) 386-4025,sperry@galenaparkisd.com,www.galenaparkisd.com,MS STEFANIE PERRY   ,'EE-05,711,Active,2005-10-12,2015-03-14T05:35:13,259,USCGeocoder,1,47,ae02bf9c-907b-4c4c-b8ed-b28926b2e7ef,4.01,,29.821358,-95.176782,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'101,HARRIS COUNTY,'04,'101910,GALENA PARK ISD,INDEPENDENT,P O BOX 565,GALENA PARK,TX,77547,14705 WOODFOREST BLVD,HOUSTON,TX,77015,(832) 386-1000,(832) 386-1298,lalor@galenaparkisd.com,www.galenaparkisd.com,DR ANGI WILLIAMS   ,22725,'101910116,SAM HOUSTON EL,REGULAR INSTRUCTIONAL,,4101 E SAM HOUSTON PKWY N,HOUSTON,TX,77015,4101 E SAM HOUSTON PKWY N,HOUSTON,TX,77015,(832) 386-4430,(832) 386-4431,mcavazos@galenaparkisd.com,www.galenaparkisd.com,MS MICHELLE CAVAZOS   ,'EE-05,875,Active,2007-08-10,2015-03-14T05:35:13,260,USCGeocoder,1,47,5f976c5a-b556-48d1-aaa2-faf0e2947a64,4.01,,29.785235,-95.16048,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'101,HARRIS COUNTY,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,P O BOX 30,BAYTOWN,TX,77522-0030,4544 INTERSTATE 10 E,BAYTOWN,TX,77521,(281) 420-4842,(281) 420-4815,randal.obrien@gccisd.net,www.gccisd.net,MR RANDAL O'BRIEN   ,23169,'101911002,LEE H S,REGULAR INSTRUCTIONAL,,P O BOX 30,BAYTOWN,TX,77522-0030,1809 MARKET ST,BAYTOWN,TX,77520-6543,(281) 420-4535,(281) 420-4548,galynd@gccisd.net,,GREG LYND   ,'09-12,1414,Active, ,2015-03-14T05:35:13,261,USCGeocoder,1,31,45411fcb-8752-4ca7-8710-0f450820b914,4.01,,29.7294877455,-94.9856534106,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,7588.6299966,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,P O BOX 30,BAYTOWN,TX,77522-0030,4544 INTERSTATE 10 E,BAYTOWN,TX,77521,(281) 420-4842,(281) 420-4815,randal.obrien@gccisd.net,www.gccisd.net,MR RANDAL O'BRIEN   ,23169,'101911003,STERLING H S,REGULAR INSTRUCTIONAL,,P O BOX 30,BAYTOWN,TX,77522-0030,300 W BAKER RD,BAYTOWN,TX,77521-2301,(281) 420-4500,(281) 420-4974,kdfoxworth@gccisd.net,,KEVIN FOXWORTH   ,'09-12,2425,Active, ,2015-03-14T05:35:13,262,USCGeocoder,1,31,096173de-9681-4272-b6bb-cdc1c134337d,4.01,,29.7694927968,-95.0056139129,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,80830.8687568,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,P O BOX 30,BAYTOWN,TX,77522-0030,4544 INTERSTATE 10 E,BAYTOWN,TX,77521,(281) 420-4842,(281) 420-4815,randal.obrien@gccisd.net,www.gccisd.net,MR RANDAL O'BRIEN   ,23169,'101911005,PETER E HYLAND CENTER,ALTERNATIVE INSTRUCTIONAL,,P O BOX 30,BAYTOWN,TX,77522-0030,4026 DECKER DR,BAYTOWN,TX,77520-1649,(281) 420-4555,(281) 420-4558,myverdun@gccisd.net,,MS MICHELLE VERDUN   ,'08-12,167,Active,1987-07-15,2015-03-14T05:35:13,263,USCGeocoder,1,0,b119fee2-71c8-4652-a1ba-aa3b3f40eeb0,4.01,,29.7668084793,-95.0098342929,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4635.23927658,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,P O BOX 30,BAYTOWN,TX,77522-0030,4544 INTERSTATE 10 E,BAYTOWN,TX,77521,(281) 420-4842,(281) 420-4815,randal.obrien@gccisd.net,www.gccisd.net,MR RANDAL O'BRIEN   ,23169,'101911006,POINT ALTERNATIVE CENTER,DAEP INSTRUCTIONAL,,P O BOX 30,BAYTOWN,TX,77522-0030,4026 1/2 DECKER DR,BAYTOWN,TX,77520-1649,(281) 420-4630,(281) 420-4629,gcallen@gccisd.net,,MR GARY ALLEN   ,'06-12,54,Active,1987-07-01,2015-03-14T05:35:13,264,USCGeocoder,1,16,54c20f2b-e8c8-4123-9b4e-4e0c07961e6b,4.01,,29.7668084793,-95.0098342929,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,4635.23927658,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,P O BOX 30,BAYTOWN,TX,77522-0030,4544 INTERSTATE 10 E,BAYTOWN,TX,77521,(281) 420-4842,(281) 420-4815,randal.obrien@gccisd.net,www.gccisd.net,MR RANDAL O'BRIEN   ,23169,'101911012,HIGH POINT SCHOOL,DAEP INSTRUCTIONAL,,P O BOX 30,BAYTOWN,TX,77522-0030,4544 INTERSTATE 10 E,BAYTOWN,TX,77521-8881, , ,,,    ,'06-12,12,Active,1998-07-01,2015-03-14T05:35:13,265,USCGeocoder,1,125,89e68752-cce9-4d6a-8190-a38a3dcd81b5,4.01,,29.802577,-94.98958,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'101,HARRIS COUNTY,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,P O BOX 30,BAYTOWN,TX,77522-0030,4544 INTERSTATE 10 E,BAYTOWN,TX,77521,(281) 420-4842,(281) 420-4815,randal.obrien@gccisd.net,www.gccisd.net,MR RANDAL O'BRIEN   ,23169,'101911014,EXCEL ACADEMY (MURWORTH),JJAEP INSTRUCTIONAL,,2515 MURWORTH,HOUSTON,TX,77054,2515 MURWORTH,HOUSTON,TX,77054,(713) 669-9712,(713) 669-0788,Rhonda.walker@hcjpd.hctx.net,,    ,'01-12,6,Active,2000-05-01,2015-03-14T05:35:13,266,USCGeocoder,1,47,a573dc8a-f3c7-4fb7-879b-00619c6fa031,4.01,,29.684494,-95.416346,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'101,HARRIS COUNTY,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,P O BOX 30,BAYTOWN,TX,77522-0030,4544 INTERSTATE 10 E,BAYTOWN,TX,77521,(281) 420-4842,(281) 420-4815,randal.obrien@gccisd.net,www.gccisd.net,MR RANDAL O'BRIEN   ,23169,'101911015,GOOSE CREEK MEMORIAL,REGULAR INSTRUCTIONAL,,P O BOX 30,BAYTOWN,TX,77522,6001 E WALLISVILLE RD,BAYTOWN,TX,77521-6533,(281) 421-4400,(281) 421-4444,susan.jackson@gccisd.net,,SUSAN JACKSON   ,'09-12,1970,Active,2008-06-03,2015-03-14T05:35:13,267,USCGeocoder,1,47,87a88562-bcd0-4ee5-97eb-eff5cef5eba9,4.01,,29.823692,-94.97095,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
