CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_etimms_output_14_et,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'178,NUECES COUNTY,'02,'178909,ROBSTOWN ISD,INDEPENDENT,801 N 1ST ST,ROBSTOWN,TX,78380-2608,801 N 1ST ST,ROBSTOWN,TX,78380-2608,(361) 767-6600 ext:2000,(361) 387-6311,irma.padilla@robstownisd.org,www.robstownisd.org/,DR MARIA VIDAURRI   ,2887,'178909108,HATTIE MARTIN EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,,701 N FIRST ST,ROBSTOWN,TX,78380,701 N FIRST ST,ROBSTOWN,TX,78380,(361) 767-6600 ext:2222,(361) 387-2740,information.technology@robstownisd.org,robstownisd.org,MRS BELINDA ALANIZ   ,'EE-KG,197,Active,2014-06-25,2015-03-14T05:35:22,282,USCGeocoder,78,1,4.01,,39f3785f-32df-470d-b07f-4255f0a16aa7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2711.08181216,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.7971078132,-97.6679829313,Exact
'178,NUECES COUNTY,'02,'178912,TULOSO-MIDWAY ISD,INDEPENDENT,P O BOX 10900,CORPUS CHRISTI,TX,78460-0900,9760 LA BRANCH,CORPUS CHRISTI,TX,78460-0900,(361) 903-6400,(361) 241-1554,snelson@tmisd.us,www.tmisd.us/,DR SUE NELSON   ,3884,'178912001,TULOSO-MIDWAY H S,REGULAR INSTRUCTIONAL,,P O BOX 10900,CORPUS CHRISTI,TX,78460-0900,2653 MCKINZIE,CORPUS CHRISTI,TX,78410-0900,(361) 903-6700,(361) 241-4258,abartosh@tmisd.us,www.tmisd.us,MS ANN BARTOSH   ,'09-12,1144,Active, ,2015-03-14T05:35:22,283,USCGeocoder,16,1,4.01,,485b325d-1a66-4a7d-aa41-ee80f10df9db,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2846.34186896,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.829785677,-97.5726253794,Relaxed;Soundex
'178,NUECES COUNTY,'02,'178912,TULOSO-MIDWAY ISD,INDEPENDENT,P O BOX 10900,CORPUS CHRISTI,TX,78460-0900,9760 LA BRANCH,CORPUS CHRISTI,TX,78460-0900,(361) 903-6400,(361) 241-1554,snelson@tmisd.us,www.tmisd.us/,DR SUE NELSON   ,3884,'178912002,TULOSO-MIDWAY ACADEMIC CAREER CENTER,ALTERNATIVE INSTRUCTIONAL,,P O BOX 10900,CORPUS CHRISTI,TX,78460-0900,7601 LEOPARD,CORPUS CHRISTI,TX,78409-0900,(361) 903-6450,(361) 289-5642,,,MRS MELODIE R MCCLARREN   ,'09-12,-1,Active,1993-07-01,2015-03-14T05:35:22,284,USCGeocoder,0,1,4.01,,390abb39-d79b-4a0d-b770-95f179ec8676,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7259.77823574,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.8119026217,-97.5137644758,Relaxed
'178,NUECES COUNTY,'02,'178912,TULOSO-MIDWAY ISD,INDEPENDENT,P O BOX 10900,CORPUS CHRISTI,TX,78460-0900,9760 LA BRANCH,CORPUS CHRISTI,TX,78460-0900,(361) 903-6400,(361) 241-1554,snelson@tmisd.us,www.tmisd.us/,DR SUE NELSON   ,3884,'178912003,NUECES CO J J A E P,JJAEP INSTRUCTIONAL,,P O BOX 10900,CORPUS CHRISTI,TX,78460-0900,9760 LA BRANCH,CORPUS CHRISTI,TX,78460-0900, , ,,,    ,'06-12,-1,Active,1998-07-01,2015-03-14T05:35:22,285,USCGeocoder,47,1,4.01,,82b67b65-8eea-429d-ab59-930a27afbf6d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10441.7906624,LinearInterpolationAddressRange,StreetSegment,89.0532544379,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.8305530824,-97.5553126443,Relaxed
'178,NUECES COUNTY,'02,'178912,TULOSO-MIDWAY ISD,INDEPENDENT,P O BOX 10900,CORPUS CHRISTI,TX,78460-0900,9760 LA BRANCH,CORPUS CHRISTI,TX,78460-0900,(361) 903-6400,(361) 241-1554,snelson@tmisd.us,www.tmisd.us/,DR SUE NELSON   ,3884,'178912041,TULOSO-MIDWAY MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 10900,CORPUS CHRISTI,TX,78460-0900,9760 LA BRANCH,CORPUS CHRISTI,TX,78410-0900,(512) 903-6600,(512) 241-9829,twalker@tmisd.us,,MR THOMAS WALKER   ,'06-08,930,Active, ,2015-03-14T05:35:22,286,USCGeocoder,16,1,4.01,,f2e5770d-ccd4-43b2-840f-5b580e7839b3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10441.7906624,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.8305530824,-97.5553126443,Relaxed
'178,NUECES COUNTY,'02,'178912,TULOSO-MIDWAY ISD,INDEPENDENT,P O BOX 10900,CORPUS CHRISTI,TX,78460-0900,9760 LA BRANCH,CORPUS CHRISTI,TX,78460-0900,(361) 903-6400,(361) 241-1554,snelson@tmisd.us,www.tmisd.us/,DR SUE NELSON   ,3884,'178912101,TULOSO-MIDWAY PRI,REGULAR INSTRUCTIONAL,,P O BOX 10900,CORPUS CHRISTI,TX,78460-0900,3125 DEER RUN,CORPUS CHRISTI,TX,78409-0900,(361) 903-6500,(361) 241-5617,chorne@tmisd.us,,MR DAVID CALK   ,'KG-03,1112,Active,1987-10-21,2015-03-14T05:35:22,287,USCGeocoder,78,1,4.01,,2315849d-9899-4c19-9bb1-ddbf14d9682b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.841576,-97.568261,Exact
'178,NUECES COUNTY,'02,'178912,TULOSO-MIDWAY ISD,INDEPENDENT,P O BOX 10900,CORPUS CHRISTI,TX,78460-0900,9760 LA BRANCH,CORPUS CHRISTI,TX,78460-0900,(361) 903-6400,(361) 241-1554,snelson@tmisd.us,www.tmisd.us/,DR SUE NELSON   ,3884,'178912104,TULOSO-MIDWAY INT,REGULAR INSTRUCTIONAL,,P O BOX 10900,CORPUS CHRISTI,TX,78460-0900,1921 OVERLAND TRL,CORPUS CHRISTI,TX,78409-0900,(361) 903-6550,(361) 241-5617,amorales@tmisd.us,,MRS AYME MORALES   ,'EE-PK 04-05,667,Active, ,2015-03-14T05:35:22,288,USCGeocoder,31,1,4.01,,e88763e9-7e60-404c-bca0-e998b2e3837b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.818516,-97.550591,Exact
'178,NUECES COUNTY,'02,'178913,BANQUETE ISD,INDEPENDENT,P O BOX 369,BANQUETE,TX,78339-0369,4339 FOURTH ST,BANQUETE,TX,78339-0369,(361) 387-2551,(361) 387-7188,mthompson@banqueteisd.esc2.net,www.banqueteisd.net/,DR MAX THOMPSON   ,912,'178913001,BANQUETE H S,REGULAR INSTRUCTIONAL,,P O BOX 369,BANQUETE,TX,78339-0369,5519 HWY 44,BANQUETE,TX,78339-0369,(361) 387-8588,(361) 767-6504,nmooney@banqueteisd.esc2.net,,NANCY MOONEY   ,'09-12,295,Active, ,2015-03-14T05:35:22,289,USCGeocoder,63,1,4.01,,d1aa4a41-c885-4fee-a0d0-bea7d2abdee4,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.80826,-97.79101,Exact
'178,NUECES COUNTY,'02,'178913,BANQUETE ISD,INDEPENDENT,P O BOX 369,BANQUETE,TX,78339-0369,4339 FOURTH ST,BANQUETE,TX,78339-0369,(361) 387-2551,(361) 387-7188,mthompson@banqueteisd.esc2.net,www.banqueteisd.net/,DR MAX THOMPSON   ,912,'178913002,BANQUETE JJAEP,JJAEP INSTRUCTIONAL,,P O BOX 369,BANQUETE,TX,78339-0369,801 LEOPARD ST,CORPUS CHRISTI,TX,78401-2421, , ,,,    ,'06-12,0,Active,2003-06-09,2015-03-14T05:35:22,290,USCGeocoder,109,1,4.01,,6346cc35-5af7-40a6-9235-2faf4759b5e1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2482.88831447,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.7962218459,-97.3985668608,Exact
'178,NUECES COUNTY,'02,'178913,BANQUETE ISD,INDEPENDENT,P O BOX 369,BANQUETE,TX,78339-0369,4339 FOURTH ST,BANQUETE,TX,78339-0369,(361) 387-2551,(361) 387-7188,mthompson@banqueteisd.esc2.net,www.banqueteisd.net/,DR MAX THOMPSON   ,912,'178913041,BANQUETE J H,REGULAR INSTRUCTIONAL,,P O BOX 369,BANQUETE,TX,78339-0369,4334 4TH ST,BANQUETE,TX,78339-0369,(361) 387-6504,(361) 387-7051,rpena@banqueteisd.esc2.net,,RAMIRO PENA   ,'06-08,201,Active, ,2015-03-14T05:35:22,291,USCGeocoder,47,1,4.01,,34f77ef5-820d-4a19-aef7-7f6f12c89d4d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6137.15976971,LinearInterpolationAddressRange,StreetSegment,92.0118343195,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.8059770388,-97.7965246765,Relaxed
'178,NUECES COUNTY,'02,'178913,BANQUETE ISD,INDEPENDENT,P O BOX 369,BANQUETE,TX,78339-0369,4339 FOURTH ST,BANQUETE,TX,78339-0369,(361) 387-2551,(361) 387-7188,mthompson@banqueteisd.esc2.net,www.banqueteisd.net/,DR MAX THOMPSON   ,912,'178913101,BANQUETE EL,REGULAR INSTRUCTIONAL,,P O BOX 369,BANQUETE,TX,78339-0369,5436 BULLDOG LN,BANQUETE,TX,78339-0369,(361) 387-4329,(361) 767-8105,ehavner@banqueteisd.esc2.net,,MRS RITA STRACENER   ,'EE-05,416,Active, ,2015-03-14T05:35:22,292,USCGeocoder,31,1,4.01,,d4feb2a1-587a-4411-9764-696b0cce312c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9408.67071256,LinearInterpolationAddressRange,StreetSegment,92.0118343195,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.8067786509,-97.7943500617,Relaxed
'178,NUECES COUNTY,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,(361) 694-9205,(361) 694-9809,mjacinto@flourbluffschools.net,www.flourbluffschools.net,MR JOE KELLEY   ,5793,'178914001,FLOUR BLUFF H S,REGULAR INSTRUCTIONAL,,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,2601 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,(361) 694-9100,(361) 694-9802,jcrenshaw@flourbluffschools.net,,MR JAMES CRENSHAW   ,'09-12,1974,Active, ,2015-03-14T05:35:22,293,USCGeocoder,31,1,4.01,,42270f50-2897-46ba-b40c-dd02029c7cfe,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3771.03469881,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.6430369295,-97.2981507524,Exact
'178,NUECES COUNTY,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,(361) 694-9205,(361) 694-9809,mjacinto@flourbluffschools.net,www.flourbluffschools.net,MR JOE KELLEY   ,5793,'178914004,NUECES CO J J A E P,JJAEP INSTRUCTIONAL,,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798, , ,,,    ,'05-12,7,Active,1996-08-01,2015-03-14T05:35:22,294,USCGeocoder,16,1,4.01,,979abcdf-570d-42ee-881e-786d3911318e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5341.28428378,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.644932371,-97.2969750312,Exact
'178,NUECES COUNTY,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,(361) 694-9205,(361) 694-9809,mjacinto@flourbluffschools.net,www.flourbluffschools.net,MR JOE KELLEY   ,5793,'178914041,FLOUR BLUFF J H,REGULAR INSTRUCTIONAL,,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,207 HUSTLIN HORNET,CORPUS CHRISTI,TX,78418-4798,(361) 694-9300,(361) 694-9803,CHOLDER@FLOURBLUFFSCHOOLS.NET,,MS CINDY HOLDER   ,'07-08,892,Active, ,2015-03-14T05:35:22,295,USCGeocoder,16,1,4.01,,d62d06c4-907e-4353-a062-f669cfc9e0ab,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4144.39753208,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.6450458077,-97.2877279016,Relaxed
'178,NUECES COUNTY,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,(361) 694-9205,(361) 694-9809,mjacinto@flourbluffschools.net,www.flourbluffschools.net,MR JOE KELLEY   ,5793,'178914101,FLOUR BLUFF EL,REGULAR INSTRUCTIONAL,,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,2501 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,(361) 694-9500,(361) 694-9805,nyoungberg@flourbluffschools.net,,DR NIKOL YOUNGBERG   ,'03-04,813,Active, ,2015-03-14T05:35:22,296,USCGeocoder,16,1,4.01,,0eb4b35f-014c-4148-8151-47a02b731108,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5341.28428378,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.6450124298,-97.2969255018,Exact
'178,NUECES COUNTY,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,(361) 694-9205,(361) 694-9809,mjacinto@flourbluffschools.net,www.flourbluffschools.net,MR JOE KELLEY   ,5793,'178914103,FLOUR BLUFF PRI,REGULAR INSTRUCTIONAL,,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,537 HUSTLIN HORNET,CORPUS CHRISTI,TX,78418-4798,(361) 694-9600,(361) 694-9806,SBUTTLER@FLOURBLUFFSCHOOLS.NET,,MS SYLVIA BUTTLER   ,'01-02,764,Active, ,2015-03-14T05:35:22,297,USCGeocoder,0,1,4.01,,91da4d77-3a13-449e-a457-93f79f79c728,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6606.15856886,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.6477081523,-97.2930646318,Relaxed
'178,NUECES COUNTY,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,(361) 694-9205,(361) 694-9809,mjacinto@flourbluffschools.net,www.flourbluffschools.net,MR JOE KELLEY   ,5793,'178914105,FLOUR BLUFF INT,REGULAR INSTRUCTIONAL,,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,377 HUSTLIN HORNET,CORPUS CHRISTI,TX,78418-4798,(361) 694-9400,(361) 694-9804,SALVARADO@FLOURBLUFFSCHOOLS.NET,,MR SALVADOR ALVARADO   ,'05-06,801,Active, ,2015-03-14T05:35:22,298,USCGeocoder,16,1,4.01,,247d955e-ea82-4ef2-8053-f7bad53c8a9c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6606.15856886,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.647232925,-97.2921089564,Relaxed
'178,NUECES COUNTY,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,(361) 694-9205,(361) 694-9809,mjacinto@flourbluffschools.net,www.flourbluffschools.net,MR JOE KELLEY   ,5793,'178914106,EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,,2505 WALDRON RD,CORPUS CHRISTI,TX,78418-4798,617 PURDUE,CORPUS CHRISTI,TX,78418-4601,(361) 694-9036,(361) 694-9810,ASEEDS@FLOURBLUFFSCHOOLS.NET,,MS AMY SEEDS   ,'EE-KG,542,Active,1994-07-01,2015-03-14T05:35:22,299,USCGeocoder,47,1,4.01,,56aa8871-d2bd-4166-8c3f-d655470cdbed,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5113.26131881,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.6500396132,-97.2956452563,Relaxed
'178,NUECES COUNTY,'02,'178915,WEST OSO ISD,INDEPENDENT,5050 ROCKFORD DR,CORPUS CHRISTI,TX,78416-2530,5050 ROCKFORD DR,CORPUS CHRISTI,TX,78416-2530,(361) 806-5900,(361) 225-8308,elizabeth.saenz@westosoisd.net,www.westosoisd.net,MRS ELIZABETH C SAENZ   ,1987,'178915001,WEST OSO H S,REGULAR INSTRUCTIONAL,,754 FLATO RD,CORPUS CHRISTI,TX,78405-3999,754 FLATO RD,CORPUS CHRISTI,TX,78405-3999,(361) 806-5960,(361) 299-3111,pam.kwiatkowski@westosoisd.net,www.westosoisd.net/vnews/display.v/SEC/H,MRS PAMELA KWIATKOWSKI   ,'09-12,542,Active, ,2015-03-14T05:35:22,300,USCGeocoder,125,1,4.01,,ec099a7f-1794-4707-9d2a-a5c5b5adb166,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,27.769551,-97.45972,Exact
'178,NUECES COUNTY,'02,'178915,WEST OSO ISD,INDEPENDENT,5050 ROCKFORD DR,CORPUS CHRISTI,TX,78416-2530,5050 ROCKFORD DR,CORPUS CHRISTI,TX,78416-2530,(361) 806-5900,(361) 225-8308,elizabeth.saenz@westosoisd.net,www.westosoisd.net,MRS ELIZABETH C SAENZ   ,1987,'178915002,WEST OSO ISD JJAEP,JJAEP INSTRUCTIONAL,,5050 ROCKFORD,CORPUS CHRISTI,TX,78416,5050 ROCKFORD,CORPUS CHRISTI,TX,78416,(361) 806-5900,(361) 225-8308,ruben.rodriguez@westosoisd.net,www.westosoisd.net/,    ,'05-12,-1,Active,2000-08-01,2015-03-14T05:35:22,301,USCGeocoder,16,1,4.01,,5bd3b82f-4887-43ce-9783-ebbd454261d0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7660.74418405,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.7566364212,-97.4531426992,Relaxed
'178,NUECES COUNTY,'02,'178915,WEST OSO ISD,INDEPENDENT,5050 ROCKFORD DR,CORPUS CHRISTI,TX,78416-2530,5050 ROCKFORD DR,CORPUS CHRISTI,TX,78416-2530,(361) 806-5900,(361) 225-8308,elizabeth.saenz@westosoisd.net,www.westosoisd.net,MRS ELIZABETH C SAENZ   ,1987,'178915041,WEST OSO J H,REGULAR INSTRUCTIONAL,,5202 BEAR LN,CORPUS CHRISTI,TX,78405-2304,5202 BEAR LN,CORPUS CHRISTI,TX,78405-2304,(361) 806-5950,(361) 299-3111,terry.avery@westosoisd.net,www.westosoisd.net/vnews/display.v/SEC/J,MR TERRY AVERY   ,'06-08,489,Active, ,2015-03-14T05:35:22,302,USCGeocoder,47,1,4.01,,e451f725-d1a5-40c7-924d-72f964da1b34,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4474.04505475,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.764384602,-97.4587773519,Exact
'178,NUECES COUNTY,'02,'178915,WEST OSO ISD,INDEPENDENT,5050 ROCKFORD DR,CORPUS CHRISTI,TX,78416-2530,5050 ROCKFORD DR,CORPUS CHRISTI,TX,78416-2530,(361) 806-5900,(361) 225-8308,elizabeth.saenz@westosoisd.net,www.westosoisd.net,MRS ELIZABETH C SAENZ   ,1987,'178915102,KENNEDY EL,REGULAR INSTRUCTIONAL,,1102 VILLARREAL DR,CORPUS CHRISTI,TX,78416-2530,1102 VILLARREAL DR,CORPUS CHRISTI,TX,78416-2530,(361) 806-5920,(361) 806-5969,shea.hernandez@westosoisd.net,www.westosoisd.net/vnews/display.v/SEC/P,MS SHEA LYNN HERNANDEZ   ,'EE-02,513,Active, ,2015-03-14T05:35:22,303,USCGeocoder,31,1,4.01,,97e2355e-7e82-425b-bde3-6def05b2316b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1864.2711983,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.7535309583,-97.4415122947,Exact
'178,NUECES COUNTY,'02,'178915,WEST OSO ISD,INDEPENDENT,5050 ROCKFORD DR,CORPUS CHRISTI,TX,78416-2530,5050 ROCKFORD DR,CORPUS CHRISTI,TX,78416-2530,(361) 806-5900,(361) 225-8308,elizabeth.saenz@westosoisd.net,www.westosoisd.net,MRS ELIZABETH C SAENZ   ,1987,'178915104,WEST OSO EL,REGULAR INSTRUCTIONAL,,1526 CLIFF MAUS DR,CORPUS CHRISTI,TX,78416,1526 CLIFF MAUS DR,CORPUS CHRISTI,TX,78416,(361) 806-5930,(361) 225-8956,Belinda.Gamez@westosoisd.net,www.westosoisd.net/vnews/display.v/SEC/E,MS BELINDA GAMEZ   ,'03-05,-1,Active,2000-02-02,2015-03-14T05:35:22,304,USCGeocoder,31,1,4.01,,3599764a-bf7a-4123-90ed-ab3ca9a3d1af,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7393.92845012,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.7593159591,-97.4542717718,Exact
'179,OCHILTREE COUNTY,'16,'179901,PERRYTON ISD,INDEPENDENT,P O BOX 1048,PERRYTON,TX,79070-1048,821 SW 17TH AVE,PERRYTON,TX,79070,(806) 435-5478 ext:231 ,(806) 435-4689,rhall@perrytonisd.com,www.perrytonisd.com,ROBERT C HALL   ,2425,'179901001,PERRYTON H S,REGULAR INSTRUCTIONAL,,P O BOX 1048,PERRYTON,TX,79070-1048,1102 S JEFFERSON ST,PERRYTON,TX,79070-1048,(806) 435-3633,(806) 435-2602,aherbert@perrytonisd.com,www.perrytonisd.com,MRS LISA YAUCK   ,'09-12,558,Active, ,2015-03-14T05:35:22,305,USCGeocoder,63,1,4.01,,839c0071-34b8-4a8b-a32f-7f78dbe9fcad,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4706.09088948,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,36.3872316422,-100.81542032,Exact
'179,OCHILTREE COUNTY,'16,'179901,PERRYTON ISD,INDEPENDENT,P O BOX 1048,PERRYTON,TX,79070-1048,821 SW 17TH AVE,PERRYTON,TX,79070,(806) 435-5478 ext:231 ,(806) 435-4689,rhall@perrytonisd.com,www.perrytonisd.com,ROBERT C HALL   ,2425,'179901002,TOP OF TEXAS ACCELERATED EDUCATION CENTER,ALTERNATIVE INSTRUCTIONAL,,P O BOX 1048,PERRYTON,TX,79070-1048,605 N MAIN,PERRYTON,TX,79070-1048,(806) 434-0389,(806) 434-0402,lmartin@perrytonisd.com,www.perrytonisd.com,MRS LUDI MARTIN   ,'09-12,38,Active, ,2015-03-14T05:35:22,306,USCGeocoder,47,1,4.01,,29a07f0c-8199-462a-9aab-ef8c4abbb403,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,30492.6307307,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,36.4067710624,-100.802870454,Relaxed
