CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-25_winterbryan_output_16_bw,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'220,TARRANT COUNTY,'11,'220916,HURST-EULESS-BEDFORD ISD,INDEPENDENT,1849A CENTRAL DR,BEDFORD,TX,76022-6096,1849A CENTRAL DR,BEDFORD,TX,76022-6096,(817) 283-4461 ext:2020,(817) 354-3309,StevenChapman@hebisd.edu,www.hebisd.edu,MR STEVE CHAPMAN   ,22416,'220916116,BELL MANOR EL,REGULAR INSTRUCTIONAL,,1300 WINCHESTER WAY,BEDFORD,TX,76022-6898,1300 WINCHESTER WAY,BEDFORD,TX,76022-6898,(817) 354-3370,(817) 354-3374,,,MS STEPHANIE SMITH   ,'EE-06,763,Active, ,2015-03-14T05:35:25,295,USCGeocoder,16,1,4.01,,351d0d9d-e2d6-48d9-bb38-f16e99cde167,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,138856.553711,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8327151002,-97.1356139984,Relaxed
'220,TARRANT COUNTY,'11,'220916,HURST-EULESS-BEDFORD ISD,INDEPENDENT,1849A CENTRAL DR,BEDFORD,TX,76022-6096,1849A CENTRAL DR,BEDFORD,TX,76022-6096,(817) 283-4461 ext:2020,(817) 354-3309,StevenChapman@hebisd.edu,www.hebisd.edu,MR STEVE CHAPMAN   ,22416,'220916117,SHADY BROOK EL,REGULAR INSTRUCTIONAL,,2601 SHADY BROOK DR,BEDFORD,TX,76021-4417,2601 SHADY BROOK DR,BEDFORD,TX,76021-4417,(817) 354-3513,(817) 354-3336,MonicaStennis@hebisd.edu,,MS MONICA STENNIS   ,'EE-06,620,Active, ,2015-03-14T05:35:25,296,USCGeocoder,47,1,4.01,,3974a806-afc5-4a22-8415-92616d6e8c88,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5265.07651037,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8503339968,-97.152989211,Exact
'220,TARRANT COUNTY,'11,'220916,HURST-EULESS-BEDFORD ISD,INDEPENDENT,1849A CENTRAL DR,BEDFORD,TX,76022-6096,1849A CENTRAL DR,BEDFORD,TX,76022-6096,(817) 283-4461 ext:2020,(817) 354-3309,StevenChapman@hebisd.edu,www.hebisd.edu,MR STEVE CHAPMAN   ,22416,'220916118,LAKEWOOD EL,REGULAR INSTRUCTIONAL,,1600 DONLEY DR,EULESS,TX,76039-2199,1600 DONLEY DR,EULESS,TX,76039-2199,(817) 354-3375,(817) 354-3525,JulieMcAvoy@hebisd.edu,,MS JULIE MCAVOY   ,'EE-06,713,Active, ,2015-03-14T05:35:25,297,USCGeocoder,31,1,4.01,,839912db-c64f-418a-a61b-196836fc100f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,44603.2234893,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8600614522,-97.0940868734,Relaxed
'220,TARRANT COUNTY,'11,'220916,HURST-EULESS-BEDFORD ISD,INDEPENDENT,1849A CENTRAL DR,BEDFORD,TX,76022-6096,1849A CENTRAL DR,BEDFORD,TX,76022-6096,(817) 283-4461 ext:2020,(817) 354-3309,StevenChapman@hebisd.edu,www.hebisd.edu,MR STEVE CHAPMAN   ,22416,'220916119,BEDFORD HEIGHTS EL,REGULAR INSTRUCTIONAL,,1000 CUMMINGS DR,BEDFORD,TX,76021-2364,1000 CUMMINGS DR,BEDFORD,TX,76021-2364,(817) 788-3150,(817) 788-3112,BradleyMengwasser@hebisd.edu,,MR BRADLEY MENGWASSER   ,'EE-06,766,Active, ,2015-03-14T05:35:25,298,USCGeocoder,31,1,4.01,,d4985b59-38a6-40df-829c-1de2d5e73b4d,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,39450.8922797,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8610271163,-97.1507096164,Relaxed
'220,TARRANT COUNTY,'11,'220916,HURST-EULESS-BEDFORD ISD,INDEPENDENT,1849A CENTRAL DR,BEDFORD,TX,76022-6096,1849A CENTRAL DR,BEDFORD,TX,76022-6096,(817) 283-4461 ext:2020,(817) 354-3309,StevenChapman@hebisd.edu,www.hebisd.edu,MR STEVE CHAPMAN   ,22416,'220916120,TRANSITION PROGRAM,ALTERNATIVE INSTRUCTIONAL,,1849 CENTRAL DR,BEDFORD,TX,76022-6096,1849F CENTRAL DR,BEDFORD,TX,76022-6096,(817) 354-3537,(817) 354-3540,lisacavin@hebisd.edu,,RENE RIEK   ,'EE-12,44,Active, ,2015-03-14T05:35:25,299,USCGeocoder,0,1,4.01,,65933ac3-a19d-451a-b55e-878a220d4bc1,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,14045.2882582,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8348875802,-97.1350791135,Relaxed
'220,TARRANT COUNTY,'11,'220916,HURST-EULESS-BEDFORD ISD,INDEPENDENT,1849A CENTRAL DR,BEDFORD,TX,76022-6096,1849A CENTRAL DR,BEDFORD,TX,76022-6096,(817) 283-4461 ext:2020,(817) 354-3309,StevenChapman@hebisd.edu,www.hebisd.edu,MR STEVE CHAPMAN   ,22416,'220916121,SPRING GARDEN EL,REGULAR INSTRUCTIONAL,,2400 CUMMINGS DR,BEDFORD,TX,76021-2666,2400 CUMMINGS RD,BEDFORD,TX,76021-2666,(817) 354-3395,(817) 354-3337,,,MS SHEILA WALKER   ,'EE-06,596,Active, ,2015-03-14T05:35:25,300,USCGeocoder,78,1,4.01,,7cded754-e90e-4610-815e-3189528be80f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11269.235782,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8592364977,-97.1300453072,Relaxed
'220,TARRANT COUNTY,'11,'220916,HURST-EULESS-BEDFORD ISD,INDEPENDENT,1849A CENTRAL DR,BEDFORD,TX,76022-6096,1849A CENTRAL DR,BEDFORD,TX,76022-6096,(817) 283-4461 ext:2020,(817) 354-3309,StevenChapman@hebisd.edu,www.hebisd.edu,MR STEVE CHAPMAN   ,22416,'220916122,MEADOW CREEK EL,REGULAR INSTRUCTIONAL,,3001 HARWOOD,BEDFORD,TX,76021-3705,3001 HARWOOD,BEDFORD,TX,76021-3705,(817) 354-3500,(817) 354-3329,MikeWagner@hebisd.edu,,DOREEN MENGWASSER   ,'EE-06,766,Active,1989-06-09,2015-03-14T05:35:25,301,USCGeocoder,16,1,4.01,,b314537a-40b5-49df-bd17-587224be24c6,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,53874.4619426,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8531688812,-97.1186854907,Relaxed
'220,TARRANT COUNTY,'11,'220916,HURST-EULESS-BEDFORD ISD,INDEPENDENT,1849A CENTRAL DR,BEDFORD,TX,76022-6096,1849A CENTRAL DR,BEDFORD,TX,76022-6096,(817) 283-4461 ext:2020,(817) 354-3309,StevenChapman@hebisd.edu,www.hebisd.edu,MR STEVE CHAPMAN   ,22416,'220916123,RIVER TRAILS EL,REGULAR INSTRUCTIONAL,,8850 ELBE TRL,FORT WORTH,TX,76118,8850 ELBE TRL,FORT WORTH,TX,76118,(817) 285-3235,(817) 285-3238,PattiBearden@hebisd.edu,,MS PATTI BEARDEN   ,'EE-06,621,Active,2001-06-26,2015-03-14T05:35:25,302,USCGeocoder,31,1,4.01,,331e40a6-09cd-4433-9246-b90f020062ae,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,36705.259852,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7976842427,-97.186898892,Relaxed
'220,TARRANT COUNTY,'11,'220916,HURST-EULESS-BEDFORD ISD,INDEPENDENT,1849A CENTRAL DR,BEDFORD,TX,76022-6096,1849A CENTRAL DR,BEDFORD,TX,76022-6096,(817) 283-4461 ext:2020,(817) 354-3309,StevenChapman@hebisd.edu,www.hebisd.edu,MR STEVE CHAPMAN   ,22416,'220916125,VIRIDIAN EL,REGULAR INSTRUCTIONAL,,4001 CASCADE SKY DR,ARLINGTON,TX,76005,4001 CASCADE SKY DR,ARLINGTON,TX,76005,(817) 864-0550,(817) 354-3280,StevenChapman@hebisd.edu,,MR OSCAR FIGUEROA   ,'EE-06,543,Active,2014-06-03,2015-03-14T05:35:25,303,USCGeocoder,94,1,4.01,,2a49f8fe-2309-4c24-8a12-6628d0517ba3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.799365,-97.092372,Exact
'220,TARRANT COUNTY,'11,'220916,HURST-EULESS-BEDFORD ISD,INDEPENDENT,1849A CENTRAL DR,BEDFORD,TX,76022-6096,1849A CENTRAL DR,BEDFORD,TX,76022-6096,(817) 283-4461 ext:2020,(817) 354-3309,StevenChapman@hebisd.edu,www.hebisd.edu,MR STEVE CHAPMAN   ,22416,'220916303,HOMEBOUND,ALTERNATIVE INSTRUCTIONAL,,1849 CENTRAL DR,BEDFORD,TX,76022-6096,1100 RAIDER DR,EULESS,TX,76040,(817) 354-3537,(817) 354-3540,,,RENE RIEK   ,'EE-12,0,Active,1988-11-07,2015-03-14T05:35:25,304,USCGeocoder,16,1,4.01,,30deeb69-af42-42bd-a16e-fd43b2c25954,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,123989.622797,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8199818648,-97.1377019011,Relaxed
'220,TARRANT COUNTY,'11,'220917,CASTLEBERRY ISD,INDEPENDENT,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,(817) 252-2000,(817) 738-1062,olivao@castleberryisd.net,www.castleberryisd.net,MR GARY S JONES   ,4076,'220917001,CASTLEBERRY H S,REGULAR INSTRUCTIONAL,,215 CHURCHILL RD,FORT WORTH,TX,76114-3799,215 CHURCHILL RD,FORT WORTH,TX,76114-3799,(817) 252-2100,(817) 252-2575,davisj@castleberryisd.net,chs.castleberryisd.net/,DR JULIE DAVIS   ,'09-12,928,Active, ,2015-03-14T05:35:25,305,USCGeocoder,31,1,4.01,,907d4dfd-cedb-434f-9472-095414375ebc,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,81890.2820554,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7621022202,-97.3928950196,Relaxed
'220,TARRANT COUNTY,'11,'220917,CASTLEBERRY ISD,INDEPENDENT,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,(817) 252-2000,(817) 738-1062,olivao@castleberryisd.net,www.castleberryisd.net,MR GARY S JONES   ,4076,'220917003,REACH H S,ALTERNATIVE INSTRUCTIONAL,,1101 MERRITT,FORT WORTH,TX,76114-3714,1101 MERRITT,FORT WORTH,TX,76114-3714,(817) 252-2390,(817) 252-2398,mitchellw@castleberryisd.net,reach.castleberryisd.net,MS WANDA MITCHELL   ,'09-12,46,Active,1995-01-01,2015-03-14T05:35:25,306,USCGeocoder,31,1,4.01,,b38f9f55-455c-432f-a3b9-41772d4a7c52,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2301.10579377,LinearInterpolationAddressRange,StreetSegment,96.9408284024,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7770898409,-97.3969872014,Relaxed
'220,TARRANT COUNTY,'11,'220917,CASTLEBERRY ISD,INDEPENDENT,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,(817) 252-2000,(817) 738-1062,olivao@castleberryisd.net,www.castleberryisd.net,MR GARY S JONES   ,4076,'220917004,T R U C E LEARNING CTR,DAEP INSTRUCTIONAL,,1101 MERRITT,FORT WORTH,TX,76114-2639,1101 MERRITT,FORT WORTH,TX,76114-2639,(817) 252-2490,(817) 252-2498,mcgrathc@castleberryisd.net,truce.castleberryisd.net,MR CHRISTOPHER MCGRATH   ,'04 06-12,10,Active,1996-07-01,2015-03-14T05:35:25,307,USCGeocoder,16,1,4.01,,fcf21bc0-9c04-4ce0-b09e-4d56d4e8620a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2301.10579377,LinearInterpolationAddressRange,StreetSegment,96.9408284024,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7770898409,-97.3969872014,Relaxed
'220,TARRANT COUNTY,'11,'220917,CASTLEBERRY ISD,INDEPENDENT,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,(817) 252-2000,(817) 738-1062,olivao@castleberryisd.net,www.castleberryisd.net,MR GARY S JONES   ,4076,'220917005,TARRANT CO J J A E P,JJAEP INSTRUCTIONAL,,315 CHURCHILL RD,FORT WORTH,TX,76114-3729,315 CHURCHILL RD,FORT WORTH,TX,76114-3729, , ,mcgrathc@castleberryisd.net,,MR CHRISTOPHER MCGRATH   ,'06-12,0,Active,1997-07-01,2015-03-14T05:35:25,308,USCGeocoder,16,1,4.01,,5872cb89-1292-4319-9a89-c3d139df0369,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,20666.7866824,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7638565031,-97.3927280413,Relaxed
'220,TARRANT COUNTY,'11,'220917,CASTLEBERRY ISD,INDEPENDENT,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,(817) 252-2000,(817) 738-1062,olivao@castleberryisd.net,www.castleberryisd.net,MR GARY S JONES   ,4076,'220917041,MARSH MIDDLE,REGULAR INSTRUCTIONAL,,415 HAGG DR,FORT WORTH,TX,76114-3797,415 HAGG DR,FORT WORTH,TX,76114-3797,(817) 252-2200,(817) 738-3454,connerh@castleberryisd.net,imms.castleberryisd.net,MRS HOPE CONNER   ,'06-08,938,Active, ,2015-03-14T05:35:25,309,USCGeocoder,172,1,4.01,,9c9f1aad-2c5e-4208-8c90-2270fa171495,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2345.48538473,LinearInterpolationAddressRange,StreetSegment,99.899408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7660829789,-97.3917091341,Relaxed
'220,TARRANT COUNTY,'11,'220917,CASTLEBERRY ISD,INDEPENDENT,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,(817) 252-2000,(817) 738-1062,olivao@castleberryisd.net,www.castleberryisd.net,MR GARY S JONES   ,4076,'220917101,A V CATO EL,REGULAR INSTRUCTIONAL,,4501 BARBARA RD,FORT WORTH,TX,76114-2698,4501 BARBARA RD,FORT WORTH,TX,76114-2698,(817) 252-2400,(817) 252-2499,davenporta@castleberryisd.net,avc.castleberryisd.net/,MS AMIE DAVENPORT   ,'EE-05,805,Active, ,2015-03-14T05:35:25,310,USCGeocoder,16,1,4.01,,12618aec-7d42-44f0-ac8b-613b2cadd0e6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3272.95792971,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7695571871,-97.3861803257,Exact
'220,TARRANT COUNTY,'11,'220917,CASTLEBERRY ISD,INDEPENDENT,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,(817) 252-2000,(817) 738-1062,olivao@castleberryisd.net,www.castleberryisd.net,MR GARY S JONES   ,4076,'220917102,CASTLEBERRY EL,REGULAR INSTRUCTIONAL,,1100 ROBERTS CUT-OFF,FORT WORTH,TX,76114-2699,1100 ROBERTS CUT-OFF,FORT WORTH,TX,76114-2699,(817) 252-2300,(817) 625-1884,deleonr@castleberryisd.net,ce23.castleberryisd.net,MRS HOLLIE LANCARTE   ,'EE-05,801,Active, ,2015-03-14T05:35:25,311,USCGeocoder,31,1,4.01,,4cbe55d4-9fb1-44e9-b6cf-413796d10e8d,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,52781.4658233,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7780698313,-97.3983944417,Relaxed
'220,TARRANT COUNTY,'11,'220917,CASTLEBERRY ISD,INDEPENDENT,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,5228 OHIO GARDEN RD,FORT WORTH,TX,76114-3729,(817) 252-2000,(817) 738-1062,olivao@castleberryisd.net,www.castleberryisd.net,MR GARY S JONES   ,4076,'220917104,JOY JAMES EL,REGULAR INSTRUCTIONAL,,5300 BUCHANAN ST,FORT WORTH,TX,76114-1399,5300 BUCHANAN ST,FORT WORTH,TX,76114-1399,(817) 252-2500,(817) 252-2599,turnerl@castleberryisd.net,jje.castleberryisd.net,MS LEIGH ANN TURNER   ,'EE-05,548,Active, ,2015-03-14T05:35:25,312,USCGeocoder,16,1,4.01,,ac35df43-4db5-42a5-a3de-58b2d418429b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3137.95643982,LinearInterpolationAddressRange,StreetSegment,96.5710059172,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8035592873,-97.3992220915,Relaxed;Soundex
'220,TARRANT COUNTY,'11,'220918,EAGLE MT-SAGINAW ISD,INDEPENDENT,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,(817) 232-0880,(817) 847-6124,kcourtney@ems-isd.net,www.emsisd.com,DR JIM CHADWELL   ,18659,'220918001,BOSWELL H S,REGULAR INSTRUCTIONAL,,5805 W BAILEY BOSWELL RD,FORT WORTH,TX,76179-4808,5805 W BAILEY BOSWELL RD,FORT WORTH,TX,76179-4808,(817) 237-3314,(817) 238-8706,rroberts02@ems-isd.net,www.emsisd.com,MR ROSS ROBERTS   ,'09-12,1605,Active, ,2015-03-14T05:35:25,313,USCGeocoder,31,1,4.01,,d42510e8-3f7d-4a3c-8319-2ed5b6c0c12f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,390951.210131,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8780065209,-97.4132274931,Relaxed
'220,TARRANT COUNTY,'11,'220918,EAGLE MT-SAGINAW ISD,INDEPENDENT,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,(817) 232-0880,(817) 847-6124,kcourtney@ems-isd.net,www.emsisd.com,DR JIM CHADWELL   ,18659,'220918002,ELMER C WATSON H S,ALTERNATIVE INSTRUCTIONAL,,5900 HEREFORD DR,FORT WORTH,TX,76179-9160,5900 HEREFORD DR,FORT WORTH,TX,76179-9160,(817) 238-7925,(817) 237-0753,mstitt@ems-isd.net,www.emsisd.com,MRS MELANIE STITT   ,'09-12,87,Active,1993-07-01,2015-03-14T05:35:25,314,USCGeocoder,63,1,4.01,,1d49911c-2388-409a-9ef5-ae5d20a424cc,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1106.11992246,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8641849564,-97.4111519961,Exact
'220,TARRANT COUNTY,'11,'220918,EAGLE MT-SAGINAW ISD,INDEPENDENT,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,(817) 232-0880,(817) 847-6124,kcourtney@ems-isd.net,www.emsisd.com,DR JIM CHADWELL   ,18659,'220918003,ALTER DISCIPLINE CAMPUS,DAEP INSTRUCTIONAL,,5900 HEREFORD DR,FORT WORTH,TX,76179-9160,5900 HEREFORD DR,FORT WORTH,TX,76179-3395,(817) 238-7925,(817) 238-7925,mstitt@ems-isd.net,www.emsisd.com,MRS MELANIE STITT   ,'01-12,-1,Active,1996-07-01,2015-03-14T05:35:25,315,USCGeocoder,16,1,4.01,,49f81817-6f29-412c-b7a8-0b166fd0f6df,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1106.11992246,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8641849564,-97.4111519961,Exact
'220,TARRANT COUNTY,'11,'220918,EAGLE MT-SAGINAW ISD,INDEPENDENT,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,(817) 232-0880,(817) 847-6124,kcourtney@ems-isd.net,www.emsisd.com,DR JIM CHADWELL   ,18659,'220918004,SAGINAW H S,REGULAR INSTRUCTIONAL,,800 N BLUE MOUND RD,SAGINAW,TX,76131,800 N BLUE MOUND RD,SAGINAW,TX,76131,(817) 306-0914,(817) 306-1344,dpriddy@ems-isd.net,,DR DAVID PRIDDY   ,'09-12,1785,Active,2005-09-30,2015-03-14T05:35:25,316,USCGeocoder,63,1,4.01,,fa064176-ab57-4e8f-8901-028e4be4124d,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,20192.7293563,ArealInterpolationGeometricCentroid,Parcel,94.2603550296,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.8530258529,-97.346096069,Relaxed
'220,TARRANT COUNTY,'11,'220918,EAGLE MT-SAGINAW ISD,INDEPENDENT,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,(817) 232-0880,(817) 847-6124,kcourtney@ems-isd.net,www.emsisd.com,DR JIM CHADWELL   ,18659,'220918005,WELDON HAFLEY DEVELOPMENT CTR,REGULAR INSTRUCTIONAL,,616 W MCELROY,SAGINAW,TX,76179,616 W MCELROY,SAGINAW,TX,76179,(817) 232-2071,(817) 232-5124,crenfro@ems-isd.net,,CAROL RENFRO   ,'EE-KG,261,Active,2005-09-30,2015-03-14T05:35:25,317,USCGeocoder,94,1,4.01,,f1734719-beff-4393-bd8b-2ed553fe3b7b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3532.78936546,LinearInterpolationAddressRange,StreetSegment,89.4336432798,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8586321499,-97.372593612,Relaxed;Soundex
'220,TARRANT COUNTY,'11,'220918,EAGLE MT-SAGINAW ISD,INDEPENDENT,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,(817) 232-0880,(817) 847-6124,kcourtney@ems-isd.net,www.emsisd.com,DR JIM CHADWELL   ,18659,'220918006,CHISHOLM TRAIL H S,REGULAR INSTRUCTIONAL,,4800 EDUCATION DR,FORT WORTH,TX,76179,4800 EDUCATION DR,FORT WORTH,TX,76179,(817) 232-7112,(817) 232-7110,dbarnes@ems-isd.net,,MRS DANA BARNES   ,'09-12,1903,Active,2012-08-15,2015-03-14T05:35:25,318,USCGeocoder,63,1,4.01,,debea89b-7afe-49e2-a4e2-2661f197f4fc,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.838011,-97.393691,Exact
'220,TARRANT COUNTY,'11,'220918,EAGLE MT-SAGINAW ISD,INDEPENDENT,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,(817) 232-0880,(817) 847-6124,kcourtney@ems-isd.net,www.emsisd.com,DR JIM CHADWELL   ,18659,'220918007,TARRANT CO J J A E P,JJAEP INSTRUCTIONAL,,3131 SAN GUINET,FORT WORTH,TX,76107,3131 SAN GUINET,FORT WORTH,TX,76107,(817) 255-2522,(817) 732-3966,mwieberg@tarrantcounty.com,tarrantcountyjjaep.com,    ,'06-12,-1,Active,1996-08-01,2015-03-14T05:35:25,319,USCGeocoder,47,1,4.01,,cd004123-9d2c-4493-8531-6db2050f1d15,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2403.21196972,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.729777735,-97.3913092237,Relaxed;Soundex
