CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_wesmartin_output_10_wm,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917043,PARK VIEW INTERMEDIATE,REGULAR INSTRUCTIONAL,,3003 DABNEY DR,PASADENA,TX,77502-5530,3003 DABNEY DR,PASADENA,TX,77502-5530,(713) 740-0460,(713) 740-4115,,,MR ROB HASSON   ,'06-08,960,Active, ,2015-03-14T05:35:00,252,USCGeocoder,78,1,4.01,,7234968c-3639-4ada-9fbf-fb5614d731e8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2345.67375932,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6681938386,-95.1839007056,Exact,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917044,QUEENS INTERMEDIATE,REGULAR INSTRUCTIONAL,,1112 QUEENS RD,PASADENA,TX,77502-4318,1112 QUEENS RD,PASADENA,TX,77502-4318,(713) 740-0470,(713) 740-4101,,,MS TROY JONES   ,'06-08,698,Active, ,2015-03-14T05:35:00,253,USCGeocoder,47,1,4.01,,7602ac7e-09cb-400b-b80a-86d6473f8df1,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,46698.2813134,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6770545691,-95.2226361971,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917045,SAN JACINTO INT,REGULAR INSTRUCTIONAL,,3600 RED BLUFF,PASADENA,TX,77503-2524,3600 RED BLUFF,PASADENA,TX,77503-2524,(713) 740-0480,(713) 740-4153,diwalker@pasadenaisd.org,,MR DIANNA HOKE   ,'07-08,689,Active, ,2015-03-14T05:35:00,254,USCGeocoder,63,1,4.01,,096ca75e-4240-42d6-a9b7-b2bb1bea5422,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,29.68212,-95.154402,Exact,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917046,SOUTH HOUSTON INTERMEDIATE,REGULAR INSTRUCTIONAL,,900 COLLEGE AVE,SO HOUSTON,TX,77587-4261,900 COLLEGE AVE,SO HOUSTON,TX,77587-4261,(713) 740-0490,(713) 740-4097,,,MS LAURA GOMEZ   ,'07-08,855,Active, ,2015-03-14T05:35:00,255,USCGeocoder,31,1,4.01,,dddd558f-04d1-43c3-b46a-6b298e481677,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3132.3402692,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6596940722,-95.2401210115,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917047,SOUTHMORE INT,REGULAR INSTRUCTIONAL,,2000 PATRICIA LN,PASADENA,TX,77502,2000 PATRICIA LN,PASADENA,TX,77502,(713) 740-0550,(713) 740-4154,mkramer@pasadenaisd.org,,MRS LANA STAHL   ,'07-08,855,Active, ,2015-03-14T05:35:00,256,USCGeocoder,31,1,4.01,,f50c221d-42f8-4aa5-b3ca-06927d67d697,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,59031.0490098,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6896524467,-95.1952236179,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917048,MILLER INT,REGULAR INSTRUCTIONAL,,1002 FAIRMONT PKWY,PASADENA,TX,77504-2904,1002 FAIRMONT PKWY,PASADENA,TX,77504-2904,(713) 740-0450,(713) 740-4106,mkramer@pasadenaisd.org,,MS VANESSA REYES   ,'07-08,913,Active, ,2015-03-14T05:35:00,257,USCGeocoder,31,1,4.01,,74f7aa61-a7a2-466e-bd29-a2cde3972a18,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,60350.2625538,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6499408518,-95.1967912055,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917049,THOMPSON INT,REGULAR INSTRUCTIONAL,,11309 SAGEDOWNE LN,HOUSTON,TX,77089-4619,11309 SAGEDOWNE LN,HOUSTON,TX,77089-4619,(713) 740-0510,(713) 740-4083,mkramer@pasadenaisd.org,,MS TONI LOPEZ   ,'07-08,939,Active, ,2015-03-14T05:35:00,258,USCGeocoder,16,1,4.01,,43afeac3-9b5c-4fa2-a44c-c2369327ae5f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1106.27682361,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.5949480387,-95.21493925,Exact,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917051,BONDY INT,REGULAR INSTRUCTIONAL,,5101 KEITH RD,PASADENA,TX,77505-3809,5101 KEITH RD,PASADENA,TX,77505-3809,(713) 740-0430,(713) 740-4152,dconnolly@pasadenaisd.org,,MR DAN CONNOLLY   ,'07-08,998,Active,1993-06-16,2015-03-14T05:35:00,259,USCGeocoder,16,1,4.01,,c8a8bdec-7e00-4b75-a797-fdc6a350956f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1039.68348409,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6436409596,-95.1627629976,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917055,THE SUMMIT (INTERMEDIATE),DAEP INSTRUCTIONAL,,1838 E SAM HOUSTON PKWY S,PASADENA,TX,77503,1838 E SAM HOUSTON PKWY S,PASADENA,TX,77503,(713) 740-0290,(713) 740-4049,rdewolfe@pasadenaisd.org,,MR ROBERT DE WOLFE   ,'06-08,24,Active,2004-08-06,2015-03-14T05:35:00,260,USCGeocoder,0,1,4.01,,f24668d3-1ab8-444a-b5b7-a5711f190ba4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1721.77587907,LinearInterpolationAddressRange,StreetSegment,95.5621301775,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6830918072,-95.1553273833,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917056,NEW INT,REGULAR INSTRUCTIONAL,,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099, , ,dpowell@pasadenaisd.org,,    ,'07-08,0,Under Construction,2014-11-07,2015-03-14T05:35:00,261,USCGeocoder,0,1,4.01,,6b8e71f8-7fa0-4867-bb47-3b460b68440b,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4287.89988238,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6773655025,-95.1909962214,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917101,BAILEY ELEMENTARY,REGULAR INSTRUCTIONAL,,2707 LAFFERTY RD,PASADENA,TX,77502-5108,2707 LAFFERTY RD,PASADENA,TX,77502-5108,(713) 740-0528,(713) 740-4129,,,MS KARYN JOHNSON   ,'KG-05,793,Active, ,2015-03-14T05:35:00,262,USCGeocoder,16,1,4.01,,44d1b796-7e21-4174-b9ca-9cb954555a74,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,41354.5980353,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6716233971,-95.1966651734,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917102,FISHER ELEMENTARY,REGULAR INSTRUCTIONAL,,2920 WATTERS RD,PASADENA,TX,77502-5604,2920 WATTERS RD,PASADENA,TX,77502-5604,(713) 740-0552,(713) 740-4131,,,MS LIBBY ESCALANTE   ,'EE-05,922,Active, ,2015-03-14T05:35:00,263,USCGeocoder,31,1,4.01,,de1e3fae-6523-40a2-8e37-55a30980bda5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1409.54538775,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6688131743,-95.1796230821,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917103,FREEMAN EL,REGULAR INSTRUCTIONAL,,2323 THETA ST,HOUSTON,TX,77034-1250,2323 THETA ST,HOUSTON,TX,77034-1250,(713) 740-0568,(713) 740-4107,kpost@pasadenaisd.org,,MR MICHAEL VAN LOENEN   ,'EE-04,559,Active, ,2015-03-14T05:35:00,264,USCGeocoder,16,1,4.01,,a4936d3c-bec5-44c9-9b2c-23cc51b9bfc0,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,19846.9728469,ArealInterpolationGeometricCentroid,Parcel,99.3076923077,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6461556317,-95.23173479,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917104,GARDENS EL,REGULAR INSTRUCTIONAL,,1105 E HARRIS,PASADENA,TX,77506-3617,1105 E HARRIS,PASADENA,TX,77506-3617,(713) 740-0576,(713) 740-4133,cfleischman@pasadenaisd.org,,MS LINDSEY LESNIEWSKI   ,'PK-04,632,Active, ,2015-03-14T05:35:00,265,USCGeocoder,0,1,4.01,,ad30f460-ec7f-4e66-8043-093ad7750fea,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1842.84240648,LinearInterpolationAddressRange,StreetSegment,94.9704142012,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6982545475,-95.1988355617,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917105,GARFIELD EL,REGULAR INSTRUCTIONAL,,10301 HARTSOOK ST,HOUSTON,TX,77034-3516,10301 HARTSOOK ST,HOUSTON,TX,77034-3516,(713) 740-0584,(713) 740-4134,cmerilatt@pasadenaisd.org,,MS COURTNEY MERILATT   ,'EE-04,871,Active, ,2015-03-14T05:35:00,266,USCGeocoder,0,1,4.01,,295aa69f-5705-4593-8769-fa5fd1efe187,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1195.9881613,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6349780349,-95.2308830958,Exact,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917106,GENOA EL,REGULAR INSTRUCTIONAL,,12900 ALMEDA GENOA RD,HOUSTON,TX,77034-4636,12900 ALMEDA GENOA RD,HOUSTON,TX,77034-4636,(713) 740-0592,(713) 740-4135,mkramer@pasadenaisd.org,,MS TIFFANY BENNETT   ,'EE-04,776,Active, ,2015-03-14T05:35:00,267,USCGeocoder,0,1,4.01,,ac87c344-9ca0-48b8-bfad-be84d3346fea,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2564.7095028,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6227370717,-95.2020407198,Exact,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917107,GOLDEN ACRES EL,REGULAR INSTRUCTIONAL,,5232 SYCAMORE,PASADENA,TX,77503-3901,5232 SYCAMORE,PASADENA,TX,77503-3901,(713) 740-0600,(713) 740-4136,mkramer@pasadenaisd.org,,MS LISA LYLES   ,'EE-04,489,Active, ,2015-03-14T05:35:00,268,USCGeocoder,31,1,4.01,,3f15f1a7-b4fc-4869-af7a-726297d6971f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5248.15565182,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6704659036,-95.16202663,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917108,PEARL HALL EL,REGULAR INSTRUCTIONAL,,1504 9TH ST,SO HOUSTON,TX,77587-9999,1504 9TH ST,SO HOUSTON,TX,77587-9999,(713) 740-0688,(713) 740-4142,mpavone@pasadenaisd.org,,MS ALLISON TAMEZ   ,'EE-04,818,Active, ,2015-03-14T05:35:00,269,USCGeocoder,78,1,4.01,,173ae8d5-94b9-434c-ae4f-427e7fa9a295,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,29.652112,-95.220443,Exact,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917109,JESSUP EL,REGULAR INSTRUCTIONAL,,9301 ALMEDA GENOA RD,HOUSTON,TX,77075-2315,9301 ALMEDA GENOA RD,HOUSTON,TX,77075-2315,(713) 740-0616,(713) 740-4112,esimancas@pasadenaisd.org,,MR RYAN PAVONE   ,'EE-04,867,Active, ,2015-03-14T05:35:00,270,USCGeocoder,16,1,4.01,,1cf6247c-f15d-4cac-a74a-6fe484a56dad,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,38744.5291719,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6280837548,-95.2506080198,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917110,KRUSE EL,REGULAR INSTRUCTIONAL,,400 PARK LN,PASADENA,TX,77506-2206,400 PARK LN,PASADENA,TX,77506-2206,(713) 740-0624,(713) 740-4138,sjobe@pasadenaisd.org,,MS SANDRA JOBE   ,'EE-04,707,Active, ,2015-03-14T05:35:00,271,USCGeocoder,109,1,4.01,,d41df9ea-9731-4cb2-b9f5-3ccacfba0e21,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,29.708537,-95.208526,Exact,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917111,MEADOR ELEMENTARY,REGULAR INSTRUCTIONAL,,10701 SEAFORD DR,HOUSTON,TX,77089-1505,10701 SEAFORD DR,HOUSTON,TX,77089-1505,(713) 740-0648,(713) 740-4105,,,MS BEVERLY BOLTON   ,'EE-04,632,Active, ,2015-03-14T05:35:00,272,USCGeocoder,16,1,4.01,,94a61f8d-dedb-43a6-a5aa-1556d1e4bb5b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1511.48782234,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6142637867,-95.2295816395,Exact,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917112,PARKS EL,REGULAR INSTRUCTIONAL,,3302 SAN AUGUSTINE,PASADENA,TX,77503-2528,3302 SAN AUGUSTINE,PASADENA,TX,77503-2528,(713) 740-0680,(713) 740-4141,mkramer@pasadenaisd.org,,MS FRANCES BURLEY   ,'EE-04,533,Active, ,2015-03-14T05:35:00,273,USCGeocoder,78,1,4.01,,78284edf-6867-407d-bc3a-3385040ceeda,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1349.56328313,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6885837762,-95.1678758003,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917113,POMEROY EL,REGULAR INSTRUCTIONAL,,920 BURKE RD,PASADENA,TX,77506-5242,920 BURKE RD,PASADENA,TX,77506-5242,(713) 740-0696,(713) 740-4103,rrabago@pasadenaisd.org,,MR STEPHEN HARDING   ,'EE-04,966,Active, ,2015-03-14T05:35:00,274,USCGeocoder,16,1,4.01,,21147ccf-1d63-487a-90a3-c292314b8041,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,39815.6214442,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.697283338,-95.1838666591,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917114,RED BLUFF EL,REGULAR INSTRUCTIONAL,,416 BEARLE ST,PASADENA,TX,77506-3002,416 BEARLE ST,PASADENA,TX,77506-3002,(713) 740-0704,(713) 740-4143,mkramer@pasadenaisd.org,,MS TAMMY HINTON   ,'PK-04,591,Active, ,2015-03-14T05:35:00,275,USCGeocoder,31,1,4.01,,98449247-512b-4fc3-b0ff-cee0c818d2fe,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,37985.3828261,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.7040364386,-95.1865169814,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917115,RICHEY EL,REGULAR INSTRUCTIONAL,,610 S RICHEY,PASADENA,TX,77506-3302,610 S RICHEY,PASADENA,TX,77506-3302,(713) 740-0712,(713) 740-4098,azapata@pasadenaisd.org,,MS ANDREA ZAPATA   ,'EE-04,919,Active, ,2015-03-14T05:35:00,276,USCGeocoder,47,1,4.01,,98b2176b-ca36-4683-b667-7c5a13b2d677,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,35568.1837799,ArealInterpolationGeometricCentroid,Parcel,88.3431952663,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.7026951201,-95.2211666841,Relaxed,
'101,HARRIS COUNTY,'04,'101917,PASADENA ISD,INDEPENDENT,1515 CHERRYBROOK,PASADENA,TX,77502-4099,1515 CHERRYBROOK,PASADENA,TX,77502-4099,(713) 740-0000,(713) 740-4040,dsmith@pasadenaisd.org,www.pasadenaisd.org,KIRK LEWIS   ,55577,'101917116,L F SMITH ELEMENTARY,REGULAR INSTRUCTIONAL,,1401 AVE A,SO HOUSTON,TX,77587-3733,1401 AVE A,SO HOUSTON,TX,77587-3733,(713) 740-0720,(713) 740-4113,,,MRS CATHY DANA   ,'EE-05,893,Active, ,2015-03-14T05:35:00,277,USCGeocoder,31,1,4.01,,8ca4c37b-7f93-4026-a64e-7aecafc4fa82,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4783.75403751,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.6666882278,-95.2138948022,Relaxed,
