CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_nicolecobler_output_03_nc,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912041,BERTA CABAZA MIDDLE,REGULAR INSTRUCTIONAL,,2901 SHAFER RD,SAN BENITO,TX,78586,2901 SHAFER RD,SAN BENITO,TX,78586,(956) 361-6600, ,,,MR WILLIAM SNAVELY   ,'06-08,974,Active, ,2015-03-14T05:35:02,291,USCGeocoder,63,1,4.01,,4f52d825-ef02-400a-9699-a9a3b23317cc,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.150247,-97.659479,Exact
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912042,MILLER JORDAN MIDDLE,REGULAR INSTRUCTIONAL,,700 N MCCULLOUGH,SAN BENITO,TX,78586-5216,700 N MCCULLOUGH,SAN BENITO,TX,78586-5216,(956) 361-6650, ,,,MARY ALICE MARTINEZ   ,'06-08,844,Active,2007-08-10,2015-03-14T05:35:02,292,USCGeocoder,16,1,4.01,,5abce69c-4f2a-4386-b997-05406728cf46,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2786.92377037,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,26.1317589867,-97.6219667578,Relaxed
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912043,SAN BENITO RIVERSIDE MIDDLE,REGULAR INSTRUCTIONAL,,35428 PADILLA ST,SAN BENITO,TX,78586,35428 PADILLA ST,SAN BENITO,TX,78586, , ,alimon@mail.sanbenito.k12.tx.us,,MR JOEL WOOD   ,'06-08,707,Active,2006-09-13,2015-03-14T05:35:02,293,USCGeocoder,31,1,4.01,,71eca2eb-ff4f-4bf8-9a01-ff319eaf8a98,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7445.81183814,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.0457885326,-97.6702974983,Relaxed
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912101,FRED BOOTH,REGULAR INSTRUCTIONAL,,845 ZARAGOZA ST,SAN BENITO,TX,78586-4501,845 ZARAGOZA ST,SAN BENITO,TX,78586-4501,(956) 361-6860, ,,,MRS MARY ALICE LEAL   ,'EE-05,544,Active, ,2015-03-14T05:35:02,294,USCGeocoder,156,1,4.01,,72129930-3c6e-46a9-9bd8-927e2354b3fe,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2456.83231974,LinearInterpolationAddressRange,StreetSegment,96.6715976331,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.1347680106,-97.6401635941,Relaxed;Soundex
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912103,CASH EL,REGULAR INSTRUCTIONAL,,400 N PONCIANA ST,SAN BENITO,TX,78586-5442,400 N PONCIANA ST,SAN BENITO,TX,78586-5442,(956) 361-6700, ,,,MRS LUPITA MONSEVALLES   ,'EE-05,598,Active, ,2015-03-14T05:35:02,295,USCGeocoder,0,1,4.01,,b52bb18f-ee4f-4a7f-a724-48197204c9d8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2547.67015308,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.1287261799,-97.6218506665,Relaxed
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912104,DOWNS EL,REGULAR INSTRUCTIONAL,,1302 N DOWLING,SAN BENITO,TX,78586-5227,1302 N DOWLING,SAN BENITO,TX,78586-5227,(956) 361-6720, ,,,MR TIM MOON   ,'EE-05,487,Active, ,2015-03-14T05:35:02,296,USCGeocoder,63,1,4.01,,ca12b230-ae29-470e-9777-ab8e321bf76e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.139711,-97.620651,Exact
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912106,LANDRUM EL,REGULAR INSTRUCTIONAL,,450 S DOWLING ST,SAN BENITO,TX,78586-3822,450 S DOWLING ST,SAN BENITO,TX,78586-3822,(956) 361-6800, ,,,DR EVA BISAILLON   MRS AURORA MENDOZA   ,'EE-05,294,Active, ,2015-03-14T05:35:02,297,USCGeocoder,125,1,4.01,,321ad838-8429-4fe5-9e45-3e67c4f5f99c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.126871,-97.63153,Exact
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912108,RANGERVILLE EL,REGULAR INSTRUCTIONAL,,17558 LANDRUM PARK RD,SAN BENITO,TX,78586,17558 LANDRUM PARK RD,SAN BENITO,TX,78586,(956) 361-6840, ,,,ARACELY SALINAS   ,'EE-05,364,Active, ,2015-03-14T05:35:02,298,USCGeocoder,16,1,4.01,,97154063-5184-430c-9189-456c41e5e074,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9791.72231248,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.0978754821,-97.7426885596,Relaxed
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912109,ROBERTS EL,REGULAR INSTRUCTIONAL,,650 BIDDLE AVE,SAN BENITO,TX,78586-4414,650 BIDDLE AVE,SAN BENITO,TX,78586-4414,(956) 361-6740, ,,,GILBERT GALVAN   ,'EE-05,395,Active, ,2015-03-14T05:35:02,299,USCGeocoder,31,1,4.01,,35f1dafc-6606-4004-9b7a-b72768786c14,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,593.151963562,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,26.1307450785,-97.6441689155,Relaxed
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912110,SULLIVAN EL,REGULAR INSTRUCTIONAL,,900 ELIZABETH ST,SAN BENITO,TX,78586-2899,900 ELIZABETH ST,SAN BENITO,TX,78586-2899,(956) 361-6880, ,,,MRS BOBBIE JO HUSHEN   ,'EE-05,472,Active, ,2015-03-14T05:35:02,300,USCGeocoder,16,1,4.01,,b9bc1ac5-8094-4fcc-8335-9acdba63413c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4361.21634264,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.1282097747,-97.6416373876,Exact
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912112,LA ENCANTADA EL,REGULAR INSTRUCTIONAL,,1 MILE FARM RD 1577,SAN BENITO,TX,78586-4501,1 MILE FARM RD 1577,SAN BENITO,TX,78586-4501,(956) 361-6760, ,,,MS GRACIE MARTINEZ   ,'EE-05,544,Active, ,2015-03-14T05:35:02,301,USCGeocoder,31,1,4.01,,8723d3d8-5639-429b-a594-6bc8e750f31d,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.029445,-97.628279,Exact
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912114,LA PALOMA EL,REGULAR INSTRUCTIONAL,,ROUTE 1 BOX 263-A,SAN BENITO,TX,78586-9714,35076 MAIN ST,SAN BENITO,TX,78586-9714,(956) 361-6780, ,lflores@sbcisd.net,,MS LIBBY FLORES   ,'EE-05,443,Active,1983-08-30,2015-03-14T05:35:02,302,USCGeocoder,31,1,4.01,,11e7c36e-799b-42fc-9e52-1aea651f1d67,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2336.07041514,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.0503843985,-97.6662014837,Relaxed
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912115,RAUL GARZA JR EL,REGULAR INSTRUCTIONAL,,846 8TH ST,SAN BENITO,TX,78586-5509,848 8TH ST,SAN BENITO,TX,78586-5509,(956) 361-6900, ,,,MS ELSA LAMBERT   ,'EE-05,389,Active,1996-05-06,2015-03-14T05:35:02,303,USCGeocoder,63,1,4.01,,54e0c12a-4310-419b-b61a-c7587a111fda,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2179.17263133,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.1167879959,-97.624706583,Exact
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912116,JUDGE OSCAR DE LA FUENTE EL,REGULAR INSTRUCTIONAL,,2700 S SAM HOUSTON,SAN BENITO,TX,78586,2700 S SAM HOUSTON,SAN BENITO,TX,78586,(956) 361-6820,(956) 361-6828,alimon@mail.sanbenito.k12.tx.us,,MR ROLANDO DIAZ   ,'EE-05,430,Active,2006-09-13,2015-03-14T05:35:02,304,USCGeocoder,31,1,4.01,,62b8b4d6-ed5a-4800-9e5f-b0e1fee8665e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1315.59689808,LinearInterpolationAddressRange,StreetSegment,92.899408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.1462229506,-97.6192466924,Relaxed
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912117,ANGELA GERUSA LEAL EL,REGULAR INSTRUCTIONAL,,33356 FM 732,SAN BENITO,TX,78586,33356 FM 732,SAN BENITO,TX,78586,(956) 276-5055,(956) 361-6193,mcruz@sbcisd.net,,MR MANUEL CRUZ   ,'EE-05,505,Active,2011-08-02,2015-03-14T05:35:02,305,USCGeocoder,16,1,4.01,,30ac611f-9f38-402c-8d15-1260436dfa51,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7374.87772075,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.0744464092,-97.6397151701,Exact
'031,CAMERON COUNTY,'01,'031912,SAN BENITO CISD,INDEPENDENT,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,240 N CROCKETT ST,SAN BENITO,TX,78586-4608,(956) 361-6110,(956) 361-6115,alimon@sbcisd.net,www.sbcisd.net/,DR MARC PUIG   ,11035,'031912201,HESTER JUVENILE DETENT,ALTERNATIVE INSTRUCTIONAL,,2310 W HWY 77,SAN BENITO,TX,78586-4501,2310 W HWY 77,SAN BENITO,TX,78586-4501,(956) 399-3075,(956) 399-6278,holgin@sbcisd.net,www.sbcisd.net,MR ROLANDO GUERRA   ,'03-12,43,Active,1995-07-01,2015-03-14T05:35:02,306,USCGeocoder,63,1,4.01,,255b29cb-172e-48a7-9726-5defc243ef6e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.16345,-97.658013,Exact
'031,CAMERON COUNTY,'01,'031913,SANTA MARIA ISD,INDEPENDENT,P O BOX 448,SANTA MARIA,TX,78592-0448,11119 MILITARY HWY 281,SANTA MARIA,TX,78592-0448,(956) 565-6308 ext:1002,(956) 565-0598,mchavez@smisd.net,www2.smisd.net/,MARIA J CHAVEZ   ,719,'031913001,SANTA MARIA H S,REGULAR INSTRUCTIONAL,,P O BOX 448,SANTA MARIA,TX,78592-0448,11224 MILITARY RD,SANTA MARIA,TX,78592-0448,(956) 565-9144,(956) 514-1968,ctaylor@smisd.net,www.smisd.net,MRS CINDY TAYLOR   ,'09-12,199,Active,1991-07-01,2015-03-14T05:35:02,307,USCGeocoder,47,1,4.01,,69dafec7-50ba-4a43-8953-429efd304864,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.07653,-97.844111,Exact
'031,CAMERON COUNTY,'01,'031913,SANTA MARIA ISD,INDEPENDENT,P O BOX 448,SANTA MARIA,TX,78592-0448,11119 MILITARY HWY 281,SANTA MARIA,TX,78592-0448,(956) 565-6308 ext:1002,(956) 565-0598,mchavez@smisd.net,www2.smisd.net/,MARIA J CHAVEZ   ,719,'031913005,SANTA MARIA DAEP,DAEP INSTRUCTIONAL,,P O BOX 448,SANTA MARIA,TX,78692,811 E PIKE,WESLACO,TX,78596,(956) 447-2332,(956) 968-7425,ajimenez@smisd.net,,MRS ESMERALDA RIOS   ,'04-12,-1,Active,2002-09-01,2015-03-14T05:35:02,308,USCGeocoder,31,1,4.01,,a52da6dd-6c9e-4c42-b385-ef9a227eace7,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.170085,-97.98174,Exact
'031,CAMERON COUNTY,'01,'031913,SANTA MARIA ISD,INDEPENDENT,P O BOX 448,SANTA MARIA,TX,78592-0448,11119 MILITARY HWY 281,SANTA MARIA,TX,78592-0448,(956) 565-6308 ext:1002,(956) 565-0598,mchavez@smisd.net,www2.smisd.net/,MARIA J CHAVEZ   ,719,'031913041,SANTA MARIA MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 448,SANTA MARIA,TX,78592-0448,11119 MLITARY RD,SANTA MARIA,TX,78592-0448,(956) 565-6309,(956) 565-6720,ctaylor@smisd.net,www.smisd.net,MRS CINDY TAYLOR   ,'06-08,-1,Active,1993-07-01,2015-03-14T05:35:02,309,USCGeocoder,94,1,4.01,,be881cb0-21c5-4af4-aa64-f32cd2b10095,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.076511,-97.844079,Exact
'031,CAMERON COUNTY,'01,'031913,SANTA MARIA ISD,INDEPENDENT,P O BOX 448,SANTA MARIA,TX,78592-0448,11119 MILITARY HWY 281,SANTA MARIA,TX,78592-0448,(956) 565-6308 ext:1002,(956) 565-0598,mchavez@smisd.net,www2.smisd.net/,MARIA J CHAVEZ   ,719,'031913101,TONY GONZALEZ EL,REGULAR INSTRUCTIONAL,,P O BOX 448,SANTA MARIA,TX,78592-0448,11142 MILITARY RD,SANTA MARIA,TX,78592-0448,(956) 565-5348,(956) 565-2698,rcampa@smisd.net,www.smisd.net,MR ROGELIO CAMPA   ,'EE-05,358,Active,1991-07-01,2015-03-14T05:35:02,310,USCGeocoder,47,1,4.01,,ca1f87d1-4d4e-4429-bcc5-e30020b2ba26,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.076511,-97.844079,Exact
'031,CAMERON COUNTY,'01,'031914,SANTA ROSA ISD,INDEPENDENT,P O BOX 368,SANTA ROSA,TX,78593-0368,232 E JESUS T AVILA ST,SANTA ROSA,TX,78593-0368,(956) 636-9800 ext:101 ,(956) 636-9890,hbvillarreal@srtx.org,www.santarosaisd.org,MR HERIBERTO VILLARREAL   ,1150,'031914001,SANTA ROSA H S,REGULAR INSTRUCTIONAL,,P O BOX 368,SANTA ROSA,TX,78593-0368,HWY 107 & E CRUZ ST,SANTA ROSA,TX,78593-0368,(956) 636-9800 ext:201 ,(956) 636-9846,mtrevino@srtx.org,www.srtx.org,MS MIGDALIA TREVINO   ,'09-12,342,Active, ,2015-03-14T05:35:02,311,USCGeocoder,31,1,4.01,,4a15cb7c-1a4a-4941-b5b9-bbf5e7e16213,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.253317,-97.822965,Exact
'031,CAMERON COUNTY,'01,'031914,SANTA ROSA ISD,INDEPENDENT,P O BOX 368,SANTA ROSA,TX,78593-0368,232 E JESUS T AVILA ST,SANTA ROSA,TX,78593-0368,(956) 636-9800 ext:101 ,(956) 636-9890,hbvillarreal@srtx.org,www.santarosaisd.org,MR HERIBERTO VILLARREAL   ,1150,'031914002,SANTA ROSA DAEP,DAEP INSTRUCTIONAL,,P O BOX 368,SANTA ROSA,TX,78593,HWY 107 & CRUZ ST,SANTA ROSA,TX,78593-0368,(956) 636-9800 ext:127 ,(956) 636-9862,rrangel@srtx.org,,MR RENE RANGEL   ,'06-12,-1,Active,2006-06-13,2015-03-14T05:35:02,312,USCGeocoder,16,1,4.01,,580f6e02-c9a6-482f-8350-18548c94120e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.258975,-97.833457,Exact
'031,CAMERON COUNTY,'01,'031914,SANTA ROSA ISD,INDEPENDENT,P O BOX 368,SANTA ROSA,TX,78593-0368,232 E JESUS T AVILA ST,SANTA ROSA,TX,78593-0368,(956) 636-9800 ext:101 ,(956) 636-9890,hbvillarreal@srtx.org,www.santarosaisd.org,MR HERIBERTO VILLARREAL   ,1150,'031914003,SANTA ROSA JJAEP,JJAEP INSTRUCTIONAL,,P O BOX 368,SANTA ROSA,TX,78593,2310 W HWY 77,SAN BENITO,TX,78586,(956) 636-9800 ext:130 ,(956) 636-9846,rrangel@srtx.org,,MR JOSE LUIS GONZALEZ   ,'06-12,-1,Active,2006-10-27,2015-03-14T05:35:02,313,USCGeocoder,47,1,4.01,,b0fa40e7-8deb-46f3-9904-52d3dc7aec93,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.162217,-97.658331,Exact
'031,CAMERON COUNTY,'01,'031914,SANTA ROSA ISD,INDEPENDENT,P O BOX 368,SANTA ROSA,TX,78593-0368,232 E JESUS T AVILA ST,SANTA ROSA,TX,78593-0368,(956) 636-9800 ext:101 ,(956) 636-9890,hbvillarreal@srtx.org,www.santarosaisd.org,MR HERIBERTO VILLARREAL   ,1150,'031914041,JO NELSON MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 368,SANTA ROSA,TX,78593-0368,102 S MAIN,SANTA ROSA,TX,78593,(956) 636-9850 ext:302 ,(956) 636-1519,jgray@srtx.org,www.srtx.org,MR JOHN GRAY   ,'06-08,254,Active, ,2015-03-14T05:35:02,314,USCGeocoder,47,1,4.01,,155c681f-c4ff-404b-bc34-7fc68efaf96e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.252845,-97.824864,Exact
'031,CAMERON COUNTY,'01,'031914,SANTA ROSA ISD,INDEPENDENT,P O BOX 368,SANTA ROSA,TX,78593-0368,232 E JESUS T AVILA ST,SANTA ROSA,TX,78593-0368,(956) 636-9800 ext:101 ,(956) 636-9890,hbvillarreal@srtx.org,www.santarosaisd.org,MR HERIBERTO VILLARREAL   ,1150,'031914101,ELMA E BARRERA EL,REGULAR INSTRUCTIONAL,,P O BOX 368,SANTA ROSA,TX,78593-0368,HWY 107,SANTA ROSA,TX,78593-0368,(956) 636-9870,(956) 636-2746,asalazar@srtx.org,www.santarosaisd.org,MRS SYLVIA M RAMOS   ,'EE-05,550,Active, ,2015-03-14T05:35:02,315,USCGeocoder,31,1,4.01,,2e8b2e2a-39f0-4afa-8b21-229ec057514d,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.267865,-97.822464,Exact
'031,CAMERON COUNTY,'01,'031916,SOUTH TEXAS ISD,INDEPENDENT,100 MED HIGH DR,MERCEDES,TX,78570-9702,100 MED HIGH DR,MERCEDES,TX,78570-9702,(956) 514-4216,(956) 565-9129,marla.guerra@stisd.net,www.stisd.net,DR MARLA M GUERRA   ,3376,'031916001,SOUTH TEXAS BUSINESS EDUCATION & TECHNOLOGY ACADEM,REGULAR INSTRUCTIONAL,,510 S SUGAR RD,EDINBURG,TX,78539-3906,510 S SUGAR RD,EDINBURG,TX,78539-3906,(956) 383-1684,(956) 383-8544,nora.casarez@stisd.net,beta.stisd.net,DR NORA CASAREZ   ,'09-12,669,Active,1974-09-01,2015-03-14T05:35:02,316,USCGeocoder,16,1,4.01,,1f7cb3a6-c151-4ed0-b900-050923ebfd34,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,143482.989484,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,26.2979069163,-98.177203845,Relaxed
