CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_DannyG_output_07_dg,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'072,ERATH COUNTY,'11,'072801,PREMIER HIGH SCHOOLS,CHARTER,P O BOX 292730,LEWISVILLE,TX,75029.0,1301 WATERS RIDGE DR,LEWISVILLE,TX,75057.0,(972) 316-3663,(972) 315-9506,ccook@responsiveed.com,premierhighschools.com/,CHARLES COOK   ,3653,'072801141,PREMIER H S OF LEWISVILLE,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 292730,LEWISVILLE,TX,75029.0,1800 LAKEWAY DR NO 120,LEWISVILLE,TX,75057.0,(972) 316-3663,(972) 315-9506,dfoster@responsiveed.com,,DEBBIE FOSTER   ,'09-12,66,Active,40025.0,2015-03-14T05:35:09,236,USCGeocoder,16,1,4.01,,20852eee-9491-44ed-83cf-7a023d8a62f7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,39229.4237988,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.0203946673,-96.9777462374,Exact
'072,ERATH COUNTY,'11,'072801,PREMIER HIGH SCHOOLS,CHARTER,P O BOX 292730,LEWISVILLE,TX,75029.0,1301 WATERS RIDGE DR,LEWISVILLE,TX,75057.0,(972) 316-3663,(972) 315-9506,ccook@responsiveed.com,premierhighschools.com/,CHARLES COOK   ,3653,'072801142,PREMIER H S OF AMARILLO,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 292730,LEWISVILLE,TX,75029.0,3242 HOBBS RD,AMARILLO,TX,79109.0,(806) 352-0171,(972) 315-9506,mgriffin@responsiveed.com,,MICHAEL GRIFFIN   ,'09-12,143,Active,40025.0,2015-03-14T05:35:09,237,USCGeocoder,47,1,4.01,,d3e76141-93c1-4e34-bdf4-32c4cdd22614,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4314.40415851,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,35.1803992369,-101.881821928,Exact
'072,ERATH COUNTY,'11,'072802,ERATH EXCELS ACADEMY INC,CHARTER,680 PEACH ORCHARD RD,STEPHENVILLE,TX,76401.0,680 PEACH ORCHARD RD,STEPHENVILLE,TX,76401.0,(254) 965-8883,(254) 965-8654,dmiller@erath-excels.org,,DEBRA MILLER   ,195,'072802001,HUSTON ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,680 PEACH ORCHARD RD,STEPHENVILLE,TX,76401.0,680 PEACH ORCHARD RD,STEPHENVILLE,TX,76401.0,(254) 965-8883,(254) 965-8654,dmiller@erath-excels.org,,MS VALARIE HARVICK   ,'07-12,103,Active,37437.0,2015-03-14T05:35:09,238,USCGeocoder,78,1,4.01,,1032d69b-5e38-46ea-b47f-1f46918b9980,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.193316,-98.252817,Exact
'072,ERATH COUNTY,'11,'072802,ERATH EXCELS ACADEMY INC,CHARTER,680 PEACH ORCHARD RD,STEPHENVILLE,TX,76401.0,680 PEACH ORCHARD RD,STEPHENVILLE,TX,76401.0,(254) 965-8883,(254) 965-8654,dmiller@erath-excels.org,,DEBRA MILLER   ,195,'072802002,SHORELINE ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,680 PEACH ORCHARD RD,STEPHENVILLE,TX,76401.0,1220 GREGORY ST,TAFT,TX,78390.0,(361) 528-3959,(361) 528-2143,dmiller@erath-excels.org,,DEANN PHILLIPS   ,'07-12,92,Active,38138.0,2015-03-14T05:35:09,239,USCGeocoder,16,1,4.01,,fe0749d2-c310-4492-8aa5-81629009cae3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5692.19750823,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,27.9746650375,-97.3846623676,Exact
'072,ERATH COUNTY,'11,'072901,THREE WAY ISD,INDEPENDENT,247 CR 207,STEPHENVILLE,TX,76401.0,HWY 67 CR 207,STEPHENVILLE,TX,76401.0,(254) 965-6496,(254) 965-3357,pryan@twisd.us,www.twisd.us,MR PAUL RYAN   ,90,'072901101,THREE WAY EL,REGULAR INSTRUCTIONAL,,247 CR 207,STEPHENVILLE,TX,76401.0,247 CR 207,STEPHENVILLE,TX,76401.0,(254) 965-6496,(254) 965-3357,pryan@twisd.us,www.twisd.us,DR BRANDY CAMPBELL   ,'PK-08,90,Active,30863.0,2015-03-14T05:35:09,240,USCGeocoder,203,1,4.01,,33364185-bda0-43d1-bab8-c34f2e6732fb,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.155833,-98.026678,Exact
'072,ERATH COUNTY,'11,'072902,DUBLIN ISD,INDEPENDENT,P O BOX 169,DUBLIN,TX,76446-0169,420 N CAMDEN,DUBLIN,TX,76446-0169,(254) 445-3341,(254) 445-3345,rschneider@dublinisd.us,www.dublinisd.us,RODNEY SCHNEIDER   ,1160,'072902001,DUBLIN H S,REGULAR INSTRUCTIONAL,,P O BOX 169,DUBLIN,TX,76446-0169,2233 E STATE HWY 6,DUBLIN,TX,76446-0169,(254) 445-0362,(254) 445-1706,kowen@dublinisd.us,www.dublin.k12.tx.us,KEITH OWEN   ,'07-12,464,Active, ,2015-03-14T05:35:09,241,USCGeocoder,47,1,4.01,,011a61af-8c24-4601-bd05-03d8f090d803,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.086701,-98.321201,Exact
'072,ERATH COUNTY,'11,'072902,DUBLIN ISD,INDEPENDENT,P O BOX 169,DUBLIN,TX,76446-0169,420 N CAMDEN,DUBLIN,TX,76446-0169,(254) 445-3341,(254) 445-3345,rschneider@dublinisd.us,www.dublinisd.us,RODNEY SCHNEIDER   ,1160,'072902101,DUBLIN EL,REGULAR INSTRUCTIONAL,,P O BOX 169,DUBLIN,TX,76446-0169,701 N THOMAS,DUBLIN,TX,76446-0169,(254) 445-2577,(254) 445-2570,msummers@dublinisd.us,www.dublin.k12.tx.us,MS MELISSA SUMMERS   ,'EE-03,432,Active, ,2015-03-14T05:35:09,242,USCGeocoder,16,1,4.01,,10c567a5-d4d7-4298-b487-18567a2a4ece,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4595.88028057,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.0925588881,-98.3344001872,Relaxed
'072,ERATH COUNTY,'11,'072902,DUBLIN ISD,INDEPENDENT,P O BOX 169,DUBLIN,TX,76446-0169,420 N CAMDEN,DUBLIN,TX,76446-0169,(254) 445-3341,(254) 445-3345,rschneider@dublinisd.us,www.dublinisd.us,RODNEY SCHNEIDER   ,1160,'072902102,DUBLIN INT,REGULAR INSTRUCTIONAL,,P O BOX 169,DUBLIN,TX,76446-0169,609 N THOMAS,DUBLIN,TX,76446-0169,(254) 445-2618,(254) 445-3383,tjohnson@dublinisd.us,www.dublin.k12.tx.us,MR TERRY JOHNSON   ,'04-06,264,Active,35064.0,2015-03-14T05:35:09,243,USCGeocoder,31,1,4.01,,06c0b7fb-bb99-4ac5-b8b9-652cdfc4caa0,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.087767,-98.341739,Exact
'072,ERATH COUNTY,'11,'072903,STEPHENVILLE ISD,INDEPENDENT,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,(254) 968-7990,(254) 968-5942,MATT.UNDERWOOD@sville.us,www.sville.us/,MR MATTHEWS UNDERWOOD   ,3614,'072903001,STEPHENVILLE H S,REGULAR INSTRUCTIONAL,,2655 W OVERHILL DR,STEPHENVILLE,TX,76401-1972,2650 W OVERHILL DR,STEPHENVILLE,TX,76401-1972,(254) 968-4141,(254) 968-4897,stephanie.traweek@sville.us,,MRS STEPHANIE TRAWEEK   ,'09-12,971,Active, ,2015-03-14T05:35:09,244,USCGeocoder,47,1,4.01,,e2ab2386-d05f-407d-8eb7-73b757f075de,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,12479.3881624,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.2169928427,-98.2388814949,Exact
'072,ERATH COUNTY,'11,'072903,STEPHENVILLE ISD,INDEPENDENT,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,(254) 968-7990,(254) 968-5942,MATT.UNDERWOOD@sville.us,www.sville.us/,MR MATTHEWS UNDERWOOD   ,3614,'072903041,HENDERSON J H,REGULAR INSTRUCTIONAL,,2655 W OVERHILL DR,STEPHENVILLE,TX,76401-3006,2798 W FREY,STEPHENVILLE,TX,76401-3006,(254) 968-6967,(254) 965-7018,renee.goodwin@sville.us,,MRS RENEE GOODWIN   ,'07-08,557,Active, ,2015-03-14T05:35:09,245,USCGeocoder,31,1,4.01,,ce57e6ed-4958-4f87-a61a-6463d5792239,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2002.80631666,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.2127343348,-98.2356235173,Exact
'072,ERATH COUNTY,'11,'072903,STEPHENVILLE ISD,INDEPENDENT,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,(254) 968-7990,(254) 968-5942,MATT.UNDERWOOD@sville.us,www.sville.us/,MR MATTHEWS UNDERWOOD   ,3614,'072903101,CENTRAL EL,REGULAR INSTRUCTIONAL,,2655 W OVERHILL DR,STEPHENVILLE,TX,76401-4838,780 W WASHINGTON,STEPHENVILLE,TX,76401-4838,(254) 965-3716,(254) 965-5319,kelly.magin@sville.us,,KELLY MAGIN   ,'EE-KG,393,Active, ,2015-03-14T05:35:09,246,USCGeocoder,31,1,4.01,,99ffafe7-ac02-41bc-8002-916d4edced83,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2935.39927543,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.2177487587,-98.2077555957,Relaxed
'072,ERATH COUNTY,'11,'072903,STEPHENVILLE ISD,INDEPENDENT,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,(254) 968-7990,(254) 968-5942,MATT.UNDERWOOD@sville.us,www.sville.us/,MR MATTHEWS UNDERWOOD   ,3614,'072903102,CHAMBERLIN EL,REGULAR INSTRUCTIONAL,,2655 W OVERHILL DR,STEPHENVILLE,TX,76401-2963,1601 W FREY,STEPHENVILLE,TX,76401-2963,(254) 968-2311,(254) 968-5399,barry.cavitt@sville.us,,MRS JENNIFER SALYARDS   ,'01-02,580,Active, ,2015-03-14T05:35:09,247,USCGeocoder,0,1,4.01,,2e7c5e2d-8db7-443c-a138-ac41bc613a8a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2640.90167951,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.2191872291,-98.2230017864,Exact
'072,ERATH COUNTY,'11,'072903,STEPHENVILLE ISD,INDEPENDENT,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,(254) 968-7990,(254) 968-5942,MATT.UNDERWOOD@sville.us,www.sville.us/,MR MATTHEWS UNDERWOOD   ,3614,'072903103,GILBERT INT,REGULAR INSTRUCTIONAL,,2655 W OVERHILL DR,STEPHENVILLE,TX,76401-1784,950 N DALE,STEPHENVILLE,TX,76401-1784,(254) 968-4664,(254) 968-8696,mary.laigle@sville.us,,MRS MARY LAIGLE   ,'05-06,543,Active, ,2015-03-14T05:35:09,248,USCGeocoder,31,1,4.01,,bceec33f-9a49-4f8c-aeb9-8eae9f83624e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.21468,-98.234287,Exact
'072,ERATH COUNTY,'11,'072903,STEPHENVILLE ISD,INDEPENDENT,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,(254) 968-7990,(254) 968-5942,MATT.UNDERWOOD@sville.us,www.sville.us/,MR MATTHEWS UNDERWOOD   ,3614,'072903104,HOOK EL,REGULAR INSTRUCTIONAL,,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,1067 W JONES,STEPHENVILLE,TX,76401.0,(254) 968-3213,(254) 968-6758,stephanie.atchley@sville.us,,MRS STEPHANIE ATCHLEY   ,'03-04,570,Active,35514.0,2015-03-14T05:35:09,249,USCGeocoder,47,1,4.01,,ddc066a9-c93b-42d1-ab43-9835aed9a829,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5679.74914476,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.2210464946,-98.2137058251,Exact
'072,ERATH COUNTY,'11,'072904,BLUFF DALE ISD,INDEPENDENT,P O BOX 101,BLUFF DALE,TX,76433-0101,710 CHURCH ST,BLUFF DALE,TX,76433-0101,(254) 728-3277,(254) 728-3298,bhenderson@bdisd.net,www.bdisd.net,BILLY J HENDERSON   ,107,'072904101,BLUFF DALE EL,REGULAR INSTRUCTIONAL,,P O BOX 101,BLUFF DALE,TX,76433-0101,710 CHURCH ST,BLUFF DALE,TX,76433-0101,(254) 728-3277,(254) 728-3298,bhenderson@bdisd.net,www.bdisd.net,MR BILLY J HENDERSON   ,'EE-08,107,Active,27272.0,2015-03-14T05:35:09,250,USCGeocoder,16,1,4.01,,7553de27-87ab-43d0-9a02-a334824e7b12,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7368.78422245,LinearInterpolationAddressRange,StreetSegment,99.899408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.3505281842,-98.0256971477,Relaxed
'072,ERATH COUNTY,'11,'072908,HUCKABAY ISD,INDEPENDENT,200 COUNTY RD 421,STEPHENVILLE,TX,76401-6429,200 COUNTY RD 421,STEPHENVILLE,TX,76401-6429,(254) 968-8476,(254) 965-3740,cfloyd@hisd.us,www.hisd.us,MRS CHERYL L FLOYD   ,189,'072908001,HUCKABAY SCHOOL,REGULAR INSTRUCTIONAL,,200 COUNTY RD 421,STEPHENVILLE,TX,76401-6429,200 COUNTY RD 421,STEPHENVILLE,TX,76401-6429,(254) 968-5274,(254) 965-3740,cfloyd@hisd.us,www.huckabay.k12.tx.us,TYLOR CHAPLIN   ,'EE KG-12,189,Active,27272.0,2015-03-14T05:35:09,251,USCGeocoder,78,1,4.01,,33c9c14a-59fd-4682-806b-01ae4ce5a2ba,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.343603,-98.3019,Exact
'072,ERATH COUNTY,'11,'072908,HUCKABAY ISD,INDEPENDENT,200 COUNTY RD 421,STEPHENVILLE,TX,76401-6429,200 COUNTY RD 421,STEPHENVILLE,TX,76401-6429,(254) 968-8476,(254) 965-3740,cfloyd@hisd.us,www.hisd.us,MRS CHERYL L FLOYD   ,189,'072908004,HUCKABAY DAEP,DAEP INSTRUCTIONAL,,200 COUNTY RD 421,STEPHENVILLE,TX,76401-6429,200 COUNTY RD 421,STEPHENVILLE,TX,76401-6429,(254) 968-8476 ext:225 ,(254) 965-3740,cfloyd@hisd.us,,CHERYL L FLOYD   ,'EE KG-12,0,Active,37702.0,2015-03-14T05:35:09,252,USCGeocoder,78,1,4.01,,5d37a50a-e53a-4351-9abd-fdb456622535,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.343603,-98.3019,Exact
'072,ERATH COUNTY,'11,'072909,LINGLEVILLE ISD,INDEPENDENT,P O BOX 134,LINGLEVILLE,TX,76461-0134,21261 N FM 219,LINGLEVILLE,TX,76461-0134,(254) 968-2596,(254) 965-5821,chaley@lingleville.us,,MR CURTIS L HALEY   ,226,'072909001,LINGLEVILLE SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 134,LINGLEVILLE,TX,76461-0134,21261 N FM 219,LINGLEVILLE,TX,76461-0134,(254) 968-2596,(254) 965-5821,chaley@lingleville.us,www.lingleville.us,MR NICK HEUPEL   ,'EE-12,226,Active,27272.0,2015-03-14T05:35:09,253,USCGeocoder,125,1,4.01,,03f32129-c793-45b6-8902-b4f8d783dcba,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.238314,-98.377249,Exact
'072,ERATH COUNTY,'11,'072910,MORGAN MILL ISD,INDEPENDENT,P O BOX 8,MORGAN MILL,TX,76465-0008,HWY 281 & FM 1188,MORGAN MILL,TX,76465-0008,(254) 968-4921,(254) 968-4921,scouch@mmisd.us,www.morganmill.esc11.net,MR DEAN D EDWARDS   ,120,'072910101,MORGAN MILL EL,REGULAR INSTRUCTIONAL,,P O BOX 8,MORGAN MILL,TX,76465-0008,295 E FM 1188,MORGAN MILL,TX,76465.0,(254) 968-4921,(254) 968-4921,scouch@mmisd.us,www.morganmill.esc11.net,SHIRLEY COUCH   ,'EE KG-08,120,Active,27272.0,2015-03-14T05:35:09,254,USCGeocoder,94,1,4.01,,5cc938cc-84df-4f98-a089-80c7ebe1314a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8090.40994347,LinearInterpolationAddressRange,StreetSegment,89.9408284024,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.3484483769,-98.0553780371,Relaxed
'073,FALLS COUNTY,'12,'073901,CHILTON ISD,INDEPENDENT,P O BOX 488,CHILTON,TX,76632-0488,905 DURANGO AVE,CHILTON,TX,76632-0488,(254) 546-1200,(254) 546-1201,bcbobo@chiltonisd.org,www.chiltonisd.org,MR BENNY C BOBO   ,494,'073901001,CHILTON SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 488,CHILTON,TX,76632-0488,905 DURANGO AVE,CHILTON,TX,76632-9999,(254) 546-1200,(254) 546-1201,,www.chiltonisd.org,GLADYS GRAVES   MR BRANDON HUBBARD   ,'EE-12,494,Active, ,2015-03-14T05:35:09,255,USCGeocoder,47,1,4.01,,c29ad648-acb6-401c-8bb3-6c53bf87a367,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.285657,-97.063599,Exact
'073,FALLS COUNTY,'12,'073901,CHILTON ISD,INDEPENDENT,P O BOX 488,CHILTON,TX,76632-0488,905 DURANGO AVE,CHILTON,TX,76632-0488,(254) 546-1200,(254) 546-1201,bcbobo@chiltonisd.org,www.chiltonisd.org,MR BENNY C BOBO   ,494,'073901003,MARLIN DAEP,DAEP INSTRUCTIONAL,,P O BOX 488,CHILTON,TX,76632-0488,213 GREEN ST,MARLIN,TX,76661.0,(254) 803-2152, ,,,JOEL TAYLOR   ,'PK-12,0,Active,36299.0,2015-03-14T05:35:09,256,USCGeocoder,47,1,4.01,,8c463185-2999-48be-a766-1a9f8901250e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.310611,-96.895864,Exact
'073,FALLS COUNTY,'12,'073903,MARLIN ISD,INDEPENDENT,130 COLEMAN ST,MARLIN,TX,76661-2899,130 COLEMAN ST,MARLIN,TX,76661-2899,(254) 883-3585,(254) 883-6612,msteck@marlinisd.org,www.marlinisd.org,MICHAEL STECK   ,945,'073903001,MARLIN H S,REGULAR INSTRUCTIONAL,,130 COLEMAN ST,MARLIN,TX,76661-2899,1400 CAPPS ST,MARLIN,TX,76661-2654,(254) 883-2394,(254) 883-3470,snuner@marlinisd.org,www.marlinisd.org,CHARLES LONG   ,'09-12,241,Active, ,2015-03-14T05:35:09,257,USCGeocoder,78,1,4.01,,504f79c2-46b8-4f24-9f11-2ae9953c79c6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6814.20093547,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.3095457642,-96.8774187302,Exact
'073,FALLS COUNTY,'12,'073903,MARLIN ISD,INDEPENDENT,130 COLEMAN ST,MARLIN,TX,76661-2899,130 COLEMAN ST,MARLIN,TX,76661-2899,(254) 883-3585,(254) 883-6612,msteck@marlinisd.org,www.marlinisd.org,MICHAEL STECK   ,945,'073903045,MARLIN MIDDLE,REGULAR INSTRUCTIONAL,,130 COLEMAN ST,MARLIN,TX,76661-2899,678 SUCCESS DR,MARLIN,TX,76661-4309,(254) 883-9241,(254) 883-2839,swillert@marlinisd.org,www.marlinisd.org,STEPHANIE NUNER   ,'06-08,185,Active,33419.0,2015-03-14T05:35:09,258,USCGeocoder,63,1,4.01,,dd57b5eb-f425-4fe1-ab15-7e4fab4eb090,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.312682,-96.878591,Exact
'073,FALLS COUNTY,'12,'073903,MARLIN ISD,INDEPENDENT,130 COLEMAN ST,MARLIN,TX,76661-2899,130 COLEMAN ST,MARLIN,TX,76661-2899,(254) 883-3585,(254) 883-6612,msteck@marlinisd.org,www.marlinisd.org,MICHAEL STECK   ,945,'073903102,MARLIN EL,REGULAR INSTRUCTIONAL,,602 DONOHOO,MARLIN,TX,76661-2899,602 DONOHOO,MARLIN,TX,76661-4317,(254) 883-3232,(254) 883-5237,wbrown@marlinisd.org,www.marlinisd.org,MR WESLEY BROWN   ,'EE-05,519,Active, ,2015-03-14T05:35:09,259,USCGeocoder,16,1,4.01,,7b34a1e3-26d8-49ee-b838-208ea14509d8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,508.900390609,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.3122032222,-96.8805878083,Relaxed
'073,FALLS COUNTY,'12,'073904,WESTPHALIA ISD,INDEPENDENT,124 COUNTY RD 3000,LOTT,TX,76656-3897,HWY 320/CR3000,WESTPHALIA,TX,76656-3897,(254) 584-4988,(254) 584-2963,robert.hudson@westphaliaisd.org,www.westphaliaisd.org,ROBERT HUDSON   ,160,'073904101,WESTPHALIA EL,REGULAR INSTRUCTIONAL,,124 CR 3000,LOTT,TX,76656-9617,124 CR 3000,WESTPHALIA,TX,76656.0,(254) 584-4988,(254) 584-2963,robert.hudson@westphaliaisd.org,www.westphaliaisd.org,MR ROBERT HUDSON   ,'EE KG-08,160,Active,27272.0,2015-03-14T05:35:09,260,USCGeocoder,94,1,4.01,,882db0a4-efa8-4251-a27d-fcd8857ac72b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.120705,-97.116288,Exact
'073,FALLS COUNTY,'12,'073905,ROSEBUD-LOTT ISD,INDEPENDENT,P O BOX 638,ROSEBUD,TX,76570-0638,1789 US HWY 77,LOTT,TX,76656.0,(254) 583-4510,(254) 583-4469,aprice@rlisd.org,www.rlisd.org/,MR ANTHONY PRICE   ,632,'073905001,ROSEBUD-LOTT H S,REGULAR INSTRUCTIONAL,,P O BOX 638,ROSEBUD,TX,76570-0638,1789 US HWY 77,LOTT,TX,76656.0,(254) 583-7967,(254) 583-1130,twilliams@rlisd.org,hs.rlisd.org/,TODD WILLIAMS   ,'09-12,207,Active, ,2015-03-14T05:35:09,261,USCGeocoder,78,1,4.01,,f4349f45-409f-4cf2-bf93-248c0e2f0a03,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.139247,-97.006575,Exact
