CountyNumber,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,CountyName,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_tfry01_output_06_tf,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916122,BOWIE EL,REGULAR INSTRUCTIONAL,,7643 LA MANGA DR,DALLAS,TX,75248-4107,7643 LA MANGA DR,DALLAS,TX,75248-4107,(469) 593-6000,(469) 593-6066,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,STACI C LOW,EE KG-06,556,Active,,2015-03-14T05:35:00,25,USCGeocoder,47,1,4.01,,120ffef5-6f5e-418a-95b9-a67545fe5b65,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4636.051178,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.97048175,-96.77653206,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916123,PRAIRIE CREEK EL,REGULAR INSTRUCTIONAL,,2120 E PRAIRIE CREEK DR,RICHARDSON,TX,75080-2620,2120 E PRAIRIE CREEK DR,RICHARDSON,TX,75080-2620,(469) 593-6300,(469) 593-6308,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,KYLE M STUARD,KG-06,328,Active,,2015-03-14T05:35:00,26,USCGeocoder,31,1,4.01,,7090c7c2-d358-47ae-aef4-e9b0a0284607,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,13353.01992,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.97818263,-96.72227928,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916124,SPRINGRIDGE EL,REGULAR INSTRUCTIONAL,,1801 E SPRING VLY RD,RICHARDSON,TX,75081-5463,1801 E SPRING VLY RD,RICHARDSON,TX,75081-5463,(469) 593-8600,(469) 593-8603,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,TONIA D HOWARD,EE KG-06,369,Active,,2015-03-14T05:35:00,27,USCGeocoder,16,1,4.01,,38ed9b59-8f9b-418b-9877-1988bec17742,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4457.605955,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.93860795,-96.69129014,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916125,PRESTONWOOD EL,REGULAR INSTRUCTIONAL,,6525 LA COSA,DALLAS,TX,75248-4107,6525 LA COSA,DALLAS,TX,75248-4107,(469) 593-6700,(469) 593-6712,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,MS PAM AITKEN,KG-06,438,Active,,2015-03-14T05:35:00,28,USCGeocoder,16,1,4.01,,a2b77d4b-5e50-4aed-bc84-6d263c3675ab,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,796.2446379,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.95971742,-96.7963201,Relaxed
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916126,SKYVIEW EL,REGULAR INSTRUCTIONAL,,9229 MEADOWKNOLL DR,DALLAS,TX,75243-4107,9229 MEADOWKNOLL DR,DALLAS,TX,75243-4107,(469) 593-2400,(469) 593-2423,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,INGRID DODD,PK-06,775,Active,,2015-03-14T05:35:00,29,USCGeocoder,47,1,4.01,,bdced46b-5b13-43ae-9b6e-565fe5cd5b54,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2230.192829,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.90356745,-96.73275881,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916127,DARTMOUTH EL,REGULAR INSTRUCTIONAL,,417 DARTMOUTH LN,RICHARDSON,TX,75081-3235,417 DARTMOUTH LN,RICHARDSON,TX,75081-3299,(469) 593-8400,(469) 593-8408,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,JENNIFER BALCH,EE KG-06,392,Active,,2015-03-14T05:35:00,30,USCGeocoder,47,1,4.01,,559c400e-b5ac-4723-bd33-3841788651f9,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2501.533201,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.95398525,-96.68855753,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916128,BRENTFIELD EL,REGULAR INSTRUCTIONAL,,6767 BRENTFIELD DR,DALLAS,TX,75248-4107,6767 BRENTFIELD DR,DALLAS,TX,75248-4107,(469) 593-5730,(469) 593-5723,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,STEVEN LEMONS,KG-06,666,Active,,2015-03-14T05:35:00,31,USCGeocoder,16,1,4.01,,41036324-53f5-4a9d-92dc-986f5bdd7b55,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5332.908969,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.97493485,-96.79077567,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916129,JESS HARBEN EL,REGULAR INSTRUCTIONAL,,600 S GLENVILLE DR,RICHARDSON,TX,75081-4529,600 S GLENVILLE DR,RICHARDSON,TX,75081-4529,(469) 593-8800,(469) 593-8801,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,NICOLE D FARRAR,EE-06,361,Active,,2015-03-14T05:35:00,32,USCGeocoder,16,1,4.01,,f8e39ee3-1187-4628-8772-4fccc82b03e2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,553.3411348,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.93870712,-96.70496316,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916130,RICHLAND EL,REGULAR INSTRUCTIONAL,,550 PARK BEND,RICHARDSON,TX,75081,550 PARK BEND,RICHARDSON,TX,75081,(469) 593-4650,(469) 593-4654,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,GREGORY GASTON,PK-06,625,Active,,2015-03-14T05:35:00,33,USCGeocoder,16,1,4.01,,c2df0188-dd0a-4173-9eca-4db860395956,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5730.363001,LinearInterpolationAddressRange,StreetSegment,94.08284024,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.9407495,-96.72015788,Relaxed
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916131,YALE EL,REGULAR INSTRUCTIONAL,,1900 E COLLINS BLVD,RICHARDSON,TX,75081-2103,1900 E COLLINS BLVD,RICHARDSON,TX,75081-2103,(469) 593-8300,(469) 593-8362,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,STANLEY T CRAWFORD,KG-06,428,Active,,2015-03-14T05:35:00,34,USCGeocoder,63,1,4.01,,9412a78a-2ade-4040-a8b4-3e9720b4c695,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2343.248618,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.96782398,-96.69012191,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916132,MOSS HAVEN EL,REGULAR INSTRUCTIONAL,,9202 MOSS FARM LN,DALLAS,TX,75243-4107,9202 MOSS FARM LN,DALLAS,TX,75243-4107,(469) 593-2200,(469) 593-2158,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,PHILIP HENDERSON,KG-06,438,Active,,2015-03-14T05:35:00,35,USCGeocoder,31,1,4.01,,fb0f1ac8-cfe4-4c4e-99b8-ad5f0825f0de,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6257.056512,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.89603328,-96.74430042,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916133,BIG SPRINGS EL,REGULAR INSTRUCTIONAL,,3301 W CAMPBELL RD,GARLAND,TX,75044,3301 W CAMPBELL RD,GARLAND,TX,75044,(469) 593-8100,(469) 593-8114,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,DENISE L MAY,KG-06,387,Active,,2015-03-14T05:35:00,36,USCGeocoder,63,1,4.01,,4d1684a9-bc97-486d-97e8-73b72deb4a80,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3574.589137,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.9732377,-96.67822304,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916134,MERRIMAN PARK EL,REGULAR INSTRUCTIONAL,,7101 WINEDALE DR,DALLAS,TX,75231-4107,7101 WINEDALE DR,DALLAS,TX,75231-4107,(469) 593-2800,(469) 593-2751,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,KATHERINE L KIRKPATRICK,KG-06,518,Active,1979-07-16,2015-03-14T05:35:00,37,USCGeocoder,31,1,4.01,,d9495f81-402d-4894-8b9c-3e9a3838be6d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,601.7657672,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.87791146,-96.74165763,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916135,AIKIN EL,REGULAR INSTRUCTIONAL,,12300 PLEASANT VLY DR,DALLAS,TX,75243-4107,12300 PLEASANT VLY DR,DALLAS,TX,75243-4107,(469) 593-1820,(469) 593-1763,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,SANDRA POINTER,PK-06,742,Active,1979-07-16,2015-03-14T05:35:00,38,USCGeocoder,31,1,4.01,,ed20e05a-603a-4da0-af63-4c3d47fbc6ec,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2401.325826,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.91491067,-96.72346199,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916137,RISD ACAD,REGULAR INSTRUCTIONAL,,13630 COIT RD,DALLAS,TX,75240-5788,13630 COIT RD,DALLAS,TX,75240-5788,(469) 593-3300,(469) 593-3307,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,KEITH B FORTE,PK 01-06,907,Active,1989-11-27,2015-03-14T05:35:00,39,USCGeocoder,47,1,4.01,,f7911f37-761e-490f-907e-4347451b5eff,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1267.558337,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.93427497,-96.76894562,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916142,MATH/SCIENCE/TECH MAGNET,REGULAR INSTRUCTIONAL,,450 ABRAMS RD,RICHARDSON,TX,75081,450 ABRAMS RD,RICHARDSON,TX,75081,(469) 593-7300,(469) 593-7599,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,HELENA G LOPEZ,EE KG-06,564,Active,1994-07-01,2015-03-14T05:35:00,41,USCGeocoder,63,1,4.01,,2b0a936d-32a2-4837-a108-0b2d4b632037,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2000.292146,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.94498826,-96.72850129,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916143,FOREST LANE ACADEMY,REGULAR INSTRUCTIONAL,,9663 FOREST LN,DALLAS,TX,75243,9663 FOREST LN,DALLAS,TX,75243,(469) 593-1850,(469) 593-1919,pio@mailhub.richardson.k12.tx.us,www.risd.org,MS VON ENSLEY,PK-06,769,Active,2000-01-01,2015-03-14T05:35:00,42,USCGeocoder,31,1,4.01,,957df0b2-d59b-472c-ae67-27d0fc7abe85,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9296.637718,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.90964315,-96.72506042,Exact
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916144,AUDELIA CREEK EL,REGULAR INSTRUCTIONAL,,12600 AUDELIA,DALLAS,TX,75243,12600 AUDELIA,DALLAS,TX,75243,(469) 593-2900,(469) 593-2901,michael.savage@risd.org,www.richardson.k12.tx.us/administration/sch,MICHAEL SAVAGE,EE-06,701,Active,2003-05-15,2015-03-14T05:35:00,43,USCGeocoder,63,1,4.01,,bdae9425-0bfd-460a-bd98-8bd283ad5ef2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4748.426346,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.92134545,-96.71777419,Relaxed
057,DALLAS COUNTY,10,057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER,38618,057916145,CAROLYN G BUKHAIR EL,REGULAR INSTRUCTIONAL,,13900 MAHAM RD,DALLAS,TX,75240,13900 MAHAM RD,DALLAS,TX,75240,(469) 593-4900,(469) 593-4901,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,SUZANNE M SWIGGETT,01-06,740,Active,2004-09-01,2015-03-14T05:35:00,44,USCGeocoder,47,1,4.01,,e5d3f792-3b1f-4124-a350-b6f36af9c8ee,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1290.113375,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.93814952,-96.7610788,Exact
057,DALLAS COUNTY,10,057919,SUNNYVALE ISD,INDEPENDENT,417 E TRIPP RD,SUNNYVALE,TX,75182-9544,417 E TRIPP RD,SUNNYVALE,TX,75182-9544,(972) 226-5974,(972) 226-6882,martha.hullett@sunnyvaleisd.com,www.sunnyvaleisd.com/,MR DOUG WILLIAMS,1518,057919001,SUNNYVALE H S,REGULAR INSTRUCTIONAL,,222 N COLLINS RD,SUNNYVALE,TX,75182,222 N COLLINS RD,SUNNYVALE,TX,75182,(972) 203-4600,(972) 226-2834,karen.hill@sunnyvaleisd.com,www.sunnyvaleisd.com/,MR RON STERLING JR,09-12,442,Active,2008-08-25,2015-03-14T05:35:00,46,USCGeocoder,16,1,4.01,,91d1728e-0e85-4a0e-a7a3-f1b1ec16c71b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,22860.16383,LinearInterpolationAddressRange,StreetSegment,97.92899408,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.80304956,-96.56083389,Relaxed
057,DALLAS COUNTY,10,057919,SUNNYVALE ISD,INDEPENDENT,417 E TRIPP RD,SUNNYVALE,TX,75182-9544,417 E TRIPP RD,SUNNYVALE,TX,75182-9544,(972) 226-5974,(972) 226-6882,martha.hullett@sunnyvaleisd.com,www.sunnyvaleisd.com/,MR DOUG WILLIAMS,1518,057919002,DALLAS COUNTY JJAEP,JJAEP INSTRUCTIONAL,,417 E TRIPP RD,SUNNYVALE,TX,75182,1673 TERRE COLONY COURT,DALLAS,TX,75212,,,martha.hullett@sunnyvaleisd.com,,,05-12,0,Active,2011-08-22,2015-03-14T05:35:00,47,USCGeocoder,31,1,4.01,,d3d5502b-d516-4e15-b077-dcf3db92aa19,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,98086.48525,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.7704645,-96.86616943,Exact
057,DALLAS COUNTY,10,057919,SUNNYVALE ISD,INDEPENDENT,417 E TRIPP RD,SUNNYVALE,TX,75182-9544,417 E TRIPP RD,SUNNYVALE,TX,75182-9544,(972) 226-5974,(972) 226-6882,martha.hullett@sunnyvaleisd.com,www.sunnyvaleisd.com/,MR DOUG WILLIAMS,1518,057919041,SUNNYVALE MIDDLE,REGULAR INSTRUCTIONAL,,216 N COLLINS RD,SUNNYVALE,TX,75182,216 N COLLINS RD,SUNNYVALE,TX,75182,(972) 226-2922,(972) 226-0982,letishi.gunnels@sunnyvaleisd.com,www.sunnyvaleisd.com/,MS CARMEN AYO,05-08,480,Active,2006-04-19,2015-03-14T05:35:00,48,USCGeocoder,16,1,4.01,,e6e2675f-7475-40ec-b939-b07580c24af2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,22860.16383,LinearInterpolationAddressRange,StreetSegment,97.92899408,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.8035715,-96.5608257,Relaxed
057,DALLAS COUNTY,10,057922,COPPELL ISD,INDEPENDENT,200 S DENTON TAP RD,COPPELL,TX,75019-3205,200 S DENTON TAP RD,COPPELL,TX,75019-3205,(214) 496-6000,(214) 496-6036,kryon@coppellisd.com,www.coppellisd.com,DR MIKE WALDRIP,11570,057922002,VICTORY PLACE AT COPPELL,DAEP INSTRUCTIONAL,,550 N DENTON TAP RD,COPPELL,TX,75019-3205,550 N DENTON TAP RD,COPPELL,TX,75019-3205,(214) 496-8032,(214) 496-8027,info@coppellisd.com,www.coppellisd.com,RON-MARIE JOHNSON,KG-12,0,Active,1998-01-01,2015-03-14T05:35:00,51,USCGeocoder,31,1,4.01,,c41b2448-f65f-4152-a966-a5749b6d5c57,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9589.451479,LinearInterpolationAddressRange,StreetSegment,95.85798817,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.95733085,-96.99356627,Relaxed
057,DALLAS COUNTY,10,057922,COPPELL ISD,INDEPENDENT,200 S DENTON TAP RD,COPPELL,TX,75019-3205,200 S DENTON TAP RD,COPPELL,TX,75019-3205,(214) 496-6000,(214) 496-6036,kryon@coppellisd.com,www.coppellisd.com,DR MIKE WALDRIP,11570,057922003,NEW TECH H S AT COPPELL,REGULAR INSTRUCTIONAL,,113 SAMUEL BLVD,COPPELL,TX,75019,113 SAMUEL BLVD,COPPELL,TX,75019,(214) 496-5900,(214) 496-5906,info@coppellisd.com,www.coppellisd.com,DR LEANNE SHIVERS,09-12,378,Active,2008-08-25,2015-03-14T05:35:00,52,USCGeocoder,0,1,4.01,,54ab745e-70ab-4029-b585-e2c330da00fe,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6933.913908,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.96971878,-96.97230051,Exact
057,DALLAS COUNTY,10,057922,COPPELL ISD,INDEPENDENT,200 S DENTON TAP RD,COPPELL,TX,75019-3205,200 S DENTON TAP RD,COPPELL,TX,75019-3205,(214) 496-6000,(214) 496-6036,kryon@coppellisd.com,www.coppellisd.com,DR MIKE WALDRIP,11570,057922007,DALLAS COUNTY JJAEP,JJAEP INSTRUCTIONAL,,1673 TERRE COLONY COURT,DALLAS,TX,75212,1673 TERRE COLONY COURT,DALLAS,TX,75212,,,kryon@coppellisd.com,,,06-12,-1,Active,2008-09-01,2015-03-14T05:35:00,53,USCGeocoder,16,1,4.01,,bb80bafb-f42b-4d5d-9164-12aaef69835f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,98086.48525,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,,ReturnAll,AddressRangeInterpolation,,,0,32.7704645,-96.86616943,Exact
