CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_te3556_output_04_te,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'049,COOKE COUNTY,'11,'049901,GAINESVILLE ISD,INDEPENDENT,800 S MORRIS ST,GAINESVILLE,TX,76240.0,800 S MORRIS ST,GAINESVILLE,TX,76240.0,(940) 665-4362,(940) 668-0354,jbrasher@gainesvilleisd.org,www.gainesvilleisd.org,DR JEFFREY BRASHER   ,2858,'049901107,W E CHALMERS EL,REGULAR INSTRUCTIONAL,,600 FM 3092,GAINESVILLE,TX,76240-5621,600 FM 3092,GAINESVILLE,TX,76240.0,(940) 665-4147,(940) 665-9290,tfuhrmann@gainesvilleisd.org,www.gainesvilleisd.org,TAMMY FUHRMANN   ,'02-04,684,Active,36698.0,2015-03-14T05:35:04,304,USCGeocoder,94,1,4.01,,0cbb9b3e-3931-4efc-93ae-e483b34fa73c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.619962,-97.105647,Exact
'049,COOKE COUNTY,'11,'049902,MUENSTER ISD,INDEPENDENT,P O BOX 608,MUENSTER,TX,76252-0608,135 E 7TH ST,MUENSTER,TX,76252-0608,(940) 759-2281 ext:601 ,(940) 759-5200,sself@muensterisd.net,www.MuensterISD.net,MR STEVEN SELF   ,501,'049902001,MUENSTER H S,REGULAR INSTRUCTIONAL,,P O BOX 608,MUENSTER,TX,76252-0608,205 E 7TH ST,MUENSTER,TX,76252.0,(940) 759-2281 ext:624 ,(940) 759-4614,jyork@muensterisd.net,www.muensterisd.net,MR JOHN YORK   ,'07-12,202,Active, ,2015-03-14T05:35:04,305,USCGeocoder,63,1,4.01,,2d548bc3-41de-40bc-9d28-e0fc015368d5,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.656727,-97.376915,Exact
'049,COOKE COUNTY,'11,'049902,MUENSTER ISD,INDEPENDENT,P O BOX 608,MUENSTER,TX,76252-0608,135 E 7TH ST,MUENSTER,TX,76252-0608,(940) 759-2281 ext:601 ,(940) 759-5200,sself@muensterisd.net,www.MuensterISD.net,MR STEVEN SELF   ,501,'049902101,MUENSTER EL,REGULAR INSTRUCTIONAL,,P O BOX 608,MUENSTER,TX,76252-0608,912 N WALNUT ST,MUENSTER,TX,76252.0,(940) 759-2281 ext:621 ,(940) 759-5201,lheers@muensterisd.net,www.muensterisd.net,MS LOU ANN HEERS   ,'PK-06,299,Active, ,2015-03-14T05:35:04,306,USCGeocoder,31,1,4.01,,4f71522b-49a6-48ef-a1fe-c09dcdc68880,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5129.09090841,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.6586614776,-97.3706181347,Exact
'049,COOKE COUNTY,'11,'049903,VALLEY VIEW ISD,INDEPENDENT,106 NEWTON,VALLEY VIEW,TX,76272-9716,106 NEWTON,VALLEY VIEW,TX,76272-9716,(940) 726-3659,(940) 726-3614,mjparkhill@vvisd.net,www.vvisd.net,MR WILLIAM B STOKES   ,744,'049903001,VALLEY VIEW H S,REGULAR INSTRUCTIONAL,,106 NEWTON,VALLEY VIEW,TX,76272-9716,700 S FRONTAGE RD,VALLEY VIEW,TX,76272-9716,(940) 726-3522,(940) 726-3862,cheskett@vvisd.net,www.vvisd.net,MR CHRISTOPHER HESKETT   ,'09-12,188,Active,33055.0,2015-03-14T05:35:04,307,USCGeocoder,125,1,4.01,,8d7dedfe-358b-4c47-8f16-d6b60e72ad5c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.481174,-97.163175,Exact
'049,COOKE COUNTY,'11,'049903,VALLEY VIEW ISD,INDEPENDENT,106 NEWTON,VALLEY VIEW,TX,76272-9716,106 NEWTON,VALLEY VIEW,TX,76272-9716,(940) 726-3659,(940) 726-3614,mjparkhill@vvisd.net,www.vvisd.net,MR WILLIAM B STOKES   ,744,'049903002,DENTON COUNTY JJAEP,JJAEP INSTRUCTIONAL,,210 S WOODROW LN,DENTON,TX,76205-6304,210 S WOODROW LN,DENTON,TX,76205-6304, , ,mjparkhill@vvisd.net,,    ,'09-12,0,Active,40050.0,2015-03-14T05:35:04,308,USCGeocoder,16,1,4.01,,30e77792-9942-45bf-b29d-b018e6634ca1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10750.4677738,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.2125372542,-97.112097835,Exact
'049,COOKE COUNTY,'11,'049903,VALLEY VIEW ISD,INDEPENDENT,106 NEWTON,VALLEY VIEW,TX,76272-9716,106 NEWTON,VALLEY VIEW,TX,76272-9716,(940) 726-3659,(940) 726-3614,mjparkhill@vvisd.net,www.vvisd.net,MR WILLIAM B STOKES   ,744,'049903041,VALLEY VIEW MIDDLE,REGULAR INSTRUCTIONAL,,106 NEWTON,VALLEY VIEW,TX,76272-9716,750 S FRONTAGE RD,VALLEY VIEW,TX,76272.0,(940) 726-3244,(940) 726-3786,mchalmers@vvisd.net,www.vvisd.net,MR MATTHEW R CHALMERS   ,'05-08,237,Active,37735.0,2015-03-14T05:35:04,309,USCGeocoder,63,1,4.01,,8695f57d-9b83-47e3-9e5a-d8be3608b926,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.481192,-97.163175,Exact
'049,COOKE COUNTY,'11,'049903,VALLEY VIEW ISD,INDEPENDENT,106 NEWTON,VALLEY VIEW,TX,76272-9716,106 NEWTON,VALLEY VIEW,TX,76272-9716,(940) 726-3659,(940) 726-3614,mjparkhill@vvisd.net,www.vvisd.net,MR WILLIAM B STOKES   ,744,'049903101,VALLEY VIEW EL,REGULAR INSTRUCTIONAL,,106 NEWTON,VALLEY VIEW,TX,76272-9716,712 S LEE ST,VALLEY VIEW,TX,76272-9716,(940) 726-3681,(940) 726-3647,susmith@vvisd.net,www.vvisd.net,MRS SUSAN G SMITH   ,'EE-04,319,Active,35247.0,2015-03-14T05:35:04,310,USCGeocoder,31,1,4.01,,0ea29daf-3823-4abe-bb58-56e85fc8b292,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2645.0459373,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.4826683818,-97.1651515883,Exact
'049,COOKE COUNTY,'11,'049905,CALLISBURG ISD,INDEPENDENT,148 DOZIER ST,CALLISBURG,TX,76240-6826,148 DOZIER ST,CALLISBURG,TX,76240-6826,(940) 665-0540 ext:211 ,(940) 668-2706,vprice@cisdtx.net,www.cisdtx.net,MR STEVE CLUGSTON   ,1146,'049905001,CALLISBURG H S,REGULAR INSTRUCTIONAL,,148 DOZIER ST,CALLISBURG,TX,76240.0,308 DOZIER ST,CALLISBURG,TX,76240.0,(940) 665-0961 ext:305 ,(940) 665-2849,tcummings@cisdtx.net,www.cisdtx.net,TOMMY CUMMINGS   ,'09-12,350,Active, ,2015-03-14T05:35:04,311,USCGeocoder,16,1,4.01,,8e45e9b4-7279-44d4-a32a-3b9aa319c3c4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,12942.98286,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.7038083234,-97.0128731726,Exact
'049,COOKE COUNTY,'11,'049905,CALLISBURG ISD,INDEPENDENT,148 DOZIER ST,CALLISBURG,TX,76240-6826,148 DOZIER ST,CALLISBURG,TX,76240-6826,(940) 665-0540 ext:211 ,(940) 668-2706,vprice@cisdtx.net,www.cisdtx.net,MR STEVE CLUGSTON   ,1146,'049905002,DAEP,DAEP INSTRUCTIONAL,,148 DOZIER ST,GAINESVILLE,TX,76240.0,1000 RADIO HILL RD,GAINESVILLE,TX,76240.0, , ,jlewis@cisdtx.net,,    ,'06-12,-1,Active,40777.0,2015-03-14T05:35:04,312,USCGeocoder,63,1,4.01,,225ad510-bccf-4011-ae03-231c02051af1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.618693,-97.134511,Exact
'049,COOKE COUNTY,'11,'049905,CALLISBURG ISD,INDEPENDENT,148 DOZIER ST,CALLISBURG,TX,76240-6826,148 DOZIER ST,CALLISBURG,TX,76240-6826,(940) 665-0540 ext:211 ,(940) 668-2706,vprice@cisdtx.net,www.cisdtx.net,MR STEVE CLUGSTON   ,1146,'049905042,CALLISBURG MIDDLE,REGULAR INSTRUCTIONAL,,148 DOZIER ST,CALLISBURG,TX,76240.0,308 DOZIER ST,CALLISBURG,TX,76240.0,(940) 665-0961 ext:505 ,(940) 665-2849,bwerts@cisdtx.net,www.cisdtx.net,MRS BRONWYN WERTS   ,'06-08,-1,Active,40359.0,2015-03-14T05:35:04,313,USCGeocoder,16,1,4.01,,ace32756-6054-4a3c-9114-b1f77ecd1802,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,12942.98286,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.7038083234,-97.0128731726,Exact
'049,COOKE COUNTY,'11,'049905,CALLISBURG ISD,INDEPENDENT,148 DOZIER ST,CALLISBURG,TX,76240-6826,148 DOZIER ST,CALLISBURG,TX,76240-6826,(940) 665-0540 ext:211 ,(940) 668-2706,vprice@cisdtx.net,www.cisdtx.net,MR STEVE CLUGSTON   ,1146,'049905101,CALLISBURG EL,REGULAR INSTRUCTIONAL,,648 FM 3164,GAINESVILLE,TX,76240.0,648 FM 3164,GAINESVILLE,TX,76240.0,(940) 612-4196 ext:405 ,(940) 612-4804,dconley@cisdtx.net,www.cisdtx.net,MR DERRICK CONLEY   ,'EE-05,528,Active,36726.0,2015-03-14T05:35:04,314,USCGeocoder,78,1,4.01,,aa53733e-4dbc-4417-a283-0f6d55a046ad,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.609205,-97.007113,Exact
'049,COOKE COUNTY,'11,'049906,ERA ISD,INDEPENDENT,P O BOX 98,ERA,TX,76238-0098,108 HARGROVE ST,ERA,TX,76238-0098,(940) 665-2007 ext:212 ,(940) 665-5311,superintendent@eraisd.net,www.eraisd.net,MRS SUZETTE HENDERSON   ,472,'049906001,ERA SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 98,ERA,TX,76238-0098,108 HARGROVE ST,ERA,TX,76238-0098,(940) 665-5961 ext:214 ,(940) 665-5311,dietzj@eraisd.net,www.eraisd.net,MR AUTRY HARDY   MR JEREME DIETZ   ,'EE KG-12,472,Active, ,2015-03-14T05:35:04,315,USCGeocoder,31,1,4.01,,83444abf-fdc0-4456-8ac6-e95384b10cf1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5033.9453008,LinearInterpolationAddressRange,StreetSegment,93.0769230769,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.4960111848,-97.2930696575,Relaxed
'049,COOKE COUNTY,'11,'049907,LINDSAY ISD,INDEPENDENT,P O BOX 145,LINDSAY,TX,76250-0145,495 SIXTH ST,LINDSAY,TX,76250-0145,(940) 668-8923,(940) 668-2662,dpage@lindsayisd.org,www.lindsayisd.org,NORA CURRY   ,509,'049907001,LINDSAY H S,REGULAR INSTRUCTIONAL,,P O BOX 145,LINDSAY,TX,76250-0145,625 KNIGHT DR,LINDSAY,TX,76250-0145,(940) 668-8474,(940) 668-2662,rhaynes@lindsayisd.org,,ROBERT HAYNES   ,'07-12,236,Active, ,2015-03-14T05:35:04,316,USCGeocoder,63,1,4.01,,01c96772-047f-4497-8be3-4bd390df2d50,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.637668,-97.22817,Exact
'049,COOKE COUNTY,'11,'049907,LINDSAY ISD,INDEPENDENT,P O BOX 145,LINDSAY,TX,76250-0145,495 SIXTH ST,LINDSAY,TX,76250-0145,(940) 668-8923,(940) 668-2662,dpage@lindsayisd.org,www.lindsayisd.org,NORA CURRY   ,509,'049907101,LINDSAY EL,REGULAR INSTRUCTIONAL,,P O BOX 145,LINDSAY,TX,76250-0145,625 KNIGHT DR,LINDSAY,TX,76250-0145,(940) 668-8923,(940) 668-2662,hbounds@lindsayisd.org,www.lindsayisd.org,MRS AMBER FUHRMANN   ,'EE KG-06,273,Active, ,2015-03-14T05:35:04,317,USCGeocoder,31,1,4.01,,35b9aa01-1c8a-428f-a9d1-e39b362b7298,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.637489,-97.228299,Exact
'049,COOKE COUNTY,'11,'049908,WALNUT BEND ISD,INDEPENDENT,47 C R 198,GAINESVILLE,TX,76240-1140,47 C R 198,GAINESVILLE,TX,76240-1140,(940) 665-5990,(940) 665-9660,wking@walnutbendisd.net,www.walnutbendisd.net,DR WAYNE KING   ,88,'049908101,WALNUT BEND EL,REGULAR INSTRUCTIONAL,,47 C R 198,GAINESVILLE,TX,76240-9720,47 C R 198,GAINESVILLE,TX,76240-9720,(940) 665-5990,(940) 665-9660,wking@walnutbendisd.net,www.walnutbendisd.net,DR WAYNE KING   ,'PK-08,88,Active,28734.0,2015-03-14T05:35:04,318,USCGeocoder,94,1,4.01,,602b1f7e-cc71-4e0b-a67e-b7eb2514a055,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.613297,-97.072345,Exact
'049,COOKE COUNTY,'11,'049909,SIVELLS BEND ISD,INDEPENDENT,1053 CR 403,GAINESVILLE,TX,76240.0,1053 CR 403,GAINESVILLE,TX,76240.0,(940) 665-6411,(940) 665-2527,pnewton@sivellsbendisd.net,www.sivellsbendisd.net,PHILIP L NEWTON   ,62,'049909101,SIVELLS BEND EL,REGULAR INSTRUCTIONAL,,1053 CR 403,GAINESVILLE,TX,76240-9307,1053 CR (17 MILES N OF US 82 ON FM 1201),GAINESVILLE,TX,76240-9307,(940) 665-6411 ext:111 ,(940) 665-2527,pnewton@sivellsbendisd.net,www.sivellsbendisd.net,MR PHILIP L NEWTON   ,'EE-08,62,Active,28734.0,2015-03-14T05:35:04,319,USCGeocoder,78,1,4.01,,8698dd89-92ab-4bf0-94d9-ef53de10a7eb,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.86703,-97.224136,Exact
'050,CORYELL COUNTY,'12,'050901,EVANT ISD,INDEPENDENT,P O BOX 339,EVANT,TX,76525-0339,339 MEMORY LN,EVANT,TX,76525-0339,(254) 471-5536,(254) 471-5629,jslone@evantisd.org,www.evantisd.org,JAMES L SLONE JR   ,259,'050901001,EVANT H S,REGULAR INSTRUCTIONAL,,101 MEMORY LN,EVANT,TX,76525-0339,101 MEMORY LN,EVANT,TX,76525-0339,(254) 471-3160,(254) 471-5629,rpanter@evantisd.org,www.centex-edu.net/evant/,RICK PANTER   ,'07-12,120,Active, ,2015-03-14T05:35:04,320,USCGeocoder,47,1,4.01,,2330b621-0adf-4020-a349-a1a6db4a6b12,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2255.5679186,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.4759396515,-98.1516208819,Relaxed
'050,CORYELL COUNTY,'12,'050901,EVANT ISD,INDEPENDENT,P O BOX 339,EVANT,TX,76525-0339,339 MEMORY LN,EVANT,TX,76525-0339,(254) 471-5536,(254) 471-5629,jslone@evantisd.org,www.evantisd.org,JAMES L SLONE JR   ,259,'050901101,EVANT EL,REGULAR INSTRUCTIONAL,,101 MEMORY LN,EVANT,TX,76525-0339,101 MEMORY LN,EVANT,TX,76525-0339,(254) 471-3160,(254) 471-5629,,,MRS LINDA PETTY   ,'PK-06,139,Active, ,2015-03-14T05:35:04,321,USCGeocoder,16,1,4.01,,5d2f1b0a-4f42-40ad-a607-1e601d3f37c5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2255.5679186,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.4759396515,-98.1516208819,Relaxed
'050,CORYELL COUNTY,'12,'050902,GATESVILLE ISD,INDEPENDENT,311 S LOVERS LN,GATESVILLE,TX,76528-0759,311 S LOVERS LN,GATESVILLE,TX,76528-0759,(254) 865-7251,(254) 865-2279,mlatham@gatesvilleisd.org,www.gatesvilleisd.org,MR STEWART SPEER   ,2820,'050902001,GATESVILLE H S,REGULAR INSTRUCTIONAL,,311 S LOVERS LN,GATESVILLE,TX,76528-0759,205 S LOVERS LN,GATESVILLE,TX,76528-0759,(254) 865-8281,(254) 865-2293,swebb@gatesvilleisd.org,hs.gatesvilleisd.org,MR SHANE WEBB   ,'09-12,804,Active, ,2015-03-14T05:35:04,322,USCGeocoder,63,1,4.01,,4a2d6ba7-8109-46ad-a5f0-d33b54d5e365,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,833.763456453,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.4321602171,-97.724964142,Exact
'050,CORYELL COUNTY,'12,'050902,GATESVILLE ISD,INDEPENDENT,311 S LOVERS LN,GATESVILLE,TX,76528-0759,311 S LOVERS LN,GATESVILLE,TX,76528-0759,(254) 865-7251,(254) 865-2279,mlatham@gatesvilleisd.org,www.gatesvilleisd.org,MR STEWART SPEER   ,2820,'050902041,GATESVILLE J H,REGULAR INSTRUCTIONAL,,311 S LOVERS LN,GATESVILLE,TX,76528-0759,307 S LOVERS LN,GATESVILLE,TX,76528-0759,(254) 865-8271,(254) 865-2252,cvenable@gatesvilleisd.org,jh.gatesvilleisd.org,MRS CINDY A VENABLE   ,'07-08,450,Active, ,2015-03-14T05:35:04,323,USCGeocoder,31,1,4.01,,f07c3fb5-75ea-496b-88a4-63c116f5ab4d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1678.11614324,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.4319370899,-97.7249587366,Exact
'050,CORYELL COUNTY,'12,'050902,GATESVILLE ISD,INDEPENDENT,311 S LOVERS LN,GATESVILLE,TX,76528-0759,311 S LOVERS LN,GATESVILLE,TX,76528-0759,(254) 865-7251,(254) 865-2279,mlatham@gatesvilleisd.org,www.gatesvilleisd.org,MR STEWART SPEER   ,2820,'050902101,GATESVILLE EL,REGULAR INSTRUCTIONAL,,311 S LOVERS LN,GATESVILLE,TX,76528-0759,2537 E MAIN ST,GATESVILLE,TX,76528-0759,(254) 865-7262,(254) 248-0077,pbone@gatesvilleisd.org,el.gatesvilleisd.org,MS PAMELA D BONE   ,'02-03,427,Active, ,2015-03-14T05:35:04,324,USCGeocoder,31,1,4.01,,4a54f874-1ad8-46a9-8733-c2569aee27e7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2544.6449061,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.4348234419,-97.7245949627,Exact
'050,CORYELL COUNTY,'12,'050902,GATESVILLE ISD,INDEPENDENT,311 S LOVERS LN,GATESVILLE,TX,76528-0759,311 S LOVERS LN,GATESVILLE,TX,76528-0759,(254) 865-7251,(254) 865-2279,mlatham@gatesvilleisd.org,www.gatesvilleisd.org,MR STEWART SPEER   ,2820,'050902102,GATESVILLE PRI,REGULAR INSTRUCTIONAL,,311 S LOVERS LN,GATESVILLE,TX,76528-0759,308 HORNET WAY,GATESVILLE,TX,76528-0759,(254) 865-7264,(254) 865-2160,sharper@gatesvilleisd.org,pr.gatesvilleisd.org,MR SCOTT HARPER   ,'EE-01,466,Active, ,2015-03-14T05:35:04,325,USCGeocoder,63,1,4.01,,5e126677-42b9-40ab-9599-af47fdaace59,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.430293,-97.721997,Exact
'050,CORYELL COUNTY,'12,'050902,GATESVILLE ISD,INDEPENDENT,311 S LOVERS LN,GATESVILLE,TX,76528-0759,311 S LOVERS LN,GATESVILLE,TX,76528-0759,(254) 865-7251,(254) 865-2279,mlatham@gatesvilleisd.org,www.gatesvilleisd.org,MR STEWART SPEER   ,2820,'050902103,GATESVILLE INT,REGULAR INSTRUCTIONAL,,311 S LOVERS LN,GATESVILLE,TX,76528-0759,311 HORNET WAY,GATESVILLE,TX,76528-0759,(254) 865-2526,(254) 865-2932,cament@gatessvilleisd.org,in.gatesvilleisd.org,MR JOHN CHARLES AMENT   ,'04-06,673,Active,34881.0,2015-03-14T05:35:04,326,USCGeocoder,31,1,4.01,,1f8f8bcb-30e3-4695-ab1e-77ac2bf744ca,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.43011,-97.720967,Exact
'050,CORYELL COUNTY,'12,'050904,OGLESBY ISD,INDEPENDENT,P O BOX 158,OGLESBY,TX,76561-0158,125 COLLEGE AVE,OGLESBY,TX,76561-2007,(254) 456-2271 ext:225 ,(254) 456-2522,jason.jones@oglesbyisd.net,www.oglesbyisd.net,JASON JONES   ,184,'050904001,OGLESBY SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 158,OGLESBY,TX,76561-0158,125 COLLEGE AVE,OGLESBY,TX,76561-2007,(254) 456-2271 ext:221 ,(254) 456-2522,jason.jones@oglesbyisd.net,www.oglesbyisd.net,MR DAVID MAASS   ,'PK-12,184,Active, ,2015-03-14T05:35:04,327,USCGeocoder,78,1,4.01,,299bf84b-0ace-4ca2-9f18-69fbd98fb94f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.420185,-97.508515,Exact
'050,CORYELL COUNTY,'12,'050909,JONESBORO ISD,INDEPENDENT,P O BOX 125,JONESBORO,TX,76538-0125,14909 E STATE HWY 36,JONESBORO,TX,76538-0125,(254) 463-2111,(254) 463-4457,matt.dossey@jonesboroisd.net,www.jonesboroisd.net,MATT DOSSEY   ,190,'050909001,JONESBORO SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 125,JONESBORO,TX,76538-0125,14909 E ST HWY 36,JONESBORO,TX,76538-0125,(254) 463-2111,(254) 463-4457,matt.dossey@jonesboroisd.net,www.jonesboroisd.net,MR MATT DOSSEY   ,'PK-12,190,Active,28734.0,2015-03-14T05:35:04,328,USCGeocoder,94,1,4.01,,1bc5adcf-449a-4c26-930b-205a59b0ff72,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,31.616002,-97.885312,Exact
'050,CORYELL COUNTY,'12,'050910,COPPERAS COVE ISD,INDEPENDENT,703 W AVE D,COPPERAS COVE,TX,76522-0580,703 W AVE D,COPPERAS COVE,TX,76522-0580,(254) 547-1227 ext:222 ,(254) 547-1542,sleddw@ccisd.com,www.ccisd.com,DR JOSEPH BURNS   ,7842,'050910001,COPPERAS COVE H S,REGULAR INSTRUCTIONAL,,400 S 25TH ST,COPPERAS COVE,TX,76522-0580,400 S 25TH ST,COPPERAS COVE,TX,76522-0580,(254) 547-2534,(254) 547-9870,parcelle@ccisd.com,www.ccisd.com/Domain/97,MR EARL PARCELL   ,'09-12,2156,Active, ,2015-03-14T05:35:04,329,USCGeocoder,47,1,4.01,,e34db5bc-d268-4cb6-aff9-fea912b900e3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4739.07198508,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.1248382285,-97.9142833272,Relaxed
