CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_SebasAHerrera_output_08_sh,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'092,GREGG COUNTY,'07,'092904,PINE TREE ISD,INDEPENDENT,P O BOX 5878,LONGVIEW,TX,75608-5878,1701 PINE TREE RD,LONGVIEW,TX,75604-1909,(903) 295-5000,(903) 295-5004,tfarler@ptisd.org,www.ptisd.org,DR TERESA J FARLER   ,4635,'092904043,PINE TREE MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 5878,LONGVIEW,TX,75608-5878,600 PT PKWY,LONGVIEW,TX,75604-5878,(903) 295-5160,(903) 295-5162,rrobinett@ptisd.org,,RUSSELL ROBINETT   ,'05-06,669,Active, ,2015-03-14T05:35:11,224,USCGeocoder,31,1,4.01,,2b3e947d-68db-4352-b8f2-5856b98bb0f3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.523882,-94.804237,Exact
'092,GREGG COUNTY,'07,'092904,PINE TREE ISD,INDEPENDENT,P O BOX 5878,LONGVIEW,TX,75608-5878,1701 PINE TREE RD,LONGVIEW,TX,75604-1909,(903) 295-5000,(903) 295-5004,tfarler@ptisd.org,www.ptisd.org,DR TERESA J FARLER   ,4635,'092904101,PINE TREE EL,REGULAR INSTRUCTIONAL,,P O BOX 5878,LONGVIEW,TX,75608-5878,815 BIRCH ST,LONGVIEW,TX,75604-5878,(903) 295-5120,(903) 295-5126,mbridges@ptisd.org,,MELANIE BRIDGES   ,'01-02,734,Active, ,2015-03-14T05:35:11,225,USCGeocoder,16,1,4.01,,60b63021-f35a-4b9f-9983-e1308b07b178,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,40604.2250203,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.5221963977,-94.8081221189,Relaxed
'092,GREGG COUNTY,'07,'092904,PINE TREE ISD,INDEPENDENT,P O BOX 5878,LONGVIEW,TX,75608-5878,1701 PINE TREE RD,LONGVIEW,TX,75604-1909,(903) 295-5000,(903) 295-5004,tfarler@ptisd.org,www.ptisd.org,DR TERESA J FARLER   ,4635,'092904102,PINE TREE INT,REGULAR INSTRUCTIONAL,,P O BOX 5878,LONGVIEW,TX,75608-5878,601 P T PKWY,LONGVIEW,TX,75604-5878,(903) 295-5151,(903) 295-5155,cmcavoy@ptisd.org,,DR CARLA BERNEAL MCAVOY   ,'03-04,720,Active, ,2015-03-14T05:35:11,226,USCGeocoder,63,1,4.01,,acb2b3b0-0502-42c0-9b79-f76c11e935d0,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.496028,-94.786139,Exact
'092,GREGG COUNTY,'07,'092904,PINE TREE ISD,INDEPENDENT,P O BOX 5878,LONGVIEW,TX,75608-5878,1701 PINE TREE RD,LONGVIEW,TX,75604-1909,(903) 295-5000,(903) 295-5004,tfarler@ptisd.org,www.ptisd.org,DR TERESA J FARLER   ,4635,'092904103,PINE TREE PRI,REGULAR INSTRUCTIONAL,,P O BOX 5878,LONGVIEW,TX,75608-5878,1808 SILVER FALLS RD,LONGVIEW,TX,75604-5878,(903) 295-5095,(903) 295-5098,bholland@ptisd.org,,BRANDY HOLLAND   ,'EE-KG,533,Active, ,2015-03-14T05:35:11,227,USCGeocoder,16,1,4.01,,a48ab861-044d-4d0a-8e26-29de1989dc15,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10111.4901777,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.5255076495,-94.8092603721,Exact
'092,GREGG COUNTY,'07,'092906,SABINE ISD,INDEPENDENT,5424 FM 1252 W,GLADEWATER,TX,75647-9711,5424 FM 1252 W,GLADEWATER,TX,75647-9999,(903) 984-8564,(903) 984-6108,sbryce@sabineisd.org,www.sabineisd.org,MR STACEY BRYCE   ,1404,'092906002,SABINE H S,REGULAR INSTRUCTIONAL,,5424 FM 1252 W,GLADEWATER,TX,75647-9711,5424 FM 1252 W,GLADEWATER,TX,75647-9711,(903) 984-8587,(903) 986-1103,eshawn@sabineisd.org,www.sabineisd.org,MR EDDIE SHAWN   ,'09-12,386,Active, ,2015-03-14T05:35:11,228,USCGeocoder,109,1,4.01,,e08993ff-4d57-4f3c-8f78-d7048a3513bf,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.447388,-94.950852,Exact
'092,GREGG COUNTY,'07,'092906,SABINE ISD,INDEPENDENT,5424 FM 1252 W,GLADEWATER,TX,75647-9711,5424 FM 1252 W,GLADEWATER,TX,75647-9999,(903) 984-8564,(903) 984-6108,sbryce@sabineisd.org,www.sabineisd.org,MR STACEY BRYCE   ,1404,'092906006,SABINE ISD DAEP,REGULAR INSTRUCTIONAL,,5424 FM 1252 W,GLADEWATER,TX,75647-9711,200 S WHITE OAK RD,WHITE OAK,TX,75693, , ,tcalvit@sabineisd.org,,    ,'06-12,-1,Active,2014-07-21,2015-03-14T05:35:11,229,USCGeocoder,16,1,4.01,,532b1951-6d28-440f-8cba-397be0da70b3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,282972.547827,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.5301540165,-94.8583691338,Relaxed
'092,GREGG COUNTY,'07,'092906,SABINE ISD,INDEPENDENT,5424 FM 1252 W,GLADEWATER,TX,75647-9711,5424 FM 1252 W,GLADEWATER,TX,75647-9999,(903) 984-8564,(903) 984-6108,sbryce@sabineisd.org,www.sabineisd.org,MR STACEY BRYCE   ,1404,'092906041,SABINE MIDDLE,REGULAR INSTRUCTIONAL,,5424 FM 1252 W,GLADEWATER,TX,75647-9711,5424 FM 1252 W,GLADEWATER,TX,75647-9999,(903) 984-4767,(903) 984-8823,bmiddendorf@sabineisd.org,www.sabineisd.org,MR BILL MIDDENDORF   ,'06-08,-1,Active, ,2015-03-14T05:35:11,230,USCGeocoder,125,1,4.01,,bca5ced5-f6a4-4d0a-9827-6b478da163a2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.446273,-94.95156,Exact
'092,GREGG COUNTY,'07,'092906,SABINE ISD,INDEPENDENT,5424 FM 1252 W,GLADEWATER,TX,75647-9711,5424 FM 1252 W,GLADEWATER,TX,75647-9999,(903) 984-8564,(903) 984-6108,sbryce@sabineisd.org,www.sabineisd.org,MR STACEY BRYCE   ,1404,'092906102,SABINE EL,REGULAR INSTRUCTIONAL,,5219 OLD HWY 135 N,GLADEWATER,TX,75647-9711,5219 OLD HWY 135 N,GLADEWATER,TX,75647-9999,(903) 984-5320,(903) 984-4101,tbass@sabineisd.org,www.sabineisd.org,MS TERI BASS   ,'EE-05,696,Active, ,2015-03-14T05:35:11,231,USCGeocoder,47,1,4.01,,be577b47-d1e3-4592-98d9-648660466e4d,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.448665,-94.948827,Exact
'092,GREGG COUNTY,'07,'092907,SPRING HILL ISD,INDEPENDENT,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,(903) 759-4404 ext:1140,(903) 297-0141,creed@shisd.net,www.shisd.net,MR STEVEN SNELL   ,1880,'092907001,SPRING HILL H S,REGULAR INSTRUCTIONAL,,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,(903) 446-3338,(903) 323-7766,dlind@shisd.net,,MR DENNY LIND   ,'09-12,497,Active, ,2015-03-14T05:35:11,232,USCGeocoder,16,1,4.01,,278b7436-805e-4640-b8d4-43e88de29a01,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,172172.180462,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.5625074739,-94.7960429965,Relaxed
'092,GREGG COUNTY,'07,'092907,SPRING HILL ISD,INDEPENDENT,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,(903) 759-4404 ext:1140,(903) 297-0141,creed@shisd.net,www.shisd.net,MR STEVEN SNELL   ,1880,'092907006,PINE TREE DAEP,DAEP INSTRUCTIONAL,,P O BOX 5878,LONGVIEW,TX,75608-5878,1701 PINE TREE RD,LONGVIEW,TX,75604, , ,jturner@ptisd.org,,    ,'05-12,0,Active,2011-08-22,2015-03-14T05:35:11,233,USCGeocoder,16,1,4.01,,876abbb4-8cb7-43e2-9733-b72fd997c37a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3075.76654447,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.5234931897,-94.8039950803,Exact
'092,GREGG COUNTY,'07,'092907,SPRING HILL ISD,INDEPENDENT,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,(903) 759-4404 ext:1140,(903) 297-0141,creed@shisd.net,www.shisd.net,MR STEVEN SNELL   ,1880,'092907007,GREGG COUNTY SHARED SERVICES DAEP,DAEP INSTRUCTIONAL,,200 S WHITE OAK RD,WHITE OAK,TX,75693,200 S WHITE OAK RD,WHITE OAK,TX,75693, , ,savera-tullberg@sabineisd.org,,    ,'05-12,0,Active,2014-08-25,2015-03-14T05:35:11,234,USCGeocoder,16,1,4.01,,68f496cd-1392-4415-9281-dd386bc12cd7,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,282972.547827,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.5301540165,-94.8583691338,Relaxed
'092,GREGG COUNTY,'07,'092907,SPRING HILL ISD,INDEPENDENT,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,(903) 759-4404 ext:1140,(903) 297-0141,creed@shisd.net,www.shisd.net,MR STEVEN SNELL   ,1880,'092907042,SPRING HILL J H,REGULAR INSTRUCTIONAL,,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,(903) 323-7718,(903) 323-7765,dreed@shisd.net,,KATHY PARKER   ,'06-08,404,Active, ,2015-03-14T05:35:11,235,USCGeocoder,0,1,4.01,,be07bae8-3a3b-4c18-bd7b-d2a9645a557f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,172172.180462,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.5625074739,-94.7960429965,Relaxed
'092,GREGG COUNTY,'07,'092907,SPRING HILL ISD,INDEPENDENT,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,(903) 759-4404 ext:1140,(903) 297-0141,creed@shisd.net,www.shisd.net,MR STEVEN SNELL   ,1880,'092907101,SPRING HILL INT,REGULAR INSTRUCTIONAL,,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,(903) 323-7701,(903) 323-7762,sgreen@shisd.net,,STACI GREEN   ,'03-05,467,Active, ,2015-03-14T05:35:11,236,USCGeocoder,0,1,4.01,,998c0a34-0bd1-4b4a-a900-3e5baa6c0edd,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,172172.180462,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.5625074739,-94.7960429965,Relaxed
'092,GREGG COUNTY,'07,'092907,SPRING HILL ISD,INDEPENDENT,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,(903) 759-4404 ext:1140,(903) 297-0141,creed@shisd.net,www.shisd.net,MR STEVEN SNELL   ,1880,'092907103,SPRING HILL PRI,REGULAR INSTRUCTIONAL,,3101 SPRING HILL RD,LONGVIEW,TX,75605-2822,2700 SPRING HILL RD,LONGVIEW,TX,75605-2822,(903) 323-7848,(903) 759-0587,pjm@shisd.net,,MS PEGGY MAYFIELD   ,'EE-02,512,Active,2000-02-23,2015-03-14T05:35:11,237,USCGeocoder,31,1,4.01,,c6734972-8676-4022-91e3-496f44ee5d18,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,47031.6120912,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.5609760058,-94.7910507333,Exact
'092,GREGG COUNTY,'07,'092908,WHITE OAK ISD,INDEPENDENT,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,(903) 291-2200,(903) 291-2222,reedm@woisd.net,www.woisd.net,MR MICHAEL E GILBERT   ,1459,'092908001,WHITE OAK H S,REGULAR INSTRUCTIONAL,,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,(903) 291-2000,(903) 291-2034,,,MR DAN NOLL   ,'09-12,412,Active, ,2015-03-14T05:35:11,238,USCGeocoder,0,1,4.01,,8b147210-e0bb-41d8-8749-53e79b415170,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,282972.547827,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.5301540165,-94.8583691338,Relaxed
'092,GREGG COUNTY,'07,'092908,WHITE OAK ISD,INDEPENDENT,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,(903) 291-2200,(903) 291-2222,reedm@woisd.net,www.woisd.net,MR MICHAEL E GILBERT   ,1459,'092908041,WHITE OAK MIDDLE,REGULAR INSTRUCTIONAL,,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,(903) 291-2050,(903) 291-2035,,,MR RONNIE HINKLE   ,'06-08,351,Active, ,2015-03-14T05:35:11,239,USCGeocoder,16,1,4.01,,be0604de-429f-4af5-9a0a-55f1b9eff2a1,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,282972.547827,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.5301540165,-94.8583691338,Relaxed
'092,GREGG COUNTY,'07,'092908,WHITE OAK ISD,INDEPENDENT,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,(903) 291-2200,(903) 291-2222,reedm@woisd.net,www.woisd.net,MR MICHAEL E GILBERT   ,1459,'092908102,WHITE OAK PRI,REGULAR INSTRUCTIONAL,,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,(903) 291-2150,(903) 291-2132,,,MRS CLAIRE KOONCE   ,'EE-02,357,Active,1984-10-09,2015-03-14T05:35:11,240,USCGeocoder,16,1,4.01,,a72fe803-05e3-43f0-bda1-b1eb2f18dc4f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,282972.547827,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.5301540165,-94.8583691338,Relaxed
'092,GREGG COUNTY,'07,'092908,WHITE OAK ISD,INDEPENDENT,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,(903) 291-2200,(903) 291-2222,reedm@woisd.net,www.woisd.net,MR MICHAEL E GILBERT   ,1459,'092908103,WHITE OAK INT,REGULAR INSTRUCTIONAL,,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,200 S WHITE OAK RD,WHITE OAK,TX,75693-1597,(903) 291-2100,(903) 291-2196,,,MS JENNIFER ROCK   ,'03-05,339,Active,1984-10-09,2015-03-14T05:35:11,241,USCGeocoder,16,1,4.01,,3a559abc-e0ac-4c43-bcc0-41a1f1b4b398,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,282972.547827,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.5301540165,-94.8583691338,Relaxed
'093,GRIMES COUNTY,'06,'093901,ANDERSON-SHIRO CISD,INDEPENDENT,458 FM 149 W,ANDERSON,TX,77830,458 FM 149 W,ANDERSON,TX,77830,(936) 873-4500,(936) 873-4515,sgoolsby@ascisd.net,www.ascisd.net,SARA N GOOLSBY   ,823,'093901001,ANDERSON-SHIRO JR/SR H S,REGULAR INSTRUCTIONAL,,458 FM 149 W,ANDERSON,TX,77830,1345 FM 149 W,ANDERSON,TX,77830,(936) 873-4550,(936) 873-4575,trabun@ascisd.net,www.ascisd.net/highschool.htm,DIANA BRANCH   ,'06-12,432,Active, ,2015-03-14T05:35:11,242,USCGeocoder,109,1,4.01,,deb129d7-6d0c-4622-9481-48188de087ec,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.488113,-95.993287,Exact
'093,GRIMES COUNTY,'06,'093901,ANDERSON-SHIRO CISD,INDEPENDENT,458 FM 149 W,ANDERSON,TX,77830,458 FM 149 W,ANDERSON,TX,77830,(936) 873-4500,(936) 873-4515,sgoolsby@ascisd.net,www.ascisd.net,SARA N GOOLSBY   ,823,'093901101,ANDERSON-SHIRO EL,REGULAR INSTRUCTIONAL,,458 FM 149 W,ANDERSON,TX,77830,458 FM 149 W,ANDERSON,TX,77830,(936) 873-4525,(936) 873-4530,jcorzine@ascisd.net,www.anderson-shirocisd.net/elementary.htm,MRS MARCY L COUNTRYMAN   ,'PK-05,391,Active, ,2015-03-14T05:35:11,243,USCGeocoder,125,1,4.01,,c852ece2-e0ef-4d5a-8645-e47563c19366,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.487882,-95.994757,Exact
'093,GRIMES COUNTY,'06,'093903,IOLA ISD,INDEPENDENT,P O BOX 159,IOLA,TX,77861-0159,7282 FT WORTH ST,IOLA,TX,77861-0159,(936) 394-2361 ext:102 ,(936) 394-2132,cjones@iolaisd.net,www.iolaisd.net,MR CHAD JONES   ,452,'093903001,IOLA H S,REGULAR INSTRUCTIONAL,,P O BOX 159,IOLA,TX,77861-0159,7282 FT WORTH ST,IOLA,TX,77861-0159,(936) 394-2361 ext:221 ,(936) 394-4700,jdyer@iolaisd.net,www.iolaisd.net,MR SCOTT MARTINDALE   ,'07-12,202,Active, ,2015-03-14T05:35:11,244,USCGeocoder,0,1,4.01,,27a88579-08b2-4370-9e06-13260a65effb,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2619.47472414,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.7683116728,-96.073577255,Exact
'093,GRIMES COUNTY,'06,'093903,IOLA ISD,INDEPENDENT,P O BOX 159,IOLA,TX,77861-0159,7282 FT WORTH ST,IOLA,TX,77861-0159,(936) 394-2361 ext:102 ,(936) 394-2132,cjones@iolaisd.net,www.iolaisd.net,MR CHAD JONES   ,452,'093903101,IOLA EL,REGULAR INSTRUCTIONAL,,P O BOX 159,IOLA,TX,77861-0159,7282 FT WORTH ST,IOLA,TX,77861-0159,(936) 394-2361 ext:109 ,(936) 394-2051,drichards@iolaisd.net,www.iolaisd.net,MR CLIFFORD DOUG RICHARDS   ,'EE-06,250,Active, ,2015-03-14T05:35:11,245,USCGeocoder,16,1,4.01,,1d438a10-995f-4416-8a1d-57c54c83b9d3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2619.47472414,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.7683116728,-96.073577255,Exact
'093,GRIMES COUNTY,'06,'093904,NAVASOTA ISD,INDEPENDENT,P O BOX 511,NAVASOTA,TX,77868-0511,705 E WASHINGTON AVE,NAVASOTA,TX,77868-0511,(936) 825-4200,(936) 825-4297,geschr@navasotaisd.org,www.navasotaisd.org,MR RORY S GESCH   ,3055,'093904002,NAVASOTA H S,REGULAR INSTRUCTIONAL,,P O BOX 511,NAVASOTA,TX,77868-0511,9238 HWY 90,NAVASOTA,TX,77868-0511,(936) 825-4250,(936) 825-4294,beauchampd@navasotaisd.org,www.navasotaisd.org,MR DEREK BOWMAN   ,'09-12,717,Active, ,2015-03-14T05:35:11,246,USCGeocoder,63,1,4.01,,16af7d66-f99f-4d7f-b2e6-f94c284dcb64,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.400545,-96.068347,Exact
'093,GRIMES COUNTY,'06,'093904,NAVASOTA ISD,INDEPENDENT,P O BOX 511,NAVASOTA,TX,77868-0511,705 E WASHINGTON AVE,NAVASOTA,TX,77868-0511,(936) 825-4200,(936) 825-4297,geschr@navasotaisd.org,www.navasotaisd.org,MR RORY S GESCH   ,3055,'093904005,W B BIZZELL ACADEMY,ALTERNATIVE INSTRUCTIONAL,,P O BOX 511,NAVASOTA,TX,77868,9238 HWY 90 S,NAVASOTA,TX,77868,(936) 825-4296,(936) 825-1165,jonesk@navasotaisd.org,www.navasotaisd.org,KRISTIE JONES   ,'09-12,32,Active,2013-07-23,2015-03-14T05:35:11,247,USCGeocoder,63,1,4.01,,b5c974bb-2050-4146-8746-5de3a6ca236b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.397937,-96.069238,Exact
'093,GRIMES COUNTY,'06,'093904,NAVASOTA ISD,INDEPENDENT,P O BOX 511,NAVASOTA,TX,77868-0511,705 E WASHINGTON AVE,NAVASOTA,TX,77868-0511,(936) 825-4200,(936) 825-4297,geschr@navasotaisd.org,www.navasotaisd.org,MR RORY S GESCH   ,3055,'093904041,NAVASOTA INT,REGULAR INSTRUCTIONAL,,P O BOX 511,NAVASOTA,TX,77868-0511,203 BROSIG AVE,NAVASOTA,TX,77868-0511,(936) 825-4275,(936) 825-8523,perezm@navasotaisd.org,navasotaisd.org,MR TODD NESLONEY   ,'04-05,342,Active,1994-07-01,2015-03-14T05:35:11,248,USCGeocoder,47,1,4.01,,0cd6d135-5902-41fa-899c-eca008dd59c1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.392672,-96.084838,Exact
'093,GRIMES COUNTY,'06,'093904,NAVASOTA ISD,INDEPENDENT,P O BOX 511,NAVASOTA,TX,77868-0511,705 E WASHINGTON AVE,NAVASOTA,TX,77868-0511,(936) 825-4200,(936) 825-4297,geschr@navasotaisd.org,www.navasotaisd.org,MR RORY S GESCH   ,3055,'093904042,NAVASOTA J H,REGULAR INSTRUCTIONAL,,P O BOX 511,NAVASOTA,TX,77868-0511,9038 HWY 90 S,NAVASOTA,TX,77868-0511,(936) 825-4225,(936) 825-4260,lesterc@navasotaisd.org,navasotaisd.org,MR CHARLES LESTER   ,'06-08,663,Active, ,2015-03-14T05:35:11,249,USCGeocoder,63,1,4.01,,d897a48d-2b47-489d-b379-d3be3451c9f6,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.401189,-96.06648,Exact
'093,GRIMES COUNTY,'06,'093904,NAVASOTA ISD,INDEPENDENT,P O BOX 511,NAVASOTA,TX,77868-0511,705 E WASHINGTON AVE,NAVASOTA,TX,77868-0511,(936) 825-4200,(936) 825-4297,geschr@navasotaisd.org,www.navasotaisd.org,MR RORY S GESCH   ,3055,'093904104,JOHN C WEBB ELEMENTARY,REGULAR INSTRUCTIONAL,,P O BOX 511,NAVASOTA,TX,77868-0511,1605 NEAL ST,NAVASOTA,TX,77868-0511,(936) 825-1120,(936) 825-2802,murrayb@navasotaisd.org,navasotaisd.org,MR BILL MURRAY   ,'EE-03,920,Active, ,2015-03-14T05:35:11,250,USCGeocoder,16,1,4.01,,5734a8e1-fd76-4f70-997c-c8fcee8f0135,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3607.84195054,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3995847974,-96.0772899741,Exact
