CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_Phillip_Tracy_output_15_pt,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'212,SMITH COUNTY,'07,'212905,TYLER ISD,INDEPENDENT,P O BOX 2035,TYLER,TX,75710-2035,1319 EARL CAMPBELL PKWY,TYLER,TX,75701,(903) 262-1000,(903) 262-1178,gina.orr@tylerisd.org,www.tylerisd.org,DR MARTY L CRAWFORD   ,18035,'212905110,CALDWELL EL ARTS ACADEMY,REGULAR INSTRUCTIONAL,,331 S COLLEGE,TYLER,TX,75702,331 S COLLEGE,TYLER,TX,75702,(903) 262-2250,(903) 262-2252,tamara.colston@tylerisd.org,,MS TAMARA COLSTON   ,'EE-05,692,Active, ,2015-03-14T05:35:23,259,USCGeocoder,16,1,4.01,,2485e27f-0112-4d11-b9df-d0178a49165c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5096.62302804,ArealInterpolationGeometricCentroid,Parcel,98.9940828402,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.34806921,-95.3022641386,Relaxed
'212,SMITH COUNTY,'07,'212905,TYLER ISD,INDEPENDENT,P O BOX 2035,TYLER,TX,75710-2035,1319 EARL CAMPBELL PKWY,TYLER,TX,75701,(903) 262-1000,(903) 262-1178,gina.orr@tylerisd.org,www.tylerisd.org,DR MARTY L CRAWFORD   ,18035,'212905111,GRIFFIN EL,REGULAR INSTRUCTIONAL,,2650 N BROADWAY AVE,TYLER,TX,75702,2650 N BROADWAY AVE,TYLER,TX,75702,(903) 262-2310,(903) 262-2311,raul.benitez@tylerisd.org,,MR RAUL BENITEZ   ,'EE-05,668,Active, ,2015-03-14T05:35:23,260,USCGeocoder,47,1,4.01,,c8feb6cd-7482-42fd-b248-d2d3ce636f16,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7355.50953807,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.3765867103,-95.3020407462,Exact
'212,SMITH COUNTY,'07,'212905,TYLER ISD,INDEPENDENT,P O BOX 2035,TYLER,TX,75710-2035,1319 EARL CAMPBELL PKWY,TYLER,TX,75701,(903) 262-1000,(903) 262-1178,gina.orr@tylerisd.org,www.tylerisd.org,DR MARTY L CRAWFORD   ,18035,'212905112,JONES EL,REGULAR INSTRUCTIONAL,,3450 CHANDLER HWY,TYLER,TX,75702,3450 CHANDLER HWY,TYLER,TX,75702,(903) 262-2360,(903) 262-2362,patricia.lewis@tylerisd.org,,MS PATRICIA LEWIS   ,'EE-05,360,Active, ,2015-03-14T05:35:23,261,USCGeocoder,63,1,4.01,,2582e5d0-e4a3-4e91-b16b-d40318499f30,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.345223,-95.338184,Exact
'212,SMITH COUNTY,'07,'212905,TYLER ISD,INDEPENDENT,P O BOX 2035,TYLER,TX,75710-2035,1319 EARL CAMPBELL PKWY,TYLER,TX,75701,(903) 262-1000,(903) 262-1178,gina.orr@tylerisd.org,www.tylerisd.org,DR MARTY L CRAWFORD   ,18035,'212905114,ORR EL,REGULAR INSTRUCTIONAL,,3350 PINE HAVEN RD,TYLER,TX,75702,3350 PINE HAVEN RD,TYLER,TX,75702,(903) 262-2400,(903) 262-2401,Kimberly.cole@tylerisd.org,,MS KIMBERLY COLE   ,'EE-05,651,Active, ,2015-03-14T05:35:23,262,USCGeocoder,47,1,4.01,,8174bef7-763e-40f0-ae5a-df444c70253f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2049.76687358,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.3819336111,-95.3408559666,Exact
'212,SMITH COUNTY,'07,'212905,TYLER ISD,INDEPENDENT,P O BOX 2035,TYLER,TX,75710-2035,1319 EARL CAMPBELL PKWY,TYLER,TX,75701,(903) 262-1000,(903) 262-1178,gina.orr@tylerisd.org,www.tylerisd.org,DR MARTY L CRAWFORD   ,18035,'212905115,PEETE EL,REGULAR INSTRUCTIONAL,,1511 BELLWOOD DR,TYLER,TX,75701-1210,1511 BELLWOOD DR,TYLER,TX,75701-1210,(903) 262-2460,(903) 262-2461,john.dees@tylerisd.org,,MR JOHN DEES   ,'EE-05,343,Active, ,2015-03-14T05:35:23,263,USCGeocoder,63,1,4.01,,cfa3e6d1-0794-4ba0-bc64-46a9af4eb8b8,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.341928,-95.317158,Exact
'212,SMITH COUNTY,'07,'212905,TYLER ISD,INDEPENDENT,P O BOX 2035,TYLER,TX,75710-2035,1319 EARL CAMPBELL PKWY,TYLER,TX,75701,(903) 262-1000,(903) 262-1178,gina.orr@tylerisd.org,www.tylerisd.org,DR MARTY L CRAWFORD   ,18035,'212905116,RAMEY EL,REGULAR INSTRUCTIONAL,,2000 N FOREST,TYLER,TX,75702-3959,2000 N FOREST,TYLER,TX,75702-3959,(903) 262-2505,(903) 262-2506,michelle.jarnagin@tylerisd.org,,MS MICHELLE JARNAGIN   ,'EE-05,528,Active, ,2015-03-14T05:35:23,264,USCGeocoder,78,1,4.01,,d7bef119-02dc-4070-9aea-1d91ef0c68dc,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.36093,-95.323005,Exact
'212,SMITH COUNTY,'07,'212905,TYLER ISD,INDEPENDENT,P O BOX 2035,TYLER,TX,75710-2035,1319 EARL CAMPBELL PKWY,TYLER,TX,75701,(903) 262-1000,(903) 262-1178,gina.orr@tylerisd.org,www.tylerisd.org,DR MARTY L CRAWFORD   ,18035,'212905117,RICE EL,REGULAR INSTRUCTIONAL,,5215 OLD BULLARD RD,TYLER,TX,75703,5215 OLD BULLARD RD,TYLER,TX,75703,(903) 262-2555,(903) 262-2556,shelly.bosley@tylerisd.org,,MRS SHELLY BOSLEY   ,'EE-05,633,Active, ,2015-03-14T05:35:23,265,USCGeocoder,31,1,4.01,,9abf7f23-c1d6-4c9f-854b-76534549903a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6146.11290205,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.2924528717,-95.3056801585,Exact
'212,SMITH COUNTY,'07,'212905,TYLER ISD,INDEPENDENT,P O BOX 2035,TYLER,TX,75710-2035,1319 EARL CAMPBELL PKWY,TYLER,TX,75701,(903) 262-1000,(903) 262-1178,gina.orr@tylerisd.org,www.tylerisd.org,DR MARTY L CRAWFORD   ,18035,'212905118,WAYNE D BOSHEARS CENTER FOR EXCEPTIONAL PROGRAMS,REGULAR INSTRUCTIONAL,,3450 CHANDLER HWY,TYLER,TX,75702,3450 CHANDLER HWY,TYLER,TX,75702,(903) 262-1350,(903) 262-1351,denese.johnson@tylerisd.org,,MS DENESE JOHNSON   ,'EE-12,0,Active, ,2015-03-14T05:35:23,266,USCGeocoder,141,1,4.01,,e2c5edbc-5c4e-49a9-8b44-1fa35c0157f2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.345051,-95.338186,Exact
'212,SMITH COUNTY,'07,'212905,TYLER ISD,INDEPENDENT,P O BOX 2035,TYLER,TX,75710-2035,1319 EARL CAMPBELL PKWY,TYLER,TX,75701,(903) 262-1000,(903) 262-1178,gina.orr@tylerisd.org,www.tylerisd.org,DR MARTY L CRAWFORD   ,18035,'212905119,WOODS EL,REGULAR INSTRUCTIONAL,,3131 FRY AVE,TYLER,TX,75701,3131 FRY AVE,TYLER,TX,75701,(903) 262-1280,(903) 262-1281,georgeanna.jones@tylerisd.org,,MS GEORGEANNA JONES   ,'EE-05,664,Active, ,2015-03-14T05:35:23,267,USCGeocoder,78,1,4.01,,b9629bca-3b7e-474f-af6c-198af18d5229,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4059.74648552,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.315822245,-95.2899179939,Exact
'212,SMITH COUNTY,'07,'212905,TYLER ISD,INDEPENDENT,P O BOX 2035,TYLER,TX,75710-2035,1319 EARL CAMPBELL PKWY,TYLER,TX,75701,(903) 262-1000,(903) 262-1178,gina.orr@tylerisd.org,www.tylerisd.org,DR MARTY L CRAWFORD   ,18035,'212905125,DR BRYAN C JACK EL,REGULAR INSTRUCTIONAL,,1900 BALSAM GAP LN,TYLER,TX,75703,1900 BALSAM GAP LN,TYLER,TX,75703,(903) 262-3260,(903) 262-3329,patricia.henderson@tylerisd.org,,MRS PATRICIA HENDERSON   ,'EE-05,742,Active,2007-08-01,2015-03-14T05:35:24,268,USCGeocoder,31,1,4.01,,b38bfa02-76e4-4810-b425-b2fa9ea71bef,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.250882,-95.33868,Exact
'212,SMITH COUNTY,'07,'212905,TYLER ISD,INDEPENDENT,P O BOX 2035,TYLER,TX,75710-2035,1319 EARL CAMPBELL PKWY,TYLER,TX,75701,(903) 262-1000,(903) 262-1178,gina.orr@tylerisd.org,www.tylerisd.org,DR MARTY L CRAWFORD   ,18035,'212905130,ST LOUIS EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,,2800 WALTON RD,TYLER,TX,75701,2800 WALTON RD,TYLER,TX,75701,(903) 262-1180,(903) 262-1223,stacy.miles@tylerisd.org,,STACY MILES   ,'PK,117,Active,2010-06-24,2015-03-14T05:35:24,269,USCGeocoder,47,1,4.01,,a96c02f3-b26b-40bb-b393-3a4f7bfd048b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2634.0042594,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.3192258535,-95.3317286614,Exact
'212,SMITH COUNTY,'07,'212906,WHITEHOUSE ISD,INDEPENDENT,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,(903) 839-5500,(903) 839-5515,teda@whitehouseisd.org,www.whitehouseisd.org/,DANIEL DUPREE   ,4738,'212906001,WHITEHOUSE H S,REGULAR INSTRUCTIONAL,,901 E MAIN,WHITEHOUSE,TX,75791-3130,901 E MAIN,WHITEHOUSE,TX,75791-3130,(903) 839-5551,(903) 839-5530,campbellj@whitehouseisd.org,whitehouseisd.org,JONATHAN CAMPBELL   ,'09-12,1467,Active, ,2015-03-14T05:35:24,270,USCGeocoder,16,1,4.01,,0614ceca-a3af-499c-a7c1-fe29caccabfe,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1812.53453064,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.2267666163,-95.2131197035,Relaxed
'212,SMITH COUNTY,'07,'212906,WHITEHOUSE ISD,INDEPENDENT,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,(903) 839-5500,(903) 839-5515,teda@whitehouseisd.org,www.whitehouseisd.org/,DANIEL DUPREE   ,4738,'212906002,WHITEHOUSE A E P,DAEP INSTRUCTIONAL,,110 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,110 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,(903) 839-5556,(903) 839-5384,jacobsg@whitehouseisd.org,,DR GARY JACOBS   ,'EE-12,0,Active,1997-07-22,2015-03-14T05:35:24,271,USCGeocoder,47,1,4.01,,7fb31383-a1b3-4ac6-98fe-5072078b1fe2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1666.50396848,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.2272632911,-95.2288352724,Relaxed
'212,SMITH COUNTY,'07,'212906,WHITEHOUSE ISD,INDEPENDENT,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,(903) 839-5500,(903) 839-5515,teda@whitehouseisd.org,www.whitehouseisd.org/,DANIEL DUPREE   ,4738,'212906003,WHITEHOUSE ISD - JJAEP,JJAEP INSTRUCTIONAL,,110 WILDCAT DR,WHITEHOUSE,TX,75791,110 WILDCAT DR,WHITEHOUSE,TX,75791,(903) 839-5556,(903) 839-5384,jacobsg@whitehouseisd.org,,DR GARY JACOBS   ,'KG-12,0,Active,1998-07-01,2015-03-14T05:35:24,272,USCGeocoder,0,1,4.01,,7ea7d5cf-f3ec-4828-bb50-dad4441c6291,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1666.50396848,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.2272632911,-95.2288352724,Exact
'212,SMITH COUNTY,'07,'212906,WHITEHOUSE ISD,INDEPENDENT,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,(903) 839-5500,(903) 839-5515,teda@whitehouseisd.org,www.whitehouseisd.org/,DANIEL DUPREE   ,4738,'212906041,WHITEHOUSE J H,REGULAR INSTRUCTIONAL,,108 WILDCAT,WHITEHOUSE,TX,75791-3600,108 WILDCAT,WHITEHOUSE,TX,75791-3600,(903) 839-5590,(903) 839-5518,garredj@whitehouseisd.org,whitehouseisd.org,JOSH GARRED   ,'07-08,707,Active, ,2015-03-14T05:35:24,273,USCGeocoder,16,1,4.01,,a0d646f1-e9af-4333-85cc-190d0b355769,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1666.50396848,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.2272753538,-95.2288357634,Relaxed
'212,SMITH COUNTY,'07,'212906,WHITEHOUSE ISD,INDEPENDENT,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,(903) 839-5500,(903) 839-5515,teda@whitehouseisd.org,www.whitehouseisd.org/,DANIEL DUPREE   ,4738,'212906042,J W HOLLOWAY SIXTH GRADE SCHOOL,REGULAR INSTRUCTIONAL,,701 E MAIN,WHITEHOUSE,TX,75791,701 E MAIN,WHITEHOUSE,TX,75791,(903) 839-5656,(903) 839-1568,splintert@whitehouseisd.org,whitehouseisd.org,TRAVIS SPLINTER   ,'06,341,Active,2008-06-26,2015-03-14T05:35:24,274,USCGeocoder,47,1,4.01,,861d4da2-5ff0-4e39-8a2f-17e82cc5f477,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,79226.7941989,ArealInterpolationGeometricCentroid,Parcel,98.9940828402,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.2287343514,-95.2153028264,Relaxed
'212,SMITH COUNTY,'07,'212906,WHITEHOUSE ISD,INDEPENDENT,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,(903) 839-5500,(903) 839-5515,teda@whitehouseisd.org,www.whitehouseisd.org/,DANIEL DUPREE   ,4738,'212906111,GUS WINSTON CAIN EL,REGULAR INSTRUCTIONAL,,801 HWY 110 S,WHITEHOUSE,TX,75791,810 HWY 110 S,WHITEHOUSE,TX,75791,(903) 839-5600,(903) 839-5604,joness@whitehouseisd.org,whitehouseisd.org,MS SANDI JONES   ,'EE-05,599,Active,2008-06-26,2015-03-14T05:35:24,275,USCGeocoder,125,1,4.01,,bb673f5e-6d5c-410b-8ea0-2f74cee711f3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.214517,-95.220266,Exact
'212,SMITH COUNTY,'07,'212906,WHITEHOUSE ISD,INDEPENDENT,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,(903) 839-5500,(903) 839-5515,teda@whitehouseisd.org,www.whitehouseisd.org/,DANIEL DUPREE   ,4738,'212906112,MOZELLE BROWN ELEMENTARY,REGULAR INSTRUCTIONAL,,104 HWY 110 N,WHITEHOUSE,TX,75791,104 HWY 110 N,WHITEHOUSE,TX,75791,(903) 839-5610,(903) 839-5607,rayv@whitehouseisd.org,whitehouseisd.org,VALENCIA RAY   ,'PK-05,304,Active,2008-06-26,2015-03-14T05:35:24,276,USCGeocoder,109,1,4.01,,91f7f86e-8c18-497e-ba7b-b8841a9cadb7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4719.00843678,LinearInterpolationAddressRange,StreetSegment,97.6331360947,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.22676137,-95.2261193392,Relaxed
'212,SMITH COUNTY,'07,'212906,WHITEHOUSE ISD,INDEPENDENT,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,(903) 839-5500,(903) 839-5515,teda@whitehouseisd.org,www.whitehouseisd.org/,DANIEL DUPREE   ,4738,'212906113,H L HIGGINS ELEMENTARY SCHOOL,REGULAR INSTRUCTIONAL,,306 BASCOM RD,WHITEHOUSE,TX,75791,306 BASCOM RD,WHITEHOUSE,TX,75791,(903) 839-5580,(903) 839-5584,lucet@whitehouseisd.org,whitehouseisd.org,TOM LUCE   ,'PK-05,725,Active,2008-06-26,2015-03-14T05:35:24,277,USCGeocoder,47,1,4.01,,872e1c68-5c99-4cec-9dfc-2533440774f0,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1496.68407813,ArealInterpolationGeometricCentroid,Parcel,98.9940828402,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.2299901064,-95.2202542312,Relaxed
'212,SMITH COUNTY,'07,'212906,WHITEHOUSE ISD,INDEPENDENT,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,106 W WILDCAT DR,WHITEHOUSE,TX,75791-3130,(903) 839-5500,(903) 839-5515,teda@whitehouseisd.org,www.whitehouseisd.org/,DANIEL DUPREE   ,4738,'212906114,STANTON-SMITH EL,REGULAR INSTRUCTIONAL,,500 ZAVALA TRL,WHITEHOUSE,TX,75791,500 ZAVALA TRL,WHITEHOUSE,TX,75791,(903) 839-5730,(903) 839-5744,haskells@whitehouseisd.org,whitehouseisd.org,MR STERLING HASKELL   ,'PK-05,595,Active,2008-06-24,2015-03-14T05:35:24,278,USCGeocoder,63,1,4.01,,71368698-b4ed-475b-b019-27b0180ac9a3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.232585,-95.230737,Exact
'212,SMITH COUNTY,'07,'212909,CHAPEL HILL ISD,INDEPENDENT,11134 CR 2249,TYLER,TX,75707-9752,11134 CR 2249,TYLER,TX,75707-9752,(903) 566-2441,(903) 566-8469,darkd@chapelhillisd.org,www.chapelhillisd.org,DR DONNI COOK   ,3540,'212909001,CHAPEL HILL H S,REGULAR INSTRUCTIONAL,,13172 STATE HWY 64 E,TYLER,TX,75707-9702,13172 STATE HWY 64 E,TYLER,TX,75707-9702,(903) 566-2311,(903) 566-5343,deanl@chapelhillisd.org,www.chapelhillisd.org,MR LAMOND DEAN   ,'09-12,1050,Active, ,2015-03-14T05:35:24,279,USCGeocoder,16,1,4.01,,c28d2276-e8b9-4b36-9f6b-5a517f98aa81,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,24058.5350508,ArealInterpolationGeometricCentroid,Parcel,92.3076923077,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.3097381534,-95.1889731703,Relaxed;Soundex
'212,SMITH COUNTY,'07,'212909,CHAPEL HILL ISD,INDEPENDENT,11134 CR 2249,TYLER,TX,75707-9752,11134 CR 2249,TYLER,TX,75707-9752,(903) 566-2441,(903) 566-8469,darkd@chapelhillisd.org,www.chapelhillisd.org,DR DONNI COOK   ,3540,'212909042,CHAPEL HILL MIDDLE,REGULAR INSTRUCTIONAL,,13174 STATE HWY 64 E,TYLER,TX,75707-9704,13174 STATE HWY 64 E,TYLER,TX,75707-9704,(903) 566-1491,(903) 566-6441,blackd@chapelhillisd.org,www.chapelhillisd.org,MRS DEBBIE BLACK   ,'06-08,775,Active,1984-09-01,2015-03-14T05:35:24,280,USCGeocoder,31,1,4.01,,a1dcea76-9b5d-41ff-bbd8-213e2cad17c2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1887.50220562,LinearInterpolationAddressRange,StreetSegment,97.6331360947,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.3098875048,-95.1879372843,Relaxed
'212,SMITH COUNTY,'07,'212909,CHAPEL HILL ISD,INDEPENDENT,11134 CR 2249,TYLER,TX,75707-9752,11134 CR 2249,TYLER,TX,75707-9752,(903) 566-2441,(903) 566-8469,darkd@chapelhillisd.org,www.chapelhillisd.org,DR DONNI COOK   ,3540,'212909101,WISE EL FINE ARTS MAGNET,REGULAR INSTRUCTIONAL,,10659 STATE HWY 64 E,TYLER,TX,75707-9580,10659 STATE HWY 64 E,TYLER,TX,75707-9580,(903) 566-2271,(903) 565-5135,chenevertb@chapelhillisd.org,www.chapelhillisd.org,BECKY CHENEVERT   ,'EE-05,523,Active, ,2015-03-14T05:35:24,281,USCGeocoder,16,1,4.01,,20046b88-9ac0-4151-ae15-31930a4fe17a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,65201.163347,ArealInterpolationGeometricCentroid,Parcel,92.3076923077,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.3293485992,-95.2328981741,Relaxed;Soundex
'212,SMITH COUNTY,'07,'212909,CHAPEL HILL ISD,INDEPENDENT,11134 CR 2249,TYLER,TX,75707-9752,11134 CR 2249,TYLER,TX,75707-9752,(903) 566-2441,(903) 566-8469,darkd@chapelhillisd.org,www.chapelhillisd.org,DR DONNI COOK   ,3540,'212909102,JACKSON EL,REGULAR INSTRUCTIONAL,,16406 F M 2767,TYLER,TX,75705-9748,16406 F M 2767,TYLER,TX,75705-9748,(903) 566-3530,(903) 566-2572,harrism@chapelhillisd.org,www.chapelhillisd.org,MS MINNIE HARRIS   ,'EE-04,411,Active, ,2015-03-14T05:35:24,282,USCGeocoder,31,1,4.01,,fd457d09-91d5-49bc-940f-c2482a7eb7f3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6571.83472661,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.3755562118,-95.1335553746,Exact
'212,SMITH COUNTY,'07,'212909,CHAPEL HILL ISD,INDEPENDENT,11134 CR 2249,TYLER,TX,75707-9752,11134 CR 2249,TYLER,TX,75707-9752,(903) 566-2441,(903) 566-8469,darkd@chapelhillisd.org,www.chapelhillisd.org,DR DONNI COOK   ,3540,'212909103,W L KISSAM EL,REGULAR INSTRUCTIONAL,,12800 STATE HWY 64 E,TYLER,TX,75707-8705,12800 STATE HWY 64 E,TYLER,TX,75707-3317,(903) 566-8334,(903) 566-9362,willinghamk@chapelhillisd.org,www.chapelhillisd.org,MS KENDA WILLINGHAM   ,'EE-05,781,Active,1994-08-01,2015-03-14T05:35:24,283,USCGeocoder,31,1,4.01,,9c4adf3a-57ce-4278-a73f-72b49258b1b7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2081.67384513,LinearInterpolationAddressRange,StreetSegment,97.6331360947,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.312615288,-95.1950491351,Relaxed
'212,SMITH COUNTY,'07,'212910,WINONA ISD,INDEPENDENT,611 WILDCAT DR,WINONA,TX,75792-0218,611 WILDCAT DR,WINONA,TX,75792-0218,(903) 939-4010,(903) 877-9387,cgibbs@winonaisd.org,www.winonaisd.org,MRS DENISE SHETTER   ,977,'212910001,WINONA H S,REGULAR INSTRUCTIONAL,,611 WILDCAT DR,WINONA,TX,75792-0218,101 WILDCAT DR,WINONA,TX,75792-4963,(903) 939-4100,(903) 939-4199,lhand@winonaisd.org,www.winonaisd.org,DR DARIN JOLLY   ,'09-12,234,Active, ,2015-03-14T05:35:24,284,USCGeocoder,16,1,4.01,,a9f8b374-1b95-493d-871d-8908afe0ad61,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3408.35308516,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.4973101649,-95.1808191828,Exact
