CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_laurenflorence_output_05_lf,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905277,THOMAS TOLBERT EL,REGULAR INSTRUCTIONAL,,4000 BLUE RDG RD,DALLAS,TX,75233-2438,4000 BLUE RDG RD,DALLAS,TX,75233-2438,(972) 794-5900,(972) 794-5901,laksmith@dallasisd.org,www.dallasisd.org/tolbert,LAKEISHA L SMITH   ,'PK-05,426,Active,35296.0,2015-03-14T05:35:05,223,USCGeocoder,16,1,4.01,,2238dd39-3194-46c2-9895-1d86e288c2bb,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3996.70934742,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7001287756,-96.8896843551,Relaxed
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905278,LEONIDES GONZALEZ CIGARROA MD EL,REGULAR INSTRUCTIONAL,,9990 WEBB CHAPEL RD,DALLAS,TX,75220.0,9990 WEBB CHAPEL RD,DALLAS,TX,75220.0,(972) 502-2900,(972) 502-2901,QCOURTS@dallasisd.org,www.dallasisd.org/cigarroa,QUINTON TYLER COURTS   ,'PK-05,643,Active,38936.0,2015-03-14T05:35:05,224,USCGeocoder,31,1,4.01,,33a13784-b665-4dab-bffc-0c9164d2070c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2995.68329696,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.879784373,-96.8651642034,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905279,JERRY R JUNKINS EL,REGULAR INSTRUCTIONAL,,2808 RUNNING DUKE DR,CARROLLTON,TX,75204.0,2808 RUNNING DUKE DR,CARROLLTON,TX,75204.0,(972) 502-2400,(972) 502-2401,robwilson@dallasisd.org,www.dallasisd.org/junkins,ROBBY G WILSON   ,'EE-05,715,Active,38936.0,2015-03-14T05:35:05,225,USCGeocoder,234,1,4.01,,a09a4409-a252-4c36-99b8-9d16f96be96e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2695.2878815,LinearInterpolationAddressRange,StreetSegment,88.0177514793,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.9748146417,-96.858028955,Relaxed
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905280,ANNE FRANK EL,REGULAR INSTRUCTIONAL,,5201 CELESTIAL RD,DALLAS,TX,75204-9999,5201 CELESTIAL RD,DALLAS,TX,75204-9999,(972) 502-5900,(972) 502-5901,jberns@dallasisd.org,www.dallasisd.org/frank,JONNICE LEGUM-BERNS   ,'EE-05,1137,Active,35296.0,2015-03-14T05:35:05,226,USCGeocoder,31,1,4.01,,dfc14066-919a-4e38-b827-ea5f3b4c23dc,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10071.0774338,LinearInterpolationAddressRange,StreetSegment,92.0118343195,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.9467950588,-96.8230773539,Relaxed
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905281,CESAR CHAVEZ LEARNING CENTER,REGULAR INSTRUCTIONAL,,1710 N CARROLL,DALLAS,TX,75204-4402,1710 N CARROLL,DALLAS,TX,75204-4402,(972) 925-1000,(972) 925-1001,jmunoz@dallasisd.org,www.dallasisd.org/chavez,JOSE C MUNOZ   ,'EE-05,676,Active,35296.0,2015-03-14T05:35:05,227,USCGeocoder,16,1,4.01,,1720a1b8-da4c-4d56-aa86-e121d27e7706,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2808.26211086,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8028813937,-96.7804396871,Relaxed
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905283,ESPERANZA MEDRANO EL,REGULAR INSTRUCTIONAL,,2221 LUCAS DR,DALLAS,TX,75219.0,2221 LUCAS DR,DALLAS,TX,75219.0,(972) 794-3300,(972) 794-3301,lsalinas@dallasisd.org,www.dallasisd.org/hopemedrano,LINDA ESPERICUETA   ,'EE-05,567,Active, ,2015-03-14T05:35:05,228,USCGeocoder,78,1,4.01,,e5ca8af4-1568-4b84-a162-3936f73e0789,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.808689,-96.826555,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905284,HIGHLAND MEADOWS EL,REGULAR INSTRUCTIONAL,,8939 WHITEWING LN,DALLAS,TX,75238.0,8939 WHITEWING LN,DALLAS,TX,75238.0,(972) 502-5200,(972) 502-5201,audelacruz@dallasisd.org,www.dallasisd.org/hmeadows,AUDREY L DELACRUZ   ,'EE-05,864,Active,38272.0,2015-03-14T05:35:05,229,USCGeocoder,63,1,4.01,,c7d69c0b-f4fb-4f74-9837-93ad40c2861e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5388.82757201,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8703189795,-96.6869443704,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905286,LEE A MCSHAN JR EL,REGULAR INSTRUCTIONAL,,8307 MEADOW,DALLAS,TX,75231.0,8307 MEADOW,DALLAS,TX,75231.0,(972) 502-6052,(972) 502-3801,dacarson@dallasisd.org,www.dallasisd.org/mcshan,DAYANNA V CARSON   ,'EE-05,704,Active,38572.0,2015-03-14T05:35:05,230,USCGeocoder,16,1,4.01,,4e04991c-bd15-47b2-8e36-96a924cf41da,9,AddressZIPCentroid,Success,LOCATION_TYPE_USPS_ZIP_CODE,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.887827,-96.761587,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905287,CELESTINO MAURICIO SOTO JR EL,REGULAR INSTRUCTIONAL,,4510 W JEFFERSON BLVD,DALLAS,TX,75211.0,4510 W JEFFERSON BLVD,DALLAS,TX,75211.0,(972) 502-5100,(972) 502-5101,amckoy@dallasisd.org,www.dallasisd.org/soto,ANGEL DECHYLA MCKOY   ,'PK-05,689,Active,38936.0,2015-03-14T05:35:05,231,USCGeocoder,16,1,4.01,,fcada263-4e1c-47d7-9170-559fd2f931a1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1608.7023057,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7370177364,-96.8927721968,Relaxed
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905288,ROSEMONT PRI SCHOOL-CHRIS V SEMOS CAMPUS,REGULAR INSTRUCTIONAL,,1919 STEVENS FOREST DR,DALLAS,TX,75208.0,1919 STEVENS FOREST DR,DALLAS,TX,75208.0,(972) 502-3850,(972) 502-3861,abrining@dallasisd.org,www.dallasisd.org/domain/1970,ANNA BRINING   ,'EE-02,681,Active,38936.0,2015-03-14T05:35:05,232,USCGeocoder,16,1,4.01,,0ce09bc6-80ff-4889-9c36-0c698b838b3b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6790.51471852,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7519351996,-96.8502708965,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905289,FELIX G BOTELLO EL,REGULAR INSTRUCTIONAL,,225 S MARSALIS,DALLAS,TX,75203.0,225 S MARSALIS,DALLAS,TX,75203.0,(972) 502-4600,(972) 502-4601,rsotelo@dallasisd.org,www.dallasisd.org/botello,REYNA MARIE SOTELO   ,'EE-05,567,Active,38936.0,2015-03-14T05:35:05,233,USCGeocoder,47,1,4.01,,a3f182e5-2c43-4794-bc46-ff3fc894676d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1361.03377571,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7470176096,-96.8156958076,Relaxed
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905290,ROY P BENAVIDEZ EL,REGULAR INSTRUCTIONAL,,3700 ROSS AVE,DALLAS,TX,75204.0,3700 ROSS AVE,DALLAS,TX,75204.0,(972) 794-3546,(972) 794-3546,schoolunderconstruction@dallasisd.org,,    ,'KG-07,0,Under Construction,37851.0,2015-03-14T05:35:05,234,USCGeocoder,31,1,4.01,,1224679d-da8d-4661-abee-0a57ab817ba0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3623.67985286,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7972947833,-96.7867446689,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905301,WILMER-HUTCHINS EL,REGULAR INSTRUCTIONAL,,7475 J J LEMMON RD,DALLAS,TX,75241.0,7475 J J LEMMON RD,DALLAS,TX,75241.0,(972) 925-2600,(972) 925-3601,joymorris@dallasisd.org,www.dallasisd.org/wilmerhutchinses,JOY RENEA MORRIS   ,'EE-05,932,Active,40777.0,2015-03-14T05:35:05,235,USCGeocoder,109,1,4.01,,ecf3cfc2-f8da-4de5-96cf-18acbabae7da,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.654091,-96.727776,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905302,CALLIER CENTER PRE-SCHOOL DEAF (0-5),REGULAR INSTRUCTIONAL,,1966 INWOOD RD,DALLAS,TX,75235.0,1966 INWOOD RD,DALLAS,TX,75235.0,(972) 982-1036,(972) 111-1111,astein@dallasisd.org,,KAREN CLARK   ,'EE,40,Active,35977.0,2015-03-14T05:35:05,236,USCGeocoder,16,1,4.01,,2d2ed9a4-663d-42e0-8676-ab204f94c427,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1635.60071797,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8145947973,-96.8452837973,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905303,THELMA ELIZABETH PAGE RICHARDSON EL,REGULAR INSTRUCTIONAL,,7203 BURTON RD,DALLAS,TX,75217.0,7203 BURTON RD,DALLAS,TX,75217.0,(972) 892-8100,(972) 892-8100,cothomas@dallasisd.org,www.dallasisd.org/richardson,COURTNEY ANN THOMAS   ,'PK-05,683,Active,41456.0,2015-03-14T05:35:05,237,USCGeocoder,641,1,4.01,,0ebb7c6d-66bc-44b6-98c5-127b920b614d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2510.58087539,LinearInterpolationAddressRange,StreetSegment,91.124260355,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7489071519,-96.6928979004,Relaxed;Soundex
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905304,GEORGE HERBERT WALKER BUSH EL,REGULAR INSTRUCTIONAL,,3939 SPRING VALLEY RD,ADDISON,TX,75001.0,3939 SPRING VALLEY RD,ADDISON,TX,75001.0,(972) 925-1700,(972) 925-1701,sdash@dallasisd.org,www.dallasisd.org/georgehwbush,SHAVANNIA M DASH   ,'EE-05,667,Active,40777.0,2015-03-14T05:35:05,238,USCGeocoder,31,1,4.01,,3968c02c-162c-46c4-89d0-c6d42ab1fcdd,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,893.635351416,LinearInterpolationAddressRange,StreetSegment,88.0177514793,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.9399680771,-96.8469389017,Relaxed
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905305,EBBY HALLIDAY EL,REGULAR INSTRUCTIONAL,,10210 TEAGARDEN,DALLAS,TX,75217.0,10210 TEAGARDEN,DALLAS,TX,75217.0,(972) 925-1800,(972) 925-1801,RDELGADOMARTINEZ@dallasisd.org,www.dallasisd.org/ebbyhalliday,RAMON L DELGADO MARTINEZ   ,'PK-05,668,Active,40777.0,2015-03-14T05:35:05,239,USCGeocoder,47,1,4.01,,f2a28381-0cc4-4d96-b2fe-e97a153fd5da,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8339.53776843,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6759506492,-96.6443169949,Relaxed
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905352,BALCH SPRINGS MIDDLE,REGULAR INSTRUCTIONAL,,710 CHEYENNE RD,BALCH SPRINGS,TX,75180.0,710 CHEYENNE RD,BALCH SPRINGS,TX,75180.0,(972) 892-5800,(972) 892-5801,crivera@dallasisd.org,www.dallasisd.org/balchsprings,CLARITA E RIVERA   ,'06-08,1459,Active,41061.0,2015-03-14T05:35:05,240,USCGeocoder,31,1,4.01,,7f8b6287-af7b-48d4-8d07-9042192277cb,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.725965,-96.638232,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905353,ANN RICHARDS MIDDLE,REGULAR INSTRUCTIONAL,,3831 N PRAIRIE CREEK,DALLAS,TX,75227.0,3831 N PRAIRIE CREEK,DALLAS,TX,75227.0,(972) 892-5400,(972) 892-5401,FRATAYLOR@dallasisd.org,www.dallasisd.org/annrichards,FRANCINE TAYLOR   ,'06-08,1351,Active,41061.0,2015-03-14T05:35:05,241,USCGeocoder,47,1,4.01,,4d45f1da-2783-4a70-aa42-0b498b9a743d,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.769757,-96.667114,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905354,KENNEDY-CURRY MIDDLE,REGULAR INSTRUCTIONAL,,6605 SEBRING,DALLAS,TX,75241.0,6605 SEBRING,DALLAS,TX,75241.0,(972) 925-1600,(972) 925-1601,denntaylor@dallasisd.org,www.dallasisd.org/Page/2616,DENNIS TAYLOR   ,'06-08,785,Active,40777.0,2015-03-14T05:35:05,242,USCGeocoder,16,1,4.01,,9df72425-e674-4c0a-801e-8612ec95b2a1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4292.54554387,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6618509943,-96.7575851883,Relaxed
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905356,IRMA RANGEL YOUNG WOMENS LEADERSHIP MIDDLE,REGULAR INSTRUCTIONAL,,1718 ROBERT B COLLUM BLVD,DALLAS,TX,75210.0,1718 ROBERT B COLLUM BLVD,DALLAS,TX,75210.0,(972) 749-5200,(972) 749-5201,vtaylor@dallasisd.org,,VIVIAN TAYLOR   ,'06-08,283,Active,40022.0,2015-03-14T05:35:05,243,USCGeocoder,63,1,4.01,,86d5a97d-d970-4e82-a31e-cf86c43e3c48,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.773392,-96.759811,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905357,BARACK OBAMA MALE LEADERSHIP ACA AT BF DARRELL MID,REGULAR INSTRUCTIONAL,,4730 S LANCASTER,DALLAS,TX,75216.0,4730 S LANCASTER,DALLAS,TX,75216.0,(972) 749-2100,(972) 749-2101,arodriguez@dallasisd.org,www.dallasisd.org/obama,NAKIA DOUGLAS   ,'06-08,269,Active,40777.0,2015-03-14T05:35:05,244,USCGeocoder,47,1,4.01,,ace5b448-1f87-4d2c-80ad-c9add6fa4b75,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3332.68529309,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6910117498,-96.7918261498,Relaxed
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905358,BARBARA M MANNS EDUCATION CENTER,ALTERNATIVE INSTRUCTIONAL,,3313 S BECKLEY,DALLAS,TX,75224.0,3313 S BECKLEY,DALLAS,TX,75224.0,(214) 932-7300,(214) 932-7301,jgamboa@dallasisd.org,,JOSHUA GAMBOA   ,'08,104,Active,40777.0,2015-03-14T05:35:05,245,USCGeocoder,16,1,4.01,,031951cf-2843-478b-9b12-8e8b92ebd175,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6985.4962935,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7043113898,-96.8229496055,Relaxed
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905359,ROSEMONT MIDDLE,REGULAR INSTRUCTIONAL,,719 N MONTCLAIR AVE,DALLAS,TX,75208.0,719 N MONTCLAIR AVE,DALLAS,TX,75208.0,(972) 749-5000,(972) 749-5001,abrining@dallasisd.org,www.dallasisd.org/Page/2428,ANNA BRINING   ,'06-08,196,Active,41091.0,2015-03-14T05:35:05,246,USCGeocoder,16,1,4.01,,c6ffd054-7f48-4f4e-9333-adbedea15744,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3718.89078356,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7511840997,-96.8465580416,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905380,WILMER-HUTCHINS H S,REGULAR INSTRUCTIONAL,,5520 LANGDON RD,DALLAS,TX,75241.0,5520 LANGDON RD,DALLAS,TX,75241.0,(972) 925-2900,(972) 925-2901,marbrooks@dallasisd.org,www.dallasisd.org/wilmerhutchinshs,MARLON L BROOKS   ,'09-12,863,Active,40777.0,2015-03-14T05:35:05,247,USCGeocoder,16,1,4.01,,4c9d6796-b65f-46c0-86f8-e2536640f0ae,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,95370.3294957,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6527350282,-96.7398542511,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905381,BARACK OBAMA MALE LEADERSHIP ACA AT BF DARRELL H S,REGULAR INSTRUCTIONAL,,4730 S LANCASTER,DALLAS,TX,75216.0,4730 S LANCASTER,DALLAS,TX,75216.0,(972) 749-2100,(972) 749-2101,ndouglas@dallasisd.org,www.dallasisd.org/obama,NAKIA DOUGLAS   ,'06-12,128,Active,40777.0,2015-03-14T05:35:05,248,USCGeocoder,16,1,4.01,,3438e664-c9e8-4eea-b5ba-820f7b5e772a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3332.68529309,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6910117498,-96.7918261498,Relaxed
