CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_Manzhi_output_17_mw,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904043,PARK CREST MIDDLE,REGULAR INSTRUCTIONAL,,1500 N RAILROAD AVE,PFLUGERVILLE,TX,78660-2368,1500 N RAILROAD AVE,PFLUGERVILLE,TX,78660-2368,(512) 594-2400,(512) 594-2405,paula.gamble@pfisd.net,,MS PAULA GAMBLE   ,'06-08,940,Active,33297.0,2015-03-14T05:35:00,214,USCGeocoder,31,1,4.01,,c4585f3f-4a82-426e-8ca0-1e5d896dcf46,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1531.52652012,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.4597279479,-97.6176546195,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904045,DESSAU MIDDLE,REGULAR INSTRUCTIONAL,,12900 DESSAU RD,AUSTIN,TX,78754.0,12900 DESSAU RD,AUSTIN,TX,78754.0,(512) 594-2600,(512) 594-2605,jane.vigliotti@pfisd.net,,JANE VIGLIOTTI   ,'06-08,817,Active, ,2015-03-14T05:35:00,215,USCGeocoder,16,1,4.01,,761fb99f-de14-449a-a767-c1dac46b4e79,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11729.1547367,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3993385735,-97.6414782978,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904046,KELLY LANE MIDDLE,REGULAR INSTRUCTIONAL,,18900 FALCON POINTE,PFLUGERVILLE,TX,78660.0,18900 FALCON POINTE,PFLUGERVILLE,TX,78660.0,(512) 594-2800,(512) 594-2805,brian.ernest@pfisd.net,,MS DINA SCHAEFER   ,'06-08,1071,Active,37509.0,2015-03-14T05:35:00,216,USCGeocoder,31,1,4.01,,8678188d-412c-4760-8d32-06b101245942,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.463366,-97.585571,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904048,CELE MIDDLE,REGULAR INSTRUCTIONAL,,6000 CELE RD,PFLUGERVILLE,TX,78660.0,6000 CELE RD,PFLUGERVILLE,TX,78660.0,(512) 594-3000,(512) 594-3005,brian.ernest@pfisd.net,,MR BRIAN ERNEST   ,'06-08,765,Active,40031.0,2015-03-14T05:35:00,217,USCGeocoder,94,1,4.01,,fb7d1acc-92f4-4842-aa94-d8cbe93c7837,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.457711,-97.548803,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904101,PFLUGERVILLE EL,REGULAR INSTRUCTIONAL,,701 IMMANUEL RD,PFLUGERVILLE,TX,78660-8016,701 IMMANUAL RD,PFLUGERVILLE,TX,78660-8016,(512) 594-3800,(512) 594-3805,genia.antoine@pfisd.net,,MS GENIA ANTOINE   ,'EE KG-05,470,Active, ,2015-03-14T05:35:00,218,USCGeocoder,63,1,4.01,,597156b1-7e11-4110-89a8-37c187c4a709,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5646.52929532,LinearInterpolationAddressRange,StreetSegment,96.6715976331,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.42660038,-97.6157856349,Relaxed;Soundex
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904102,PARMER LANE EL,REGULAR INSTRUCTIONAL,,1806 PARMER LN,AUSTIN,TX,78727-4507,1806 PARMER LN,AUSTIN,TX,78727-4507,(512) 594-4000,(512) 594-4005,barry.miller@pfisd.net,,MR BARRY MILLER   ,'EE-05,-1,Active, ,2015-03-14T05:35:00,219,USCGeocoder,16,1,4.01,,7fd1e7b7-fa10-41ad-8569-d130d2c35b89,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7902.70462525,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.4134249158,-97.6907138597,Relaxed
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904103,TIMMERMAN EL,REGULAR INSTRUCTIONAL,,700 W PECAN ST,PFLUGERVILLE,TX,78660-2720,700 W PECAN ST,PFLUGERVILLE,TX,78660-2720,(512) 594-4200,(512) 594-4205,christy.chandler@pfisd.net,,CHRISTY CHANDLER   ,'EE-05,459,Active, ,2015-03-14T05:35:00,220,USCGeocoder,31,1,4.01,,179b9b9b-f87b-4fc7-acb8-ab6e915f6c06,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,734.153052794,LinearInterpolationAddressRange,StreetSegment,99.349112426,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.4429757156,-97.627294876,Relaxed
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904104,NORTHWEST EL,REGULAR INSTRUCTIONAL,,14014 THERMAL DR,AUSTIN,TX,78728-7417,14014 THERMAL DR,AUSTIN,TX,78728-7417,(512) 594-4400,(512) 594-4405,dave.bauman@pfisd.net,,MR DAVE BAUMAN   ,'EE-05,562,Active, ,2015-03-14T05:35:00,221,USCGeocoder,63,1,4.01,,00671945-e4c7-4b3c-a6c3-3520b87ded10,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,14618.6929217,LinearInterpolationAddressRange,StreetSegment,99.899408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.431881814,-97.6751649134,Relaxed
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904105,DESSAU EL,REGULAR INSTRUCTIONAL,,1501 DESSAU RIDGE LN,AUSTIN,TX,78754-9754,1501 DESSAU RIDGE LN,AUSTIN,TX,78754-9754,(512) 594-4600,(512) 594-4605,jesusita.avalos@pfisd.net,,JESSIE AVALOS   ,'03-05,508,Active,30511.0,2015-03-14T05:35:00,222,USCGeocoder,78,1,4.01,,097e1f6a-5646-4122-8c73-4c64dfe4cfee,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,40363.6652734,ArealInterpolationGeometricCentroid,Parcel,97.0467993545,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.4016518594,-97.6439365686,Relaxed;Soundex
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904106,WINDERMERE EL,REGULAR INSTRUCTIONAL,,1101 PICCADILLY DR,PFLUGERVILLE,TX,78660-1860,1101 PICCADILLY DR,PFLUGERVILLE,TX,78660-1860,(512) 594-4800,(512) 594-4805,angela.murski@pfisd.net,,MS ANGELA MURSKI   ,'03-05,447,Active,31379.0,2015-03-14T05:35:00,223,USCGeocoder,31,1,4.01,,787b066c-91a5-4c97-85fd-2dc17d3a77ab,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,16946.2240206,LinearInterpolationAddressRange,StreetSegment,97.3372781065,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.465010972,-97.6418807219,Relaxed;Soundex
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904107,RIVER OAKS EL,REGULAR INSTRUCTIONAL,,12401 SCOFIELD FARMS DR,AUSTIN,TX,78758-2606,12401 SCOFIELD FARMS DR,AUSTIN,TX,78758-2606,(512) 594-5000,(512) 594-5005,julie.richards@pfisd.net,,MS TERE RALSTON   ,'EE-05,523,Active,32689.0,2015-03-14T05:35:00,224,USCGeocoder,16,1,4.01,,930d425b-40a1-4b4d-bf2e-41bde9f5b54b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11437.8034575,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.4112055233,-97.6866934875,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904108,BROOKHOLLOW EL,REGULAR INSTRUCTIONAL,,1200 RAILROAD AVE,PFLUGERVILLE,TX,78660-2720,1200 RAILROAD AVE,PFLUGERVILLE,TX,78660-2720,(512) 594-5200,(512) 594-5205,philip.riley@pfisd.net,,MR PHILIP RILEY   ,'EE-05,512,Active,33297.0,2015-03-14T05:35:00,225,USCGeocoder,16,1,4.01,,b1649293-6085-43c2-95f5-79c1cdcbe55f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9701.2945957,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.4510599976,-97.6174695349,Relaxed
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904109,SPRINGHILL EL,REGULAR INSTRUCTIONAL,,600 S HEATHERWILDE BLVD,PFLUGERVILLE,TX,78660-2518,600 S HEATHERWILDE BLVD,PFLUGERVILLE,TX,78660-2518,(512) 594-5400,(512) 594-5405,tere.ralston@pfisd.net,,MR TROY PITSCH   ,'EE-05,678,Active,33760.0,2015-03-14T05:35:00,226,USCGeocoder,47,1,4.01,,72d76cd8-5988-4d74-b317-33f797bf87a2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3153.18762955,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.4430645045,-97.643019519,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904110,WINDERMERE PRI,REGULAR INSTRUCTIONAL,,429 GRAND AVE,PFLUGERVILLE,TX,78660-9999,429 GRAND AVE,PFLUGERVILLE,TX,78660-9999,(512) 594-5600,(512) 594-5605,christi.siegel@pfisd.net,,MS CHRISTI SIEGEL   ,'EE-02,460,Active,34150.0,2015-03-14T05:35:00,227,USCGeocoder,47,1,4.01,,00b317e1-05f4-4cee-ba14-3adc233b7bd8,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.465026,-97.643365,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904111,COPPERFIELD EL,REGULAR INSTRUCTIONAL,,12135 THOMPKINS DR,AUSTIN,TX,78753-6961,12135 THOMPKINS DR,AUSTIN,TX,78753-6961,(512) 594-5800,(512) 594-5805,sandra.bell@pfisd.net,,GEORGIE ARENAZ   ,'EE-05,481,Active,34150.0,2015-03-14T05:35:00,228,USCGeocoder,47,1,4.01,,394c907f-f4b9-4bdc-b60b-0051d7de87d3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6957.26697023,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3885454773,-97.6604529258,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904112,MURCHISON EL,REGULAR INSTRUCTIONAL,,2215 KELLY LN,PFLUGERVILLE,TX,78660.0,2215 KELLY LN,PFLUGERVILLE,TX,78660.0,(512) 594-6000,(512) 594-6005,reese.weirich@pfisd.net,,MS REESE WEIRICH   ,'EE KG-05,710,Active, ,2015-03-14T05:35:00,229,USCGeocoder,63,1,4.01,,06bfef21-02d1-47c9-b661-e2aa25ae5629,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.3538,-97.758853,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904113,DELCO PRI,REGULAR INSTRUCTIONAL,,12900 A DESSAU RD,AUSTIN,TX,78754-1834,12900 A DESSAU RD,AUSTIN,TX,78754-1834,(512) 594-6200,(512) 594-6205,sonya.collins@pfisd.net,,MS SONYA COLLINS   ,'EE-02,554,Active,35922.0,2015-03-14T05:35:00,230,USCGeocoder,0,1,4.01,,d4d27a08-1ab1-4597-b61a-ff9f31fde3f2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11729.1547367,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3993385735,-97.6414782978,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904114,CALDWELL EL,REGULAR INSTRUCTIONAL,,1718 PICADILLY DR,ROUND ROCK,TX,78664.0,1718 PICADILLY DR,ROUND ROCK,TX,78664.0,(512) 594-6400,(512) 594-6405,colby.self@pfisd.net,,MR COLBY SELF   ,'EE-05,667,Active,36011.0,2015-03-14T05:35:00,231,USCGeocoder,47,1,4.01,,4b863204-22ec-4b50-8f1a-ca86ee6d5c9b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4132.93324747,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.4676371253,-97.6559629473,Relaxed
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904115,ROWE LANE EL,REGULAR INSTRUCTIONAL,,3112 SPEIDEL DR,PFLUGERVILLE,TX,78660.0,3112 SPEIDEL DR,PFLUGERVILLE,TX,78660.0,(512) 594-6600,(512) 594-6605,ben.oconner@pfisd.net,,MR BEN O'CONNER   ,'EE KG-05,801,Active,37072.0,2015-03-14T05:35:00,232,USCGeocoder,63,1,4.01,,eabbf443-2add-4cb9-9406-5161245581f0,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.477481,-97.562599,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904116,HIGHLAND PARK EL,REGULAR INSTRUCTIONAL,,528 KINGSTON LACY,PFLUGERVILLE,TX,78660.0,528 KINGSTON LACY,PFLUGERVILLE,TX,78660.0,(512) 594-6800,(512) 594-6805,tana.ruckel@pfisd.net,,MS TANA RUCKEL   ,'EE-05,736,Active,37509.0,2015-03-14T05:35:00,233,USCGeocoder,47,1,4.01,,cc76ee02-9234-4222-9248-2ff551dfbc64,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.4778213,-97.6141534,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904117,WIELAND EL,REGULAR INSTRUCTIONAL,,900 TUDOR HOUSE RD,PFLUGERVILLE,TX,78660.0,900 TUDOR HOUSE RD,PFLUGERVILLE,TX,78660.0,(512) 594-3900,(512) 594-3905,camile.ramirezlongoria@pfisd.net,,MS CAMILE RAMIREZLONGORIA   ,'EE-05,498,Active,37813.0,2015-03-14T05:35:00,234,USCGeocoder,63,1,4.01,,fb846e84-8177-41ea-a407-d3271dd58394,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.42245,-97.639247,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904118,RIOJAS EL,REGULAR INSTRUCTIONAL,,3400 CRISPIN HALL LN,PFLUGERVILLE,TX,78660-2518,3400 CRISPIN HILL,PFLUGERVILLE,TX,78660.0,(512) 594-4100,(512) 594-4105,tammy.rebecek@pfisd.net,www.pflugervilleisd.net/RES/,TAMMY REBECEK   ,'EE-05,711,Active,38931.0,2015-03-14T05:35:00,235,USCGeocoder,156,1,4.01,,568b6253-8625-4dc2-8b7e-7bfd49adb8bf,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.466765,-97.568371,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904119,RUTH BARRON EL,REGULAR INSTRUCTIONAL,,14850 HARRIS RIDGE BLVD,PFLUGERVILLE,TX,78660.0,14850 HARRIS RIDGE,PFLUGERVILLE,TX,78660.0,(512) 594-4100,(512) 594-4105,virginia.caudle@pfisd.net,,VIRGINIA CAUDLE   ,'EE-05,729,Active,39668.0,2015-03-14T05:35:00,236,USCGeocoder,31,1,4.01,,906a716e-5ffb-41b9-8615-6642b22a1b24,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.423365,-97.647996,Exact
'227,TRAVIS COUNTY,'13,'227904,PFLUGERVILLE ISD,INDEPENDENT,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,(512) 594-0000,(512) 594-0005,superintendent@pfisd.net,www.pflugervilleisd.net,DR ALEX TORREZ   ,23948,'227904120,DEARING EL,REGULAR INSTRUCTIONAL,,4301 GATTIS SCHOOL RD,ROUND ROCK,TX,78664.0,4301 GATTIS SCHOOL RD,ROUND ROCK,TX,78664.0,(512) 594-4500,(512) 594-4505,christy.chandler@pfisd.net,,CHRISTY CHANDLER   ,'EE-05,554,Active,40389.0,2015-03-14T05:35:00,237,USCGeocoder,47,1,4.01,,45ccd901-1594-4348-886a-20310e1b9de0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3407.14825109,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.4971262631,-97.5937712113,Relaxed
'227,TRAVIS COUNTY,'13,'227905,TEXAS SCH FOR THE BLIND & VISUALLY IMPAIRED,TSD/TSBVI,1100 W 45TH ST,AUSTIN,TX,78756-3413,1100 W 45TH ST,AUSTIN,TX,78756-3413,(512) 454-8631,(512) 206-9453,billdaugherty@tsbvi.edu,www.tsbvi.edu/,MR WILLLIAM DAUGHERTY   ,146,'227905001,TEXAS SCHOOL FOR THE BLIND,REGULAR INSTRUCTIONAL,,1100 W 45TH ST,AUSTIN,TX,78756-3413,1100 W 45TH ST,AUSTIN,TX,78756-3413,(512) 206-9167,(512) 206-9453,,,MR MILES FAIN   ,'01-12,146,Active, ,2015-03-14T05:35:00,238,USCGeocoder,47,1,4.01,,4fec0873-63c8-49d9-b708-bde74f23de20,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2961.29962944,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3141083543,-97.7387077946,Exact
