CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_adschrubbe_output_13_as,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'161,MCLENNAN COUNTY,'12,'161807,HARMONY SCIENCE ACAD (WACO),CHARTER,1900 N VALLEY MILLS DR,HOUSTON,TX,76710,1900 N VALLEY MILLS DR,WACO,TX,76710,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsawaco.org,DR SONER TARIM   ,8633,'161807002,HARMONY SCIENCE ACADEMY - GARLAND,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2302 FIREWHEEL PKWY,GARLAND,TX,75040,2302 FIREWHEEL PKWY,GARLAND,TX,75040,(972) 212-4777,(972) 212-4778,hsaharland@harmonytx.org,www.hsawaco.org,MUHAMMET PAKDIL   ,'PK-12,610,Active,2010-08-04,2015-03-14T05:35:00,239,USCGeocoder,47,1,4.01,,83ee0dbb-4cb1-4625-96e6-1a29ffaee4d3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.935541,-96.598817,Exact
'161,MCLENNAN COUNTY,'12,'161807,HARMONY SCIENCE ACAD (WACO),CHARTER,1900 N VALLEY MILLS DR,HOUSTON,TX,76710,1900 N VALLEY MILLS DR,WACO,TX,76710,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsawaco.org,DR SONER TARIM   ,8633,'161807003,HARMONY SCIENCE ACADEMY - DALLAS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,11995 FORESTGATE DR,DALLAS,TX,75243,11995 FORESTGATE DR,DALLAS,TX,75243,(972) 234-7878,(972) 234-9994,info.hsadallas@harmonytx.org,www.hsadallas.org,FATIH AY   ,'PK-12,1233,Active,2010-08-04,2015-03-14T05:35:00,240,USCGeocoder,63,1,4.01,,51212bbe-f3e5-427b-9dcd-366b8acf5e43,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.935739,-96.598902,Exact
'161,MCLENNAN COUNTY,'12,'161807,HARMONY SCIENCE ACAD (WACO),CHARTER,1900 N VALLEY MILLS DR,HOUSTON,TX,76710,1900 N VALLEY MILLS DR,WACO,TX,76710,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsawaco.org,DR SONER TARIM   ,8633,'161807004,HARMONY SCHOOL OF INNOVATION - DALLAS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1024 W ROSEMEADE PKWY,CARROLLTON,TX,75007,1024 W ROSEMEADE PKWY,CARROLLTON,TX,75007,(469) 892-5556,(469) 892-5667,hsidallas@harmonytx.org,www.hsidallas.org,MR YASAR CAKIR   ,'PK-12,634,Active,2010-08-04,2015-03-14T05:35:00,241,USCGeocoder,47,1,4.01,,c1c09118-78a3-4a08-8d88-c525cf674e6f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.012046,-96.913622,Exact
'161,MCLENNAN COUNTY,'12,'161807,HARMONY SCIENCE ACAD (WACO),CHARTER,1900 N VALLEY MILLS DR,HOUSTON,TX,76710,1900 N VALLEY MILLS DR,WACO,TX,76710,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsawaco.org,DR SONER TARIM   ,8633,'161807005,HARMONY SCHOOL OF BUSINESS - DALLAS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,8080 W PRESIDENT GEORGE BUSH HWY,DALLAS,TX,75252,8080 W PRESIDENT GEORGE BUSH HWY,DALLAS,TX,75252,(469) 226-6746, ,ecaglar@harmonytx.org,,MUHAMMET PAKDIL   ,'KG-12,776,Active,2012-08-27,2015-03-14T05:35:00,242,USCGeocoder,63,1,4.01,,ebe9a9fd-7de8-469d-8fc7-9025a6d89790,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.001178,-96.762968,Exact
'161,MCLENNAN COUNTY,'12,'161807,HARMONY SCIENCE ACAD (WACO),CHARTER,1900 N VALLEY MILLS DR,HOUSTON,TX,76710,1900 N VALLEY MILLS DR,WACO,TX,76710,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsawaco.org,DR SONER TARIM   ,8633,'161807006,HARMONY SCHOOL OF INNOVATION - GARLAND,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2302 FIREWHEEL PKWY,GARLAND,TX,75040,2302 FIREWHEEL PKWY,GARLAND,TX,75040,(972) 212-4777,(972) 212-4778,ecaglar@harmonytx.org,,    ,'KG-12,456,Active,2014-08-25,2015-03-14T05:35:00,243,USCGeocoder,31,1,4.01,,44503f9a-c4d5-49f6-a2f4-64e324991570,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.935595,-96.598817,Exact
'161,MCLENNAN COUNTY,'12,'161807,HARMONY SCIENCE ACAD (WACO),CHARTER,1900 N VALLEY MILLS DR,HOUSTON,TX,76710,1900 N VALLEY MILLS DR,WACO,TX,76710,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsawaco.org,DR SONER TARIM   ,8633,'161807008,HARMONY SCIENCE ACADEMY - GRAND PRAIRIE,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1102 NW 7TH ST,GRAND PRAIRIE,TX,75050,1102 NW 7TH ST,GRAND PRAIRIE,TX,75050,(972) 642-9911,(972) 642-9922,ecaglar@harmonytx.org,www.hsawaco.org,MR AGIL SHARIFOV   ,'KG-12,548,Active,2014-08-11,2015-03-14T05:35:00,245,USCGeocoder,47,1,4.01,,f2c13459-2b29-4a41-b487-ecfc443cd352,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.757306,-97.011705,Exact
'161,MCLENNAN COUNTY,'12,'161807,HARMONY SCIENCE ACAD (WACO),CHARTER,1900 N VALLEY MILLS DR,HOUSTON,TX,76710,1900 N VALLEY MILLS DR,WACO,TX,76710,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsawaco.org,DR SONER TARIM   ,8633,'161807010,HARMONY SCHOOL OF NATURE AND ATHLETICS - DALLAS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,8120 W CAMP WISDOM RD,DALLAS,TX,75249,8120 W CAMP WISDOM RD,DALLAS,TX,75249,(972) 296-1000,(972) 296-2125,ecaglar@harmonytx.us,www.hsawaco.org,MR BILAL OZEN   ,'KG-12,808,Active,2014-08-11,2015-03-14T05:35:00,247,USCGeocoder,63,1,4.01,,43877fa7-0ba4-4ae6-b4ae-b95f778defee,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.661254,-96.966482,Exact
'161,MCLENNAN COUNTY,'12,'161807,HARMONY SCIENCE ACAD (WACO),CHARTER,1900 N VALLEY MILLS DR,HOUSTON,TX,76710,1900 N VALLEY MILLS DR,WACO,TX,76710,(713) 343-3333,(713) 777-8555,starim@harmonytx.org,www.hsawaco.org,DR SONER TARIM   ,8633,'161807011,HARMONY SCHOOL OF INNOVATION - FORT WORTH,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,8100 S HULEN ST,FORT WORTH,TX,76123,8100 S HULEN ST,FORT WORTH,TX,76123,(817) 386-5505,(817) 977-1727,ecaglar@harmonytx.org,www.hsawaco.org,MR MEHMET BASOGLU   ,'KG-12,929,Active,2014-08-11,2015-03-14T05:35:00,248,USCGeocoder,63,1,4.01,,f4ff1809-f674-4601-ac99-efffc8c1c52f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.625714,-97.389231,Exact
'161,MCLENNAN COUNTY,'12,'161901,CRAWFORD ISD,INDEPENDENT,200 PIRATE DR,CRAWFORD,TX,76638-0120,200 PIRATE DR,CRAWFORD,TX,76638-0120,(254) 486-2381,(254) 486-2198,khall@crawford-isd.net,,DR KENNETH HALL   ,586,'161901004,CHALLENGE ACADEMY,JJAEP INSTRUCTIONAL,,1200 CLIFTON RD,WACO,TX,76704-2099,1200 CLIFTON RD,WACO,TX,76704-2099,(254) 754-0803,(254) 754-6029,missy.canet@wacoisd.org,,MS CLAUDETTE YARBROUGH   ,'06-12,-1,Active,1996-04-01,2015-03-14T05:35:00,251,USCGeocoder,47,1,4.01,,dfbb0dac-8619-4f49-a2ea-97c9ab1f4c76,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.585153,-97.120989,Exact
'161,MCLENNAN COUNTY,'12,'161901,CRAWFORD ISD,INDEPENDENT,200 PIRATE DR,CRAWFORD,TX,76638-0120,200 PIRATE DR,CRAWFORD,TX,76638-0120,(254) 486-2381,(254) 486-2198,khall@crawford-isd.net,,DR KENNETH HALL   ,586,'161901005,AXTELL/BRUCEVILLE-EDDY LEARNING CENTER,ALTERNATIVE INSTRUCTIONAL,,2601 FRANKLIN,WACO,TX,76701,2601 FRANKLIN,WACO,TX,76701,(254) 863-5301,(254) 753-3602,dellis@axtellisd.net,,    ,'06-12,-1,Active,2006-09-28,2015-03-14T05:35:00,252,USCGeocoder,47,1,4.01,,706ddf99-d52b-4a33-ab1e-1bec64afbd91,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.539206,-97.38222,Exact
'161,MCLENNAN COUNTY,'12,'161903,MIDWAY ISD,INDEPENDENT,13885 WOODWAY DR,WOODWAY,TX,76712-0000,13885 WOODWAY DR,WOODWAY,TX,76712-0000,(254) 761-5610 ext:1101,(254) 761-5789,brenda.mattern@midwayisd.org,www.midwayisd.org,DR GEORGE KAZANAS   ,7664,'161903102,HEWITT EL,REGULAR INSTRUCTIONAL,,13885 WOODWAY DR,WOODWAY,TX,76712-0000,900 PANTHERWAY,HEWITT,TX,76643-3064,(254) 761-5750,(254) 666-7540,diane.gough@midwayisd.org,www.midwayisd.org,MRS DIANE GOUGH   ,'EE-04,583,Active,1987-05-26,2015-03-14T05:35:00,258,USCGeocoder,47,1,4.01,,b3a51747-7271-4fe8-8f90-f45abc01cc05,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.476622,-97.203623,Exact
'161,MCLENNAN COUNTY,'12,'161903,MIDWAY ISD,INDEPENDENT,13885 WOODWAY DR,WOODWAY,TX,76712-0000,13885 WOODWAY DR,WOODWAY,TX,76712-0000,(254) 761-5610 ext:1101,(254) 761-5789,brenda.mattern@midwayisd.org,www.midwayisd.org,DR GEORGE KAZANAS   ,7664,'161903104,SPRING VALLEY EL,REGULAR INSTRUCTIONAL,,610 SPRING VALLEY RD,HEWITT,TX,76643-0000,610 SPRING VLY RD,HEWITT,TX,76643-3699,(254) 761-5710,(254) 666-4654,webmaster@midwayisd.org,www.midwayisd.org,MR JAY FISCHER   ,'EE-04,489,Active,1980-07-14,2015-03-14T05:35:00,260,USCGeocoder,47,1,4.01,,e7d0e3ec-d319-4df8-9b29-d283e39d8223,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.442687,-97.198301,Exact
'161,MCLENNAN COUNTY,'12,'161903,MIDWAY ISD,INDEPENDENT,13885 WOODWAY DR,WOODWAY,TX,76712-0000,13885 WOODWAY DR,WOODWAY,TX,76712-0000,(254) 761-5610 ext:1101,(254) 761-5789,brenda.mattern@midwayisd.org,www.midwayisd.org,DR GEORGE KAZANAS   ,7664,'161903105,SOUTH BOSQUE EL,REGULAR INSTRUCTIONAL,,13885 WOODWAY DR,WOODWAY,TX,76712-0000,#1 WICKSON RD,WACO,TX,76712-7552,(254) 761-5720,(254) 776-2493,david.everett@midwayisd.org,,MR DAVID EVERETT   ,'EE-04,532,Active,1989-07-01,2015-03-14T05:35:00,261,USCGeocoder,31,1,4.01,,d6a2ba86-35f0-4634-a085-5a0a92f9474e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.489431,-97.24937,Exact
'161,MCLENNAN COUNTY,'12,'161903,MIDWAY ISD,INDEPENDENT,13885 WOODWAY DR,WOODWAY,TX,76712-0000,13885 WOODWAY DR,WOODWAY,TX,76712-0000,(254) 761-5610 ext:1101,(254) 761-5789,brenda.mattern@midwayisd.org,www.midwayisd.org,DR GEORGE KAZANAS   ,7664,'161903107,CASTLEMAN CREEK EL,REGULAR INSTRUCTIONAL,,13885 WOODWAY DR,WOODWAY,TX,76712-0000,755 S HEWITT DR,HEWITT,TX,76643,(254) 761-5755,(254) 761-5759,webmaster@midwayisd.org,www.midwayisd.org,MRS SHELLEY POLK   ,'EE-04,580,Active,2009-08-06,2015-03-14T05:35:00,263,USCGeocoder,63,1,4.01,,7e166548-1bfd-49b4-9adc-2cbb7cbfd115,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.455318,-97.204395,Exact
'161,MCLENNAN COUNTY,'12,'161903,MIDWAY ISD,INDEPENDENT,13885 WOODWAY DR,WOODWAY,TX,76712-0000,13885 WOODWAY DR,WOODWAY,TX,76712-0000,(254) 761-5610 ext:1101,(254) 761-5789,brenda.mattern@midwayisd.org,www.midwayisd.org,DR GEORGE KAZANAS   ,7664,'161903108,RIVER VALLEY INT,REGULAR INSTRUCTIONAL,,13885 WOODWAY DR,WOODWAY,TX,76712-0000,4750 SPEEGLEVILLE RD,WACO,TX,76712,(254) 761-5699,(254) 761-5698,brenda.mattern@midwayisd.org,,MRS SARAH HOLLAND   ,'05-06,586,Active,2010-06-16,2015-03-14T05:35:00,264,USCGeocoder,31,1,4.01,,18327edd-6eb2-4716-a5b2-6665e020ae89,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.584257,-97.269562,Exact
'161,MCLENNAN COUNTY,'12,'161907,LORENA ISD,INDEPENDENT,P O BOX 97,LORENA,TX,76655-0097,308 N FRONTAGE RD,LORENA,TX,76655-0097,(254) 857-3239,(254) 857-4533,karenhansen@lorenaisd.net,www.lorenaisd.net,DR SANDRA TALBERT   ,1671,'161907001,LORENA HIGH,REGULAR INSTRUCTIONAL,,P O BOX 97,LORENA,TX,76655-0097,#1 LEOPARD LN,LORENA,TX,76655-3433,(254) 857-4604,(254) 857-3883,KevinJohnson@lorenaisd.net,www.lorenaisd.net,MR KEVIN JOHNSON   ,'09-12,522,Active, ,2015-03-14T05:35:00,271,USCGeocoder,16,1,4.01,,ca885efe-e9ac-4ca0-879d-7ccf630d69c2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.389839,-97.222205,Exact
'161,MCLENNAN COUNTY,'12,'161907,LORENA ISD,INDEPENDENT,P O BOX 97,LORENA,TX,76655-0097,308 N FRONTAGE RD,LORENA,TX,76655-0097,(254) 857-3239,(254) 857-4533,karenhansen@lorenaisd.net,www.lorenaisd.net,DR SANDRA TALBERT   ,1671,'161907102,LORENA PRI,REGULAR INSTRUCTIONAL,,P O BOX 97,LORENA,TX,76655-0097,1191 OLD LORENA RD,LORENA,TX,76655,(254) 857-8909,(254) 857-8815,KathyLina@lorenaisd.net,www.lorenaisd.net,MS KATHY LINA   ,'EE-02,424,Active,2004-09-28,2015-03-14T05:35:00,275,USCGeocoder,47,1,4.01,,c8293c6c-013a-48e9-9b1f-800e71b38fad,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.421339,-97.235552,Exact
'161,MCLENNAN COUNTY,'12,'161908,MART ISD,INDEPENDENT,700 E NAVARRO AVE,MART,TX,76664,700 E NAVARRO AVE,MART,TX,76664,(254) 876-2523,(254) 876-3028,rgraves@martisd.org,www.martisd.org,MR TODD GOODEN   ,489,'161908004,CHALLENGE ACADEMY,JJAEP INSTRUCTIONAL,,1200 CLIFTON RD,WACO,TX,76704-2099,1200 CLIFTON RD,WACO,TX,76704-2099, , ,,,MS CLAUDETTE YARBROUGH   ,'06-12,-1,Active,1996-04-01,2015-03-14T05:35:00,278,USCGeocoder,47,1,4.01,,831287eb-a4e3-432f-ae7b-83b3eef421e1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.585134,-97.120925,Exact
'161,MCLENNAN COUNTY,'12,'161909,MCGREGOR ISD,INDEPENDENT,P O BOX 356,MCGREGOR,TX,76657-0356,525 BLUEBONNET PKWY,MCGREGOR,TX,76657-0356,(254) 840-2828,(254) 840-4077,khouchin@mcgregor-isd.org,www.mcgregor-isd.org,MR KEVIN HOUCHIN   ,1373,'161909001,MCGREGOR H S,REGULAR INSTRUCTIONAL,,P O BOX 356,MCGREGOR,TX,76657-0356,903 BLUEBONNET PKWY,MCGREGOR,TX,76657-1974,(254) 840-2853,(254) 840-4077,rwhite@mcgregor-isd.org,mcgregor-isd.org,ROBERT WHITE   ,'09-12,421,Active, ,2015-03-14T05:35:00,281,USCGeocoder,47,1,4.01,,69baa4b0-b691-4dc0-87e9-3eb07ec57e1c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.426869,-97.404145,Exact
'161,MCLENNAN COUNTY,'12,'161909,MCGREGOR ISD,INDEPENDENT,P O BOX 356,MCGREGOR,TX,76657-0356,525 BLUEBONNET PKWY,MCGREGOR,TX,76657-0356,(254) 840-2828,(254) 840-4077,khouchin@mcgregor-isd.org,www.mcgregor-isd.org,MR KEVIN HOUCHIN   ,1373,'161909101,MCGREGOR EL,REGULAR INSTRUCTIONAL,,P O BOX 356,MCGREGOR,TX,76657-0356,913 BLUEBONNET PKWY,MCGREGOR,TX,76657-1409,(254) 840-3204,(254) 840-4077,tburgess@mcgregor-isd.org,www.mcgregor-isd.org,TONYA BURGESS   ,'02-05,397,Active, ,2015-03-14T05:35:00,284,USCGeocoder,94,1,4.01,,d9f09e7d-2a9d-4235-81a3-df1948e5610c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.426466,-97.403909,Exact
'161,MCLENNAN COUNTY,'12,'161909,MCGREGOR ISD,INDEPENDENT,P O BOX 356,MCGREGOR,TX,76657-0356,525 BLUEBONNET PKWY,MCGREGOR,TX,76657-0356,(254) 840-2828,(254) 840-4077,khouchin@mcgregor-isd.org,www.mcgregor-isd.org,MR KEVIN HOUCHIN   ,1373,'161909102,MCGREGOR PRI,REGULAR INSTRUCTIONAL,,P O BOX 356,MCGREGOR,TX,76657-0356,923 BLUEBONNET PKWY,MCGREGOR,TX,76657,(254) 840-2973,(254) 840-4077,czacharias@mcgregor-isd.org,www.mcgregor-isd.org,CHERI ZACHARIAS   ,'EE-01,272,Active,2014-07-08,2015-03-14T05:35:00,285,USCGeocoder,31,1,4.01,,89760e10-7b43-48cd-b020-1ed67c0938ae,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.426466,-97.403909,Exact
'161,MCLENNAN COUNTY,'12,'161910,MOODY ISD,INDEPENDENT,12084A S LONE STAR PKWY,MOODY,TX,76557-3638,12084A S LONE STAR PKWY,MOODY,TX,76557,(254) 853-2172,(254) 853-2886,chane_rascoe@moodyisd.org,www.moodyisd.org/,CHANE RASCOE   ,696,'161910001,MOODY H S,REGULAR INSTRUCTIONAL,,12084A S LONE STAR PKWY,MOODY,TX,76557-3638,11862 S LONESTAR PKWY,MOODY,TX,76557-0448,(254) 853-3622,(254) 853-3822,jes_satterwhite@moodyisd.org,www.moodyisd.org,JOE E SATTERWHITE   ,'09-12,215,Active, ,2015-03-14T05:35:00,286,USCGeocoder,63,1,4.01,,107c3a0e-72b5-4203-9703-c16e97a9073b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.352171,-97.367413,Exact
'161,MCLENNAN COUNTY,'12,'161910,MOODY ISD,INDEPENDENT,12084A S LONE STAR PKWY,MOODY,TX,76557-3638,12084A S LONE STAR PKWY,MOODY,TX,76557,(254) 853-2172,(254) 853-2886,chane_rascoe@moodyisd.org,www.moodyisd.org/,CHANE RASCOE   ,696,'161910041,MOODY MIDDLE,REGULAR INSTRUCTIONAL,,12084A S LONE STAR PKWY,MOODY,TX,76557,107 CORA LEE LN,MOODY,TX,76557-3638,(254) 853-2182,(254) 853-2886,andrew_miller@moodyisd.org,www.moodyisd.org,ANDREW MILLER   ,'05-08,206,Active,1991-07-01,2015-03-14T05:35:00,288,USCGeocoder,47,1,4.01,,fe031d80-f041-441b-9271-3c02a6853d4f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.315955,-97.36095,Exact
'161,MCLENNAN COUNTY,'12,'161910,MOODY ISD,INDEPENDENT,12084A S LONE STAR PKWY,MOODY,TX,76557-3638,12084A S LONE STAR PKWY,MOODY,TX,76557,(254) 853-2172,(254) 853-2886,chane_rascoe@moodyisd.org,www.moodyisd.org/,CHANE RASCOE   ,696,'161910101,MOODY EL,REGULAR INSTRUCTIONAL,,12084A S LONE STAR PKWY,MOODY,TX,76557,200 AVE D,MOODY,TX,76557,(254) 853-2155,(254) 853-3009,tina_eaton@moodyisd.org,www.moodyisd.org,TINA EATON   ,'EE-04,255,Active, ,2015-03-14T05:35:00,289,USCGeocoder,31,1,4.01,,349e8ca7-a11a-4147-8d52-e94ef3c70a8e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.308493,-97.361444,Exact
'161,MCLENNAN COUNTY,'12,'161910,MOODY ISD,INDEPENDENT,12084A S LONE STAR PKWY,MOODY,TX,76557-3638,12084A S LONE STAR PKWY,MOODY,TX,76557,(254) 853-2172,(254) 853-2886,chane_rascoe@moodyisd.org,www.moodyisd.org/,CHANE RASCOE   ,696,'161910102,MOODY PRE-K,REGULAR INSTRUCTIONAL,,12084A S LONE STAR PKWY,MOODY,TX,76557,200 AVE D,MOODY,TX,76557,(254) 853-2181,(254) 853-3009,melissa_heltenberg@moodyisd.org,www.moodyisd.org,TINA EATON   ,'PK,-1,Active,1994-06-28,2015-03-14T05:35:00,290,USCGeocoder,47,1,4.01,,cd6ab50b-26cc-4120-80a2-070c53f00315,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.308493,-97.361444,Exact
'161,MCLENNAN COUNTY,'12,'161912,RIESEL ISD,INDEPENDENT,600 FREDERICK,RIESEL,TX,76682-2931,600 FREDERICK,RIESEL,TX,76682-2931,(254) 896-5000,(254) 896-2981,bgarner@rieselisd.org,www.rieselisd.org,BRIAN GARNER   ,596,'161912004,CHALLENGE ACADEMY,JJAEP INSTRUCTIONAL,,1200 CLIFTON RD,WACO,TX,76704-2099,1200 CLIFTON RD,WACO,TX,76704-2099, , ,,,MS CLAUDETTE YARBROUGH   ,'06-12,0,Active,1996-04-01,2015-03-14T05:35:00,292,USCGeocoder,78,1,4.01,,64e63517-9738-4310-b375-6a1f9b2278da,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.479751,-96.915189,Exact
